compsyn_id,component_id,component_synonym,syn_type
909458,4578,GRS,GENE_SYMBOL_OTHER
909459,4578,HBPA1,GENE_SYMBOL_OTHER
1202476,4578,Hemopoietic-specific early response protein,UNIPROT
1202477,4578,Protein BFL-1,UNIPROT
1202478,4578,Protein GRS,UNIPROT
909468,4579,Rya-r44F,GENE_SYMBOL_OTHER
1202483,4579,Ryanodine receptor,UNIPROT
1202484,4579,Ryanodine receptor 44F,UNIPROT
1202480,4579,RyR,GENE_SYMBOL
1202487,4580,ARNT-interacting protein,UNIPROT
1202488,4580,HIF-1-alpha,UNIPROT
1202489,4580,HIF1-alpha,UNIPROT
1202485,4580,Hif1a,GENE_SYMBOL
1202486,4580,Hypoxia-inducible factor 1-alpha,UNIPROT
1188477,4581,G,GENE_SYMBOL
1188478,4581,Glycoprotein G,UNIPROT
1188482,4582,1.14.14.1,EC_NUMBER
1188479,4582,CYP4X1,GENE_SYMBOL
1188481,4582,CYPIVX1,UNIPROT
1188480,4582,Cytochrome P450 4X1,UNIPROT
1188491,4583,2.7.3.2,EC_NUMBER
1188489,4583,B-CK,UNIPROT
1188486,4583,Brain creatine kinase,UNIPROT
1188483,4583,CKB,GENE_SYMBOL
896301,4583,CKBB,GENE_SYMBOL_OTHER
1188490,4583,CPK-B,UNIPROT
1188487,4583,Creatine kinase B chain,UNIPROT
1188485,4583,Creatine kinase B-type,UNIPROT
1188488,4583,Creatine phosphokinase B-type,UNIPROT
1188497,4584,3.4.23.24,EC_NUMBER
1188494,4584,ACP 8,UNIPROT
1188495,4584,Aspartate protease 8,UNIPROT
1188493,4584,Candidapepsin-8,UNIPROT
1188492,4584,SAP8,GENE_SYMBOL
1188496,4584,Secreted aspartic protease 8,UNIPROT
1188887,4585,2.7.11.24,EC_NUMBER
1188885,4585,MAPK-1,GENE_SYMBOL
1188886,4585,Mitogen-activated protein kinase,UNIPROT
1188895,4586,3.6.5.2,EC_NUMBER
896698,4586,ARH12,GENE_SYMBOL_OTHER
896699,4586,ARHA,GENE_SYMBOL_OTHER
1188894,4586,h12,UNIPROT
1188893,4586,Rho cDNA clone 12,UNIPROT
896700,4586,RHO12,GENE_SYMBOL_OTHER
1188888,4586,RHOA,GENE_SYMBOL
1188892,4586,Transforming protein RhoA,UNIPROT
1188898,4587,3.5.2.6,EC_NUMBER
1188897,4587,Beta-lactamase,UNIPROT
1188896,4587,blaKPC-2,GENE_SYMBOL
1188905,4588,2.7.11.1,EC_NUMBER
1188904,4588,hPASK,UNIPROT
896708,4588,KIAA0135,GENE_SYMBOL_OTHER
1188901,4588,PAS domain-containing serine/threonine-protein kinase,UNIPROT
1188902,4588,PAS-kinase,UNIPROT
1188899,4588,PASK,GENE_SYMBOL
1188903,4588,PASKIN,UNIPROT
1188912,4589,2.7.11.1,EC_NUMBER
896716,4589,PRKWNK3,GENE_SYMBOL_OTHER
1188910,4589,Protein kinase lysine-deficient 3,UNIPROT
1188911,4589,Protein kinase with no lysine 3,UNIPROT
1188909,4589,Serine/threonine-protein kinase WNK3,UNIPROT
1188906,4589,WNK3,GENE_SYMBOL
1188916,4590,3.4.23.15,EC_NUMBER
1188915,4590,Angiotensinogenase,UNIPROT
1188913,4590,REN,GENE_SYMBOL
1188914,4590,Renin,UNIPROT
1188925,4591,4.4.1.5,EC_NUMBER
1188919,4591,Aldoketomutase,UNIPROT
1188917,4591,GLO1,GENE_SYMBOL
1188924,4591,Glx I,UNIPROT
1188920,4591,Glyoxalase I,UNIPROT
1188921,4591,Ketone-aldehyde mutase,UNIPROT
1188918,4591,Lactoylglutathione lyase,UNIPROT
1188922,4591,Methylglyoxalase,UNIPROT
1188923,4591,S-D-lactoylglutathione methylglyoxal lyase,UNIPROT
1188933,4592,3.1.4.12,EC_NUMBER
1188932,4592,Alk-SMase,UNIPROT
1188928,4592,Alkaline sphingomyelin phosphodiesterase,UNIPROT
1188930,4592,E-NPP 7,UNIPROT
1188927,4592,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7,UNIPROT
1188926,4592,ENPP7,GENE_SYMBOL
1188929,4592,Intestinal alkaline sphingomyelinase,UNIPROT
1188931,4592,NPP-7,UNIPROT
1188936,4593,5.6.2.2,EC_NUMBER
1188935,4593,DNA gyrase subunit B,UNIPROT
1188934,4593,gyrB,GENE_SYMBOL
1188940,4594,2.3.1.5,EC_NUMBER
1188938,4594,Arylamine N-acetyltransferase,UNIPROT
1188937,4594,nat,GENE_SYMBOL
1188939,4594,NAT,UNIPROT
1189946,4595,5.6.2.2,EC_NUMBER
1189945,4595,DNA gyrase subunit A,UNIPROT
1189944,4595,gyrA,GENE_SYMBOL
1189948,4596,DNA-binding protein hupB,UNIPROT
1189947,4596,hupB,GENE_SYMBOL
1189950,4597,4-hydroxy-tetrahydrodipicolinate synthase,UNIPROT
1189952,4597,4.3.3.7,EC_NUMBER
1189949,4597,dapA,GENE_SYMBOL
1189951,4597,HTPA synthase,UNIPROT
1189953,4598,devR,GENE_SYMBOL
1189955,4598,DNA-binding transcriptional activator DevR/DosR,UNIPROT
969214,4598,dosR,GENE_SYMBOL_OTHER
1189959,4599,1.5.1.3,EC_NUMBER
897732,4599,dfrA ,GENE_SYMBOL_OTHER
1189958,4599,Dihydrofolate reductase,UNIPROT
1189956,4599,folA,GENE_SYMBOL
1189961,4600,*MtCM,UNIPROT
1189962,4600,5.4.99.5,EC_NUMBER
1189960,4600,Secreted chorismate mutase,UNIPROT
1189964,4601,1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase,UNIPROT
1189967,4601,3.5.1.103,EC_NUMBER
1189966,4601,GlcNAc-Ins deacetylase,UNIPROT
1189963,4601,mshB,GENE_SYMBOL
1189965,4601,N-acetyl-1-D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase,UNIPROT
1189975,4602,4.2.1.1,EC_NUMBER
1189974,4602,Beta-CA 2,UNIPROT
897744,4602,canB,GENE_SYMBOL_OTHER
1189972,4602,Carbonate dehydratase 2,UNIPROT
1189971,4602,Carbonic anhydrase 2,UNIPROT
897745,4602,cynT ,GENE_SYMBOL_OTHER
1189973,4602,mtCA 2,UNIPROT
1189968,4602,mtcA2,GENE_SYMBOL
1189980,4603,6.3.2.1,EC_NUMBER
1189976,4603,panC,GENE_SYMBOL
1189978,4603,Pantoate--beta-alanine ligase,UNIPROT
1189979,4603,Pantoate-activating enzyme,UNIPROT
1189977,4603,Pantothenate synthetase,UNIPROT
1189983,4604,2.7.11.1,EC_NUMBER
1189981,4604,pknG,GENE_SYMBOL
1189982,4604,Serine/threonine-protein kinase PknG,UNIPROT
1190391,4605,Lactate dehydrogenase,UNIPROT
1190390,4605,LDH,GENE_SYMBOL
1190393,4606,1.1.1.37,EC_NUMBER
1190392,4606,Malate dehydrogenase,UNIPROT
1190394,4607,AQP,GENE_SYMBOL
1190395,4607,Aquaglyceroporin,UNIPROT
1190397,4608,Deoxyhypusine synthase,UNIPROT
1190396,4608,dhs,GENE_SYMBOL
1190398,4609,hap,GENE_SYMBOL
1190399,4609,HAP protein,UNIPROT
1190400,4609,Histo-aspartic protease,UNIPROT
1190405,4610,3.3.1.1,EC_NUMBER
1190401,4610,Adenosylhomocysteinase,UNIPROT
1190404,4610,AdoHcyase,UNIPROT
1190402,4610,PfSAHH,UNIPROT
1190403,4610,S-adenosyl-L-homocysteine hydrolase,UNIPROT
1190409,4611,1.15.1.1,EC_NUMBER
1190408,4611,FeSOD,UNIPROT
1190406,4611,SODB,GENE_SYMBOL
1190407,4611,Superoxide dismutase [Fe],UNIPROT
1190412,4612,C-C chemokine receptor type 3,UNIPROT
1190414,4612,C-C CKR-3,UNIPROT
1190415,4612,CC-CKR-3,UNIPROT
1190416,4612,CCR-3,UNIPROT
1190410,4612,CCR3,GENE_SYMBOL
1190417,4612,CCR3,UNIPROT
1190413,4612,CD_antigen=CD193,UNIPROT
1190418,4612,CKR3,UNIPROT
898205,4612,CMKBR3,GENE_SYMBOL_OTHER
1190421,4613,C-C chemokine receptor type 5,UNIPROT
1190423,4613,C-C CKR-5,UNIPROT
1190424,4613,CC-CKR-5,UNIPROT
1190425,4613,CCR-5,UNIPROT
1190419,4613,CCR5,GENE_SYMBOL
1190426,4613,CCR5,UNIPROT
1190422,4613,CD_antigen=CD195,UNIPROT
898214,4613,CMKBR5,GENE_SYMBOL_OTHER
1190435,4614,4.1.3.1,EC_NUMBER
1190436,4614,4.1.3.30,EC_NUMBER
1190431,4614,ICL,UNIPROT
1190427,4614,ICL1,GENE_SYMBOL
1190432,4614,Isocitrase,UNIPROT
1190433,4614,Isocitratase,UNIPROT
1190428,4614,Isocitrate lyase,UNIPROT
1190429,4614,Methylisocitrate lyase,UNIPROT
1190434,4614,MICA,UNIPROT
1190430,4614,Threo-D(S)-isocitrate glyoxylate-lyase,UNIPROT
1191644,4615,Prophenoloxidase,UNIPROT
1191643,4615,ProPO,GENE_SYMBOL
1191646,4616,3.1.1.-,EC_NUMBER
1191645,4616,Carboxylic ester hydrolase,UNIPROT
1191650,4617,1.1.1.34,EC_NUMBER
1191648,4617,3-hydroxy-3-methylglutaryl-coenzyme A reductase,UNIPROT
1191649,4617,HMG-CoA reductase,UNIPROT
1191647,4617,HMGCR,GENE_SYMBOL
1191654,4618,5-HT-6,UNIPROT
1191655,4618,5-HT6,UNIPROT
1191652,4618,5-hydroxytryptamine receptor 6,UNIPROT
1191651,4618,Htr6,GENE_SYMBOL
1191653,4618,Serotonin receptor 6,UNIPROT
1191659,4619,A3AR,UNIPROT
1191658,4619,Adenosine receptor A3,UNIPROT
1191656,4619,Adora3,GENE_SYMBOL
899432,4619,Gpcr2,GENE_SYMBOL_OTHER
1191670,4620,1.1.1.-,EC_NUMBER
1191671,4620,1.1.1.209,EC_NUMBER
1191667,4620,17-alpha-HSD,UNIPROT
1191662,4620,17-alpha-hydroxysteroid dehydrogenase,UNIPROT
1191663,4620,3(or 17)-alpha-hydroxysteroid dehydrogenase,UNIPROT
1191664,4620,3-alpha-hydroxysteroid dehydrogenase,UNIPROT
1191660,4620,Akr1c21,GENE_SYMBOL
1191661,4620,Aldo-keto reductase family 1 member C21,UNIPROT
1191668,4620,DD1,UNIPROT
1191669,4620,DD3,UNIPROT
1191665,4620,Dihydrodiol dehydrogenase type 1,UNIPROT
1191666,4620,Dihydrodiol dehydrogenase type 3,UNIPROT
1191672,4621,Alb,GENE_SYMBOL
899448,4621,Alb-1,GENE_SYMBOL_OTHER
899449,4621,Alb1,GENE_SYMBOL_OTHER
1191675,4621,Serum albumin,UNIPROT
1191686,4622,3.4.11.18,EC_NUMBER
1191680,4622,Initiation factor 2-associated 67 kDa glycoprotein,UNIPROT
1191682,4622,MAP 2,UNIPROT
1191683,4622,MetAP 2,UNIPROT
1191676,4622,Metap2,GENE_SYMBOL
1191679,4622,Methionine aminopeptidase 2,UNIPROT
899452,4622,Mnpep,GENE_SYMBOL_OTHER
1191684,4622,p67,UNIPROT
899453,4622,P67eif2,GENE_SYMBOL_OTHER
1191685,4622,p67eIF2,UNIPROT
1191681,4622,Peptidase M,UNIPROT
1191688,4623,ADP-ribosylation factor 1,UNIPROT
1191687,4623,Arf1,GENE_SYMBOL
1191690,4624,ADP-ribosylation factor 6,UNIPROT
1191689,4624,Arf6,GENE_SYMBOL
1191709,4625,2.7.11.1,EC_NUMBER
899467,4625,Aik2,GENE_SYMBOL_OTHER
899468,4625,Aim1,GENE_SYMBOL_OTHER
899469,4625,Airk2,GENE_SYMBOL_OTHER
1191707,4625,ARK-2,UNIPROT
899470,4625,Ark2,GENE_SYMBOL_OTHER
1191691,4625,Aurkb,GENE_SYMBOL
1191700,4625,Aurora 1,UNIPROT
1191699,4625,Aurora kinase B,UNIPROT
1191701,4625,Aurora- and IPL1-like midbody-associated protein 1,UNIPROT
1191708,4625,Aurora-related kinase 2,UNIPROT
1191702,4625,Aurora/IPL1-related kinase 2,UNIPROT
1191704,4625,Serine/threonine-protein kinase 12,UNIPROT
1191705,4625,Serine/threonine-protein kinase 5,UNIPROT
1191706,4625,Serine/threonine-protein kinase aurora-B,UNIPROT
1191703,4625,STK-1,UNIPROT
899471,4625,Stk1,GENE_SYMBOL_OTHER
899472,4625,Stk12,GENE_SYMBOL_OTHER
899473,4625,Stk5,GENE_SYMBOL_OTHER
1191721,4626,3.4.22.64,EC_NUMBER
1191720,4626,CASP-11,UNIPROT
1191719,4626,CASP-4,UNIPROT
899486,4626,Casp11,GENE_SYMBOL_OTHER
1191710,4626,Casp4,GENE_SYMBOL
1191717,4626,Caspase-11,UNIPROT
1191714,4626,Caspase-4,UNIPROT
1191715,4626,Caspase-4 subunit p10,UNIPROT
1191716,4626,Caspase-4 subunit p20,UNIPROT
899487,4626,Caspl,GENE_SYMBOL_OTHER
899488,4626,Ich3,GENE_SYMBOL_OTHER
1191718,4626,Protease ICH-3,UNIPROT
1191724,4627,3.4.22.38,EC_NUMBER
1191723,4627,Cathepsin K,UNIPROT
1191722,4627,Ctsk,GENE_SYMBOL
1191728,4628,C-C chemokine receptor type 8,UNIPROT
1191730,4628,C-C CKR-8,UNIPROT
1191731,4628,CC-CKR-8,UNIPROT
1191732,4628,CCR-8,UNIPROT
1191725,4628,Ccr8,GENE_SYMBOL
1191729,4628,CD_antigen=CDw198,UNIPROT
899501,4628,Cmkbr8,GENE_SYMBOL_OTHER
899502,4628,Ter1,GENE_SYMBOL_OTHER
1192104,4629,5.1.1.3,EC_NUMBER
899875,4629,glr,GENE_SYMBOL_OTHER
1192103,4629,Glutamate racemase,UNIPROT
1192101,4629,murI,GENE_SYMBOL
899879,4630,INT4,GENE_SYMBOL_OTHER
1192108,4630,Proto-oncogene Int-4 homolog,UNIPROT
1192107,4630,Proto-oncogene Wnt-3,UNIPROT
1192105,4630,WNT3,GENE_SYMBOL
1187372,4631,Smo,GENE_SYMBOL
1187375,4631,SMO,UNIPROT
895232,4631,Smoh,GENE_SYMBOL_OTHER
1187374,4631,Smoothened homolog,UNIPROT
1187382,4632,3.5.3.18,EC_NUMBER
1187380,4632,DDAH-1,UNIPROT
1187376,4632,DDAH1,GENE_SYMBOL
1187378,4632,DDAHI,UNIPROT
1187379,4632,Dimethylargininase-1,UNIPROT
1187381,4632,Dimethylarginine dimethylaminohydrolase 1,UNIPROT
1187377,4632,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",UNIPROT
1187391,4633,2.7.11.1,EC_NUMBER
1187387,4633,Salt-inducible kinase 1,UNIPROT
1187386,4633,Serine/threonine-protein kinase SIK1,UNIPROT
1187388,4633,Serine/threonine-protein kinase SNF1-like kinase 1,UNIPROT
1187390,4633,Serine/threonine-protein kinase SNF1LK,UNIPROT
895243,4633,SIK,GENE_SYMBOL_OTHER
1187389,4633,SIK-1,UNIPROT
1187383,4633,SIK1,GENE_SYMBOL
895244,4633,SNF1LK,GENE_SYMBOL_OTHER
1187398,4634,2.7.11.1,EC_NUMBER
895252,4634,ANKRD3,GENE_SYMBOL_OTHER
1187396,4634,Ankyrin repeat domain-containing protein 3,UNIPROT
895253,4634,DIK,GENE_SYMBOL_OTHER
1187397,4634,PKC-delta-interacting protein kinase,UNIPROT
1187395,4634,Receptor-interacting serine/threonine-protein kinase 4,UNIPROT
1187392,4634,RIPK4,GENE_SYMBOL
1187399,4635,Acetylcholine-binding protein,UNIPROT
1187400,4635,ACh-binding protein,UNIPROT
1187401,4635,AchBP,UNIPROT
1187402,4636,Tlr7,GENE_SYMBOL
1187403,4636,Toll-like receptor 7,UNIPROT
1187408,4637,2.4.2.17,EC_NUMBER
1187405,4637,ATP phosphoribosyltransferase,UNIPROT
1187406,4637,ATP-PRT,UNIPROT
1187407,4637,ATP-PRTase,UNIPROT
1187404,4637,hisG,GENE_SYMBOL
1187411,4638,p21-Rac3,UNIPROT
1187409,4638,RAC3,GENE_SYMBOL
1187410,4638,Ras-related C3 botulinum toxin substrate 3,UNIPROT
1187415,4639,3.6.5.2,EC_NUMBER
1187412,4639,CDC42,GENE_SYMBOL
1187413,4639,Cell division control protein 42 homolog,UNIPROT
1187414,4639,G25K GTP-binding protein,UNIPROT
1187856,4640,2.3.2.23,EC_NUMBER
1187850,4640,Bendless-like ubiquitin-conjugating enzyme,UNIPROT
895697,4640,BLU,GENE_SYMBOL_OTHER
1187851,4640,E2 ubiquitin-conjugating enzyme N,UNIPROT
1187852,4640,Ubc13,UNIPROT
1187853,4640,UbcH13,UNIPROT
1187847,4640,UBE2N,GENE_SYMBOL
1187854,4640,Ubiquitin carrier protein N,UNIPROT
1187849,4640,Ubiquitin-conjugating enzyme E2 N,UNIPROT
1187855,4640,Ubiquitin-protein ligase N,UNIPROT
1187860,4641,Actin-like protein 2,UNIPROT
1187859,4641,Actin-related protein 2,UNIPROT
1187857,4641,ACTR2,GENE_SYMBOL
895707,4641,ARP2,GENE_SYMBOL_OTHER
1187866,4642,4.6.1.18,EC_NUMBER
1187863,4642,Ribonuclease pancreatic,UNIPROT
1187864,4642,RNase 1,UNIPROT
1187865,4642,RNase A,UNIPROT
1187861,4642,RNASE1,GENE_SYMBOL
895711,4642,RNS1,GENE_SYMBOL_OTHER
1187867,4643,CALM,GENE_SYMBOL
1187869,4643,Calmodulin,UNIPROT
895717,4643,CAM,GENE_SYMBOL_OTHER
1187870,4643,CaM,UNIPROT
1187871,4644,CALM1,GENE_SYMBOL
1187875,4644,Calmodulin-1,UNIPROT
999001,4644,CAM,GENE_SYMBOL_OTHER
999002,4644,CAM1,GENE_SYMBOL_OTHER
1187882,4645,3.6.5.2,EC_NUMBER
1187879,4645,Cell migration-inducing gene 5 protein,UNIPROT
1187881,4645,p21-Rac1,UNIPROT
1187876,4645,RAC1,GENE_SYMBOL
1187880,4645,Ras-like protein TC25,UNIPROT
1187878,4645,Ras-related C3 botulinum toxin substrate 1,UNIPROT
895733,4645,TC25 ,GENE_SYMBOL_OTHER
1189024,4646,2.1.1.37,EC_NUMBER
1189019,4646,DNA (cytosine-5)-methyltransferase 3B,UNIPROT
1189020,4646,DNA methyltransferase HsaIIIB,UNIPROT
1189022,4646,DNA MTase HsaIIIB,UNIPROT
1189018,4646,DNMT3B,GENE_SYMBOL
1189021,4646,Dnmt3b,UNIPROT
1189023,4646,M.HsaIIIB,UNIPROT
1189029,4647,2.7.13.3,EC_NUMBER
1189030,4647,3.1.3.-,EC_NUMBER
1189025,4647,phoQ,GENE_SYMBOL
896834,4647,phoZ ,GENE_SYMBOL_OTHER
1189028,4647,Sensor histidine protein kinase/phosphatase PhoQ,UNIPROT
1189027,4647,Virulence sensor histidine kinase PhoQ,UNIPROT
1189038,4648,1.14.19.3,EC_NUMBER
1189032,4648,Acyl-CoA 6-desaturase,UNIPROT
1189035,4648,D6D,UNIPROT
1189036,4648,Delta(6) desaturase,UNIPROT
1189033,4648,Delta(6) fatty acid desaturase,UNIPROT
1189037,4648,Delta-6 desaturase,UNIPROT
1189031,4648,FADS2,GENE_SYMBOL
1189034,4648,Fatty acid desaturase 2,UNIPROT
1189041,4649,3.4.17.2,EC_NUMBER
1189040,4649,Carboxypeptidase B,UNIPROT
1189039,4649,cpb,GENE_SYMBOL
1189044,4650,Ah receptor,UNIPROT
1189042,4650,Ahr,GENE_SYMBOL
1189045,4650,AhR,UNIPROT
1189043,4650,Aryl hydrocarbon receptor,UNIPROT
1189047,4651,Autoinducer 2-binding periplasmic protein LuxP,UNIPROT
1189046,4651,luxP,GENE_SYMBOL
1189049,4652,Signal transducer and activator of transcription 1-alpha/beta,UNIPROT
1189048,4652,STAT1,GENE_SYMBOL
1189050,4652,Transcription factor ISGF-3 components p91/p84,UNIPROT
1189053,4653,Factor exchange for SSA1 protein 1,UNIPROT
1189051,4653,FES1,GENE_SYMBOL
1189052,4653,Hsp70 nucleotide exchange factor FES1,UNIPROT
1189054,4654,SP1,GENE_SYMBOL
1189056,4654,Transcription factor Sp1,UNIPROT
896863,4654,TSFP1,GENE_SYMBOL_OTHER
1189057,4655,ALB,GENE_SYMBOL
1189058,4655,Serum albumin,UNIPROT
1189059,4656,BCR/ABL,GENE_SYMBOL
1189061,4656,BCR/ABL p210 fusion protein,UNIPROT
1189060,4656,fusion,GENE_SYMBOL
1189065,4657,V-ATPase 57 kDa subunit,UNIPROT
1189067,4657,V-ATPase subunit B,UNIPROT
1189064,4657,V-type proton ATPase subunit B,UNIPROT
1189066,4657,Vacuolar proton pump subunit B,UNIPROT
896871,4657,VAT2 ,GENE_SYMBOL_OTHER
1189062,4657,VMA2,GENE_SYMBOL
1189078,4658,3.4.24.11,EC_NUMBER
1189070,4658,Atriopeptidase,UNIPROT
1189074,4658,CD_antigen=CD10,UNIPROT
1189071,4658,Enkephalinase,UNIPROT
1189068,4658,MME,GENE_SYMBOL
1189075,4658,NEP,UNIPROT
1189069,4658,Neprilysin,UNIPROT
1189076,4658,Neutral endopeptidase,UNIPROT
1189072,4658,Neutral endopeptidase 24.11,UNIPROT
1189077,4658,SFE,UNIPROT
1189073,4658,Skin fibroblast elastase,UNIPROT
1189083,4659,1.5.3.14,EC_NUMBER
1189084,4659,1.5.3.15,EC_NUMBER
1189079,4659,MPAO1,GENE_SYMBOL
1062733,4659,PAO,GENE_SYMBOL_OTHER
1189082,4659,Polyamine oxidase 1,UNIPROT
1189089,4660,HH0048,UNIPROT
896892,4660,KIAA0359,GENE_SYMBOL_OTHER
1189085,4660,KIF3B,GENE_SYMBOL
1189087,4660,Kinesin-like protein KIF3B,UNIPROT
1189088,4660,"Kinesin-like protein KIF3B, N-terminally processed",UNIPROT
1189090,4660,Microtubule plus end-directed kinesin motor 3B,UNIPROT
1190098,4661,1.6.4.5,EC_NUMBER
1190096,4661,TGR,GENE_SYMBOL
1190097,4661,Thioredoxin glutathione reductase,UNIPROT
1190107,4662,3.5.3.15,EC_NUMBER
1190104,4662,HL-60 PAD,UNIPROT
897868,4662,PAD4,GENE_SYMBOL_OTHER
1190099,4662,PADI4,GENE_SYMBOL
897869,4662,PADI5,GENE_SYMBOL_OTHER
897870,4662,PDI5,GENE_SYMBOL_OTHER
1190105,4662,Peptidylarginine deiminase IV,UNIPROT
1190106,4662,Protein-arginine deiminase type IV,UNIPROT
1190103,4662,Protein-arginine deiminase type-4,UNIPROT
1190108,4663,PCDH15,GENE_SYMBOL
1190110,4663,Protocadherin-15,UNIPROT
897877,4663,USH1F,GENE_SYMBOL_OTHER
1190506,4664,3.1.3.75,EC_NUMBER
1190504,4664,PHOSPHO1,GENE_SYMBOL
1190505,4664,Phosphoethanolamine/phosphocholine phosphatase,UNIPROT
1190509,4665,Phospholipase A-2-activating protein,UNIPROT
1190510,4665,PLA2P,UNIPROT
1190507,4665,PLAA,GENE_SYMBOL
898301,4665,PLAP,GENE_SYMBOL_OTHER
1190511,4665,PLAP,UNIPROT
1190523,4666,3.4.16.5,EC_NUMBER
1190517,4666,Carboxypeptidase C,UNIPROT
1190518,4666,Carboxypeptidase L,UNIPROT
1190519,4666,Cathepsin A,UNIPROT
1190512,4666,CTSA,GENE_SYMBOL
1190514,4666,Lysosomal protective protein,UNIPROT
1190516,4666,Lysosomal protective protein 20 kDa chain,UNIPROT
1190515,4666,Lysosomal protective protein 32 kDa chain,UNIPROT
1190522,4666,PPCA,UNIPROT
898306,4666,PPGB,GENE_SYMBOL_OTHER
1190520,4666,Protective protein cathepsin A,UNIPROT
1190521,4666,Protective protein for beta-galactosidase,UNIPROT
898318,4667,LEM6,GENE_SYMBOL_OTHER
1190530,4667,Ligand effect modulator 6,UNIPROT
1190529,4667,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha,UNIPROT
1190531,4667,PGC-1-alpha,UNIPROT
898319,4667,PGC1,GENE_SYMBOL_OTHER
898320,4667,PGC1A,GENE_SYMBOL_OTHER
1190532,4667,PPAR-gamma coactivator 1-alpha,UNIPROT
1190533,4667,PPARGC-1-alpha,UNIPROT
898321,4667,PPARGC1,GENE_SYMBOL_OTHER
1190524,4667,PPARGC1A,GENE_SYMBOL
1190538,4668,3.1.3.48,EC_NUMBER
1190536,4668,Protein-tyrosine phosphatase MEG2,UNIPROT
1190537,4668,PTPase MEG2,UNIPROT
1190534,4668,PTPN9,GENE_SYMBOL
1190535,4668,Tyrosine-protein phosphatase non-receptor type 9,UNIPROT
1190543,4669,1.6.5.5,EC_NUMBER
1190539,4669,CRYZ,GENE_SYMBOL
1190541,4669,NADPH:quinone reductase,UNIPROT
1190540,4669,Quinone oxidoreductase,UNIPROT
1190542,4669,Zeta-crystallin,UNIPROT
1190548,4670,37 kDa laminin receptor precursor,UNIPROT
1190549,4670,37/67 kDa laminin receptor,UNIPROT
1190557,4670,37LRP,UNIPROT
1190547,4670,40S ribosomal protein SA,UNIPROT
1190550,4670,67 kDa laminin receptor,UNIPROT
1190559,4670,67LR,UNIPROT
1190551,4670,Colon carcinoma laminin-binding protein,UNIPROT
898338,4670,LAMBR,GENE_SYMBOL_OTHER
1190552,4670,Laminin receptor 1,UNIPROT
1190553,4670,Laminin-binding protein precursor p40,UNIPROT
1190560,4670,LamR,UNIPROT
898339,4670,LAMR1,GENE_SYMBOL_OTHER
1190561,4670,LBP/p40,UNIPROT
1190558,4670,LRP/LR,UNIPROT
1190554,4670,Multidrug resistance-associated protein MGr1-Ag,UNIPROT
1190555,4670,NEM/1CHD4,UNIPROT
1190544,4670,RPSA,GENE_SYMBOL
1190556,4670,Small ribosomal subunit protein uS2,UNIPROT
898356,4671,OATL4,GENE_SYMBOL_OTHER
1190566,4671,Organic anion transporter 4-like protein,UNIPROT
1190567,4671,Renal-specific transporter,UNIPROT
1190569,4671,RST,UNIPROT
1190562,4671,SLC22A12,GENE_SYMBOL
1190565,4671,Solute carrier family 22 member 12,UNIPROT
898357,4671,URAT1 ,GENE_SYMBOL_OTHER
1190568,4671,Urate anion exchanger 1,UNIPROT
1190573,4672,B-cell receptor CD22,UNIPROT
1190574,4672,B-lymphocyte cell adhesion molecule,UNIPROT
1190578,4672,BL-CAM,UNIPROT
1190570,4672,Cd22,GENE_SYMBOL
1190577,4672,CD_antigen=CD22,UNIPROT
898364,4672,Lyb-8,GENE_SYMBOL_OTHER
1190575,4672,Sialic acid-binding Ig-like lectin 2,UNIPROT
1190579,4672,Siglec-2,UNIPROT
898365,4672,Siglec2,GENE_SYMBOL_OTHER
1190576,4672,T-cell surface antigen Leu-14,UNIPROT
1191799,4673,2.7.12.1,EC_NUMBER
1191797,4673,CDC-like kinase 1,UNIPROT
899568,4673,Clk,GENE_SYMBOL_OTHER
1191793,4673,Clk1,GENE_SYMBOL
1191796,4673,Dual specificity protein kinase CLK1,UNIPROT
1191798,4673,Protein kinase STY,UNIPROT
899569,4673,Sty,GENE_SYMBOL_OTHER
1191803,4674,2.7.12.1,EC_NUMBER
1191802,4674,CDC-like kinase 2,UNIPROT
1191800,4674,Clk2,GENE_SYMBOL
1191801,4674,Dual specificity protein kinase CLK2,UNIPROT
1191807,4675,2.7.12.1,EC_NUMBER
1191806,4675,CDC-like kinase 3,UNIPROT
1191804,4675,Clk3,GENE_SYMBOL
1191805,4675,Dual specificity protein kinase CLK3,UNIPROT
1191811,4676,2.7.12.1,EC_NUMBER
1191810,4676,CDC-like kinase 4,UNIPROT
1191808,4676,Clk4,GENE_SYMBOL
1191809,4676,Dual specificity protein kinase CLK4,UNIPROT
1191819,4677,2.3.1.20,EC_NUMBER
1191820,4677,2.3.1.76,EC_NUMBER
1191815,4677,Acyl-CoA retinol O-fatty-acyltransferase,UNIPROT
1191817,4677,ARAT,UNIPROT
899587,4677,Dgat,GENE_SYMBOL_OTHER
1191812,4677,Dgat1,GENE_SYMBOL
1191814,4677,Diacylglycerol O-acyltransferase 1,UNIPROT
1191816,4677,Diglyceride acyltransferase,UNIPROT
