domain_id,domain_type,source_domain_id,domain_name,domain_description
3824,Pfam-A,PF04643,Motilin_assoc,
3825,Pfam-A,PF04644,Motilin_ghrelin,
3826,Pfam-A,PF04667,Endosulfine,
3827,Pfam-A,PF04675,DNA_ligase_A_N,
3828,Pfam-A,PF04679,DNA_ligase_A_C,
3829,Pfam-A,PF04685,DUF608,
3830,Pfam-A,PF04706,Dickkopf_N,
3831,Pfam-A,PF04715,Anth_synt_I_N,
3832,Pfam-A,PF04734,Ceramidase_alk,
3833,Pfam-A,PF04739,AMPKBI,
3834,Pfam-A,PF04762,IKI3,
3835,Pfam-A,PF04777,Evr1_Alr,
3836,Pfam-A,PF04868,PDE6_gamma,
3838,Pfam-A,PF04886,PT,
3839,Pfam-A,PF04901,RAMP,
3840,Pfam-A,PF04970,LRAT,
3841,Pfam-A,PF04983,RNA_pol_Rpb1_3,
3842,Pfam-A,PF04990,RNA_pol_Rpb1_7,
3843,Pfam-A,PF04992,RNA_pol_Rpb1_6,
3844,Pfam-A,PF04997,RNA_pol_Rpb1_1,
3845,Pfam-A,PF04998,RNA_pol_Rpb1_5,
3846,Pfam-A,PF05000,RNA_pol_Rpb1_4,
3847,Pfam-A,PF05001,RNA_pol_Rpb1_R,
3848,Pfam-A,PF05028,PARG_cat,
3849,Pfam-A,PF05033,Pre-SET,
3850,Pfam-A,PF05038,Cytochrom_B558a,
3851,Pfam-A,PF05053,Menin,
3852,Pfam-A,PF05076,SUFU,
3853,Pfam-A,PF05090,VKG_Carbox,
3854,Pfam-A,PF05132,RNA_pol_Rpc4,
3855,Pfam-A,PF05158,RNA_pol_Rpc34,
3856,Pfam-A,PF05185,PRMT5,
3857,Pfam-A,PF05186,Dpy-30,
3858,Pfam-A,PF05191,ADK_lid,
3859,Pfam-A,PF05193,Peptidase_M16_C,
3860,Pfam-A,PF05195,AMP_N,
3861,Pfam-A,PF05196,PTN_MK_N,
3862,Pfam-A,PF05198,IF3_N,
3863,Pfam-A,PF05221,AdoHcyase,
3864,Pfam-A,PF05223,MecA_N,
3865,Pfam-A,PF05240,APOBEC_C,
3866,Pfam-A,PF05241,EBP,
3867,Pfam-A,PF05257,CHAP,
3868,Pfam-A,PF05292,MCD,
3869,Pfam-A,PF05296,TAS2R,
3870,Pfam-A,PF05297,Herpes_LMP1,
3871,Pfam-A,PF05347,Complex1_LYR,
3872,Pfam-A,PF05349,GATA-N,
3873,Pfam-A,PF05351,GMP_PDE_delta,
3874,Pfam-A,PF05365,UCR_UQCRX_QCR9,
3875,Pfam-A,PF05383,La,
3876,Pfam-A,PF05403,Plasmodium_HRP,
3877,Pfam-A,PF05406,WGR,
3878,Pfam-A,PF05409,Peptidase_C30,
3879,Pfam-A,PF05428,CRF-BP,
3880,Pfam-A,PF05450,Nicastrin,
3881,Pfam-A,PF05550,Peptidase_C53,
3882,Pfam-A,PF05569,Peptidase_M56,
3883,Pfam-A,PF05577,Peptidase_S28,
3884,Pfam-A,PF05578,Peptidase_S31,
3885,Pfam-A,PF05649,Peptidase_M13_N,
3886,Pfam-A,PF05652,DcpS,
3887,Pfam-A,PF05676,NDUF_B7,
3888,Pfam-A,PF05679,CHGN,
3889,Pfam-A,PF05693,Glycogen_syn,
3890,Pfam-A,PF05724,TPMT,
3891,Pfam-A,PF05726,Pirin_C,
3892,Pfam-A,PF05729,NACHT,
3894,Pfam-A,PF05743,UEV,
3895,Pfam-A,PF05746,DALR_1,
3896,Pfam-A,PF05770,Ins134_P3_kin,
3897,Pfam-A,PF05773,RWD,
3898,Pfam-A,PF05790,C2-set,
3899,Pfam-A,PF05826,Phospholip_A2_2,
3900,Pfam-A,PF05827,ATP-synt_S1,
3901,Pfam-A,PF05922,Inhibitor_I9,
3902,Pfam-A,PF05923,APC_r,
3903,Pfam-A,PF05924,SAMP,
3904,Pfam-A,PF05937,EB1_binding,
3905,Pfam-A,PF05956,APC_basic,
3906,Pfam-A,PF05964,FYRN,
3907,Pfam-A,PF05965,FYRC,
3908,Pfam-A,PF05972,APC_15aa,
3909,Pfam-A,PF05986,ADAM_spacer1,
3910,Pfam-A,PF06001,DUF902,
3911,Pfam-A,PF06003,SMN,
3912,Pfam-A,PF06068,TIP49,
3913,Pfam-A,PF06087,Tyr-DNA_phospho,
3914,Pfam-A,PF06105,Aph-1,
3915,Pfam-A,PF06202,GDE_C,
3916,Pfam-A,PF06227,Poxvirus,
3917,Pfam-A,PF06293,Kdo,
3918,Pfam-A,PF06325,PrmA,
3919,Pfam-A,PF06327,DUF1053,
3920,Pfam-A,PF06328,Lep_receptor_Ig,
3921,Pfam-A,PF06350,HSL_N,
3922,Pfam-A,PF06391,MAT1,
3923,Pfam-A,PF06393,BID,
3924,Pfam-A,PF06415,iPGM_N,
3925,Pfam-A,PF06421,LepA_C,
3926,Pfam-A,PF06422,PDR_CDR,
3927,Pfam-A,PF06431,Polyoma_lg_T_C,
3928,Pfam-A,PF06441,EHN,
3929,Pfam-A,PF06444,NADH_dehy_S2_C,
3930,Pfam-A,PF06448,DUF1081,
3931,Pfam-A,PF06455,NADH5_C,
3932,Pfam-A,PF06459,RR_TM4-6,
3933,Pfam-A,PF06460,NSP13,
3934,Pfam-A,PF06464,DMAP_binding,
3935,Pfam-A,PF06466,PCAF_N,
3936,Pfam-A,PF06471,NSP11,
3937,Pfam-A,PF06478,Corona_RPol_N,
3938,Pfam-A,PF06479,Ribonuc_2-5A,
3939,Pfam-A,PF06512,Na_trans_assoc,
3940,Pfam-A,PF06522,B12D,
3941,Pfam-A,PF06546,Vert_HS_TF,
3942,Pfam-A,PF06607,Prokineticin,
3943,Pfam-A,PF06616,BsuBI_PstI_RE,
3944,Pfam-A,PF06617,M-inducer_phosp,
3945,Pfam-A,PF06623,MHC_I_C,
3946,Pfam-A,PF06628,Catalase-rel,
3947,Pfam-A,PF06631,DUF1154,
3948,Pfam-A,PF06663,DUF1170,
3949,Pfam-A,PF06729,CENP-R,
3950,Pfam-A,PF06734,UL97,
3951,Pfam-A,PF06741,LsmAD,
3952,Pfam-A,PF06747,CHCH,
3953,Pfam-A,PF06773,Bim_N,
3954,Pfam-A,PF06815,RVT_connect,
3955,Pfam-A,PF06817,RVT_thumb,
3956,Pfam-A,PF06821,Ser_hydrolase,
3957,Pfam-A,PF06827,zf-FPG_IleRS,
3958,Pfam-A,PF06839,zf-GRF,
3959,Pfam-A,PF06886,TPX2,
3960,Pfam-A,PF06888,Put_Phosphatase,
3961,Pfam-A,PF06951,PLA2G12,
3962,Pfam-A,PF06965,Na_H_antiport_1,
3963,Pfam-A,PF07140,IFNGR1,
3964,Pfam-A,PF07145,PAM2,
3965,Pfam-A,PF07259,ProSAAS,
3966,Pfam-A,PF07297,DPM2,
3967,Pfam-A,PF07412,Geminin,
3968,Pfam-A,PF07469,DUF1518,
3969,Pfam-A,PF07475,Hpr_kinase_C,
3970,Pfam-A,PF07478,Dala_Dala_lig_C,
3971,Pfam-A,PF07479,NAD_Gly3P_dh_C,
3972,Pfam-A,PF07496,zf-CW,
3973,Pfam-A,PF07504,FTP,
3974,Pfam-A,PF07527,Hairy_orange,
3975,Pfam-A,PF07535,zf-DBF,
3976,Pfam-A,PF07541,EIF_2_alpha,
3977,Pfam-A,PF07555,NAGidase,
3978,Pfam-A,PF07562,NCD3G,
3979,Pfam-A,PF07645,EGF_CA,
3980,Pfam-A,PF07647,SAM_2,
3981,Pfam-A,PF07648,Kazal_2,
3982,Pfam-A,PF07652,Flavi_DEAD,
3983,Pfam-A,PF07653,SH3_2,
3984,Pfam-A,PF07654,C1-set,
3985,Pfam-A,PF07662,Nucleos_tra2_C,
3986,Pfam-A,PF07670,Gate,
3987,Pfam-A,PF07675,Cleaved_Adhesin,
3988,Pfam-A,PF07677,A2M_recep,
3989,Pfam-A,PF07678,A2M_comp,
3990,Pfam-A,PF07679,I-set,
3991,Pfam-A,PF07686,V-set,
3992,Pfam-A,PF07687,M20_dimer,
3993,Pfam-A,PF07690,MFS_1,
3994,Pfam-A,PF07691,PA14,
3995,Pfam-A,PF07699,Ephrin_rec_like,
3996,Pfam-A,PF07700,HNOB,
3997,Pfam-A,PF07701,HNOBA,
3998,Pfam-A,PF07703,A2M_N_2,
3999,Pfam-A,PF07706,TAT_ubiq,
4000,Pfam-A,PF07707,BACK,
4001,Pfam-A,PF07710,P53_tetramer,
4002,Pfam-A,PF07711,RabGGT_insert,
4003,Pfam-A,PF07714,Pkinase_Tyr,
4004,Pfam-A,PF07716,bZIP_2,
4005,Pfam-A,PF07717,OB_NTP_bind,
4006,Pfam-A,PF07722,Peptidase_C26,
4007,Pfam-A,PF07728,AAA_5,
4008,Pfam-A,PF07731,Cu-oxidase_2,
4009,Pfam-A,PF07732,Cu-oxidase_3,
4010,Pfam-A,PF07733,DNA_pol3_alpha,
4011,Pfam-A,PF07737,ATLF,
4012,Pfam-A,PF07748,Glyco_hydro_38C,
4013,Pfam-A,PF07830,PP2C_C,
4014,Pfam-A,PF07831,PYNP_C,
4015,Pfam-A,PF07859,Abhydrolase_3,
4016,Pfam-A,PF07884,VKOR,
4017,Pfam-A,PF07885,Ion_trans_2,
4018,Pfam-A,PF07941,K_channel_TID,
4019,Pfam-A,PF07943,PBP5_C,
4020,Pfam-A,PF07951,Toxin_R_bind_C,
4021,Pfam-A,PF07952,Toxin_trans,
4022,Pfam-A,PF07953,Toxin_R_bind_N,
4023,Pfam-A,PF07965,Integrin_B_tail,
4024,Pfam-A,PF07966,A1_Propeptide,
4025,Pfam-A,PF07968,Leukocidin,
4026,Pfam-A,PF07973,tRNA_SAD,
4027,Pfam-A,PF07974,EGF_2,
4028,Pfam-A,PF07977,FabA,
4029,Pfam-A,PF07992,Pyr_redox_2,
4030,Pfam-A,PF08016,PKD_channel,
4031,Pfam-A,PF08022,FAD_binding_8,
4032,Pfam-A,PF08029,HisG_C,
4033,Pfam-A,PF08030,NAD_binding_6,
4034,Pfam-A,PF08063,PADR1,
4035,Pfam-A,PF08064,UME,
4036,Pfam-A,PF08067,ROKNT,
4037,Pfam-A,PF08070,DTHCT,
4038,Pfam-A,PF08072,BDHCT,
4039,Pfam-A,PF08123,DOT1,
4040,Pfam-A,PF08124,Lyase_8_N,
4041,Pfam-A,PF08126,Propeptide_C25,
4042,Pfam-A,PF08127,Propeptide_C1,
4043,Pfam-A,PF08163,NUC194,
4044,Pfam-A,PF08205,C2-set_2,
4045,Pfam-A,PF08210,APOBEC_N,
4046,Pfam-A,PF08213,DUF1713,
4047,Pfam-A,PF08214,HAT_KAT11,
4049,Pfam-A,PF08238,Sel1,
4050,Pfam-A,PF08240,ADH_N,
4051,Pfam-A,PF08241,Methyltransf_11,
4052,Pfam-A,PF08242,Methyltransf_12,
4053,Pfam-A,PF08245,Mur_ligase_M,
4054,Pfam-A,PF08246,Inhibitor_I29,
4055,Pfam-A,PF08264,Anticodon_1,
4056,Pfam-A,PF08272,Topo_Zn_Ribbon,
4057,Pfam-A,PF08285,DPM3,
4058,Pfam-A,PF08290,Hep_core_N,
4059,Pfam-A,PF08300,HCV_NS5a_1a,
4060,Pfam-A,PF08301,HCV_NS5a_1b,
4061,Pfam-A,PF08311,Mad3_BUB1_I,
4062,Pfam-A,PF08321,PPP5,
4063,Pfam-A,PF08324,PUL,
4064,Pfam-A,PF08326,ACC_central,
4065,Pfam-A,PF08329,ChitinaseA_N,
4066,Pfam-A,PF08332,CaMKII_AD,
4067,Pfam-A,PF08336,P4Ha_N,
4068,Pfam-A,PF08344,TRP_2,
4069,Pfam-A,PF08347,CTNNB1_binding,
4070,Pfam-A,PF08354,DUF1729,
4071,Pfam-A,PF08385,DHC_N1,
4072,Pfam-A,PF08389,Xpo1,
4073,Pfam-A,PF08393,DHC_N2,
4074,Pfam-A,PF08399,VWA_N,
4075,Pfam-A,PF08401,DUF1738,
4076,Pfam-A,PF08403,AA_permease_N,
4077,Pfam-A,PF08407,Chitin_synth_1N,
4078,Pfam-A,PF08412,Ion_trans_N,
4079,Pfam-A,PF08418,Pol_alpha_B_N,
4080,Pfam-A,PF08423,Rad51,
4081,Pfam-A,PF08436,DXP_redisom_C,
4082,Pfam-A,PF08441,Integrin_alpha2,
4084,Pfam-A,PF08447,PAS_3,
4085,Pfam-A,PF08453,Peptidase_M9_N,
4086,Pfam-A,PF08454,RIH_assoc,
4087,Pfam-A,PF08466,IRK_N,
4088,Pfam-A,PF08473,VGCC_alpha2,
4089,Pfam-A,PF08477,Roc,
4090,Pfam-A,PF08487,VIT,
4091,Pfam-A,PF08490,DUF1744,
4092,Pfam-A,PF08491,SE,
4093,Pfam-A,PF08498,Sterol_MT_C,
4094,Pfam-A,PF08499,PDEase_I_N,
4095,Pfam-A,PF08504,RunxI,
4096,Pfam-A,PF08515,TGF_beta_GS,
4097,Pfam-A,PF08516,ADAM_CR,
4098,Pfam-A,PF08526,PAD_N,
4099,Pfam-A,PF08527,PAD_M,
4100,Pfam-A,PF08532,Glyco_hydro_42M,
4101,Pfam-A,PF08533,Glyco_hydro_42C,
4102,Pfam-A,PF08540,HMG_CoA_synt_C,
4103,Pfam-A,PF08541,ACP_syn_III_C,
4104,Pfam-A,PF08544,GHMP_kinases_C,
4105,Pfam-A,PF08545,ACP_syn_III,
4106,Pfam-A,PF08546,ApbA_C,
4107,Pfam-A,PF08557,Lipid_DES,
4108,Pfam-A,PF08563,P53_TAD,
4109,Pfam-A,PF08564,CDC37_C,
4110,Pfam-A,PF08565,CDC37_M,
4111,Pfam-A,PF08569,Mo25,
4112,Pfam-A,PF08606,Prp19,
4113,Pfam-A,PF08609,Fes1,
4114,Pfam-A,PF08613,Cyclin,
4115,Pfam-A,PF08629,PDE8,
4116,Pfam-A,PF08646,Rep_fac-A_C,
4117,Pfam-A,PF08659,KR,
4118,Pfam-A,PF08674,AChE_tetra,
4119,Pfam-A,PF08686,PLAC,
4120,Pfam-A,PF08702,Fib_alpha,
4121,Pfam-A,PF08703,PLC-beta_C,
4122,Pfam-A,PF08705,Gag_p6,
4123,Pfam-A,PF08709,Ins145_P3_rec,
4124,Pfam-A,PF08710,nsp9,
4125,Pfam-A,PF08715,Viral_protease,
4126,Pfam-A,PF08716,nsp7,
4127,Pfam-A,PF08717,nsp8,
4128,Pfam-A,PF08725,Integrin_b_cyt,
4129,Pfam-A,PF08727,P3A,
4130,Pfam-A,PF08736,FA,
4131,Pfam-A,PF08742,C8,
4132,Pfam-A,PF08758,Cadherin_pro,
4133,Pfam-A,PF08761,dUTPase_2,
4134,Pfam-A,PF08763,Ca_chan_IQ,
4135,Pfam-A,PF08767,CRM1_C,
4136,Pfam-A,PF08771,FRB_dom,
4137,Pfam-A,PF08773,CathepsinC_exc,
4138,Pfam-A,PF08777,RRM_3,
4139,Pfam-A,PF08778,HIF-1a_CTAD,
4140,Pfam-A,PF08799,PRP4,
4141,Pfam-A,PF08815,Nuc_rec_co-act,
4142,Pfam-A,PF08824,Serine_rich,
4143,Pfam-A,PF08825,E2_bind,
4144,Pfam-A,PF08826,DMPK_coil,
4145,Pfam-A,PF08831,MHCassoc_trimer,
4146,Pfam-A,PF08832,SRC-1,
4147,Pfam-A,PF08833,Axin_b-cat_bind,
4148,Pfam-A,PF08912,Rho_Binding,
4149,Pfam-A,PF08917,ecTbetaR2,
4150,Pfam-A,PF08918,PhoQ_Sensor,
4151,Pfam-A,PF08919,F_actin_bind,
4152,Pfam-A,PF08920,SF3b1,
4153,Pfam-A,PF08926,DUF1908,
4154,Pfam-A,PF08934,Rb_C,
4155,Pfam-A,PF08944,p47_phox_C,
4156,Pfam-A,PF08945,Bclx_interact,
4157,Pfam-A,PF08947,BPS,
4158,Pfam-A,PF08983,DUF1856,
4159,Pfam-A,PF08996,zf-DNA_Pol,
4160,Pfam-A,PF09005,DUF1897,
4161,Pfam-A,PF09013,YopH_N,
4162,Pfam-A,PF09014,Sushi_2,
4163,Pfam-A,PF09027,GTPase_binding,
4164,Pfam-A,PF09029,Preseq_ALAS,
4165,Pfam-A,PF09030,Creb_binding,
4166,Pfam-A,PF09036,Bcr-Abl_Oligo,
4167,Pfam-A,PF09040,H-K_ATPase_N,
4168,Pfam-A,PF09041,Aurora-A_bind,
4169,Pfam-A,PF09067,EpoR_lig-bind,
4170,Pfam-A,PF09070,PFU,
4171,Pfam-A,PF09085,Adhes-Ig_like,
4172,Pfam-A,PF09127,Leuk-A4-hydro_C,
4173,Pfam-A,PF09154,DUF1939,
4174,Pfam-A,PF09156,Anthrax-tox_M,
4175,Pfam-A,PF09160,FimH_man-bind,
4176,Pfam-A,PF09164,VitD-bind_III,
4177,Pfam-A,PF09172,DUF1943,
4178,Pfam-A,PF09180,ProRS-C_1,
4179,Pfam-A,PF09191,CD4-extracel,
4180,Pfam-A,PF09193,CholecysA-Rec_N,
4181,Pfam-A,PF09202,Rio2_N,
4182,Pfam-A,PF09211,DUF1958,
4183,Pfam-A,PF09240,IL6Ra-bind,
4184,Pfam-A,PF09257,BCMA-Tall_bind,
4185,Pfam-A,PF09260,DUF1966,
4186,Pfam-A,PF09261,Alpha-mann_mid,
4187,Pfam-A,PF09264,Sial-lect-inser,
4188,Pfam-A,PF09265,Cytokin-bind,
4189,Pfam-A,PF09266,VirDNA-topo-I_N,
4190,Pfam-A,PF09272,Hepsin-SRCR,
4191,Pfam-A,PF09279,EF-hand_like,
4192,Pfam-A,PF09281,Taq-exonuc,
4193,Pfam-A,PF09294,Interfer-bind,
4194,Pfam-A,PF09307,MHC2-interact,
4195,Pfam-A,PF09308,LuxQ-periplasm,
4196,Pfam-A,PF09334,tRNA-synt_1g,
4197,Pfam-A,PF09336,Vps4_C,
4198,Pfam-A,PF09358,E1_UFD,
4199,Pfam-A,PF09360,zf-CDGSH,
4200,Pfam-A,PF09377,SBDS_C,
4201,Pfam-A,PF09379,FERM_N,
4202,Pfam-A,PF09380,FERM_C,
4203,Pfam-A,PF09382,RQC,
4204,Pfam-A,PF09396,Thrombin_light,
4205,Pfam-A,PF09401,NSP10,
4206,Pfam-A,PF09454,Vps23_core,
4207,Pfam-A,PF09507,CDC27,
4208,Pfam-A,PF09518,RE_HindIII,
4209,Pfam-A,PF09569,RE_ScaI,
4210,Pfam-A,PF09754,PAC2,
4212,Pfam-A,PF09781,NDUF_B5,
4213,Pfam-A,PF09782,NDUF_B6,
4214,Pfam-A,PF09806,CDK2AP,
4215,Pfam-A,PF09992,NAGPA,
4216,Pfam-A,PF10178,PAC3,
4217,Pfam-A,PF10251,PEN-2,
4218,Pfam-A,PF10365,DUF2436,
4219,Pfam-A,PF10371,EKR,
4220,Pfam-A,PF10385,RNA_pol_Rpb2_45,
4221,Pfam-A,PF10391,DNA_pol_lambd_f,
4222,Pfam-A,PF10409,PTEN_C2,
4223,Pfam-A,PF10413,Rhodopsin_N,
4224,Pfam-A,PF10415,FumaraseC_C,
4225,Pfam-A,PF10417,1-cysPrx_C,
4226,Pfam-A,PF10430,Ig_Tie2_1,
4227,Pfam-A,PF10433,MMS1_N,
4228,Pfam-A,PF10435,BetaGal_dom2,
4229,Pfam-A,PF10436,BCDHK_Adom3,
4230,Pfam-A,PF10502,Peptidase_S26,
4231,Pfam-A,PF10509,GalKase_gal_bdg,
4232,Pfam-A,PF10514,Bcl-2_BAD,
4233,Pfam-A,PF10515,APP_amyloid,
4235,Pfam-A,PF10534,CRIC_ras_sig,
4236,Pfam-A,PF10555,MraY_sig1,
4237,Pfam-A,PF10562,CaM_bdg_C0,
4238,Pfam-A,PF10565,NMDAR2_C,
4240,Pfam-A,PF10585,UBA_e1_thiolCys,
4241,Pfam-A,PF10600,PDZ_assoc,
4242,Pfam-A,PF10606,GluR_Homer-bdg,
4243,Pfam-A,PF10608,MAGUK_N_PEST,
4244,Pfam-A,PF10613,Lig_chan-Glu_bd,
4245,Pfam-A,PF10660,MitoNEET_N,
4246,Pfam-A,PF11413,HIF-1,
4247,Pfam-A,PF11414,Suppressor_APC,
4248,Pfam-A,PF11468,PTase_Orf2,
4249,Pfam-A,PF11474,N-Term_TEN,
4250,Pfam-A,PF11490,DNA_pol3_a_NII,
4251,Pfam-A,PF11501,Nsp1,
4252,Pfam-A,PF11531,CARM1,
4253,Pfam-A,PF11555,Inhibitor_Mig-6,
4254,Pfam-A,PF11573,Med23,
4255,Pfam-A,PF11577,NEMO,
4256,Pfam-A,PF11587,Prion_bPrPp,
4257,Pfam-A,PF11590,DNAPolymera_Pol,
4258,Pfam-A,PF11601,Shal-type,
4259,Pfam-A,PF11629,Mst1_SARAH,
4260,Pfam-A,PF11633,SUD-M,
4261,Pfam-A,PF11636,Troponin-I_N,
4262,Pfam-A,PF11640,TAN,
4263,Pfam-A,PF11717,Tudor-knot,
4264,Pfam-A,PF11798,IMS_HHH,
4265,Pfam-A,PF11799,IMS_C,
4266,Pfam-A,PF11825,Nuc_recep-AF1,
4267,Pfam-A,PF11838,ERAP1_C,
4268,Pfam-A,PF11851,DUF3371,
4269,Pfam-A,PF11857,DUF3377,
4270,Pfam-A,PF11865,DUF3385,
4271,Pfam-A,PF11879,DUF3399,
4272,Pfam-A,PF11889,DUF3409,
4273,Pfam-A,PF11918,Peptidase_S41_N,
4275,Pfam-A,PF11933,Na_trans_cytopl,
4276,Pfam-A,PF11934,DUF3452,
4277,Pfam-A,PF11940,DUF3458,
4278,Pfam-A,PF11956,KCNQC3-Ank-G_bd,
4279,Pfam-A,PF11969,DcpS_C,
4280,Pfam-A,PF11975,Glyco_hydro_4C,
4281,Pfam-A,PF11980,DUF3481,
4282,Pfam-A,PF11991,Trp_DMAT,
4283,Pfam-A,PF12009,Telomerase_RBD,
4284,Pfam-A,PF12026,DUF3513,
4285,Pfam-A,PF12047,DNMT1-RFD,
4286,Pfam-A,PF12052,VGCC_beta4Aa_N,
4287,Pfam-A,PF12063,DUF3543,
4288,Pfam-A,PF12104,Tcell_CD4_C,
4289,Pfam-A,PF12109,CXCR4_N,
4290,Pfam-A,PF12124,Nsp3_PL2pro,
4291,Pfam-A,PF12131,DUF3586,
4292,Pfam-A,PF12140,SLED,
4293,Pfam-A,PF12146,Hydrolase_4,
4294,Pfam-A,PF12149,HSV_VP16_C,
4295,Pfam-A,PF12160,Fibrinogen_aC,
4296,Pfam-A,PF12162,STAT1_TAZ2bind,
4297,Pfam-A,PF12177,Proho_convert,
4298,Pfam-A,PF12178,INCENP_N,
4299,Pfam-A,PF12179,IKKbetaNEMObind,
4300,Pfam-A,PF12202,OSR1_C,
4301,Pfam-A,PF12203,HDAC4_Gln,
4302,Pfam-A,PF12211,LMWSLP_N,
4303,Pfam-A,PF12214,TPX2_importin,
4304,Pfam-A,PF12215,Glyco_hydr_116N,
4305,Pfam-A,PF12254,DNA_pol_alpha_N,
4306,Pfam-A,PF12316,Dsh_C,
4307,Pfam-A,PF12327,FtsZ_C,
4308,Pfam-A,PF12330,Haspin_kinase,
4309,Pfam-A,PF12349,Sterol-sensing,
4310,Pfam-A,PF12369,GnHR_trans,
4311,Pfam-A,PF12372,DUF3652,
4312,Pfam-A,PF12379,DUF3655,
4313,Pfam-A,PF12387,Peptidase_C74,
4314,Pfam-A,PF12423,KIF1B,
4315,Pfam-A,PF12453,PTP_N,
4316,Pfam-A,PF12462,Helicase_IV_N,
4317,Pfam-A,PF12470,SUFU_C,
4318,Pfam-A,PF12473,DUF3694,
4319,Pfam-A,PF12474,PKK,
4320,Pfam-A,PF12491,ApoB100_C,
4321,Pfam-A,PF12497,ERbeta_N,
4322,Pfam-A,PF12513,SUV3_C,
4323,Pfam-A,PF12549,TOH_N,
4324,Pfam-A,PF12567,CD45,
4325,Pfam-A,PF12577,PPARgamma_N,
4326,Pfam-A,PF12580,TPPII,
4327,Pfam-A,PF12605,CK1gamma_C,
4328,Pfam-A,PF12661,hEGF,
4329,Pfam-A,PF12662,cEGF,
4332,Pfam-A,PF12697,Abhydrolase_6,
4333,Pfam-A,PF12698,ABC2_membrane_3,
4335,Pfam-A,PF12705,PDDEXK_1,
4336,Pfam-A,PF12721,RHIM,
4337,Pfam-A,PF12743,ESR1_C,
4338,Pfam-A,PF12745,HGTP_anticodon2,
4339,Pfam-A,PF12772,GHBP,
4340,Pfam-A,PF12774,AAA_6,
4341,Pfam-A,PF12775,AAA_7,
4342,Pfam-A,PF12777,MT,
4343,Pfam-A,PF12780,AAA_8,
4344,Pfam-A,PF12781,AAA_9,
4345,Pfam-A,PF12796,Ank_2,
4346,Pfam-A,PF12799,LRR_4,
4347,Pfam-A,PF12804,NTP_transf_3,
4348,Pfam-A,PF12810,Gly_rich,
4349,Pfam-A,PF12820,BRCT_assoc,
4350,Pfam-A,PF12833,HTH_18,
4351,Pfam-A,PF12836,HHH_3,
4352,Pfam-A,PF12838,Fer4_7,
4354,Pfam-A,PF12924,APP_Cu_bd,
4355,Pfam-A,PF12925,APP_E2,
4356,Pfam-A,PF12941,HCV_NS5a_C,
4357,Pfam-A,PF12999,PRKCSH-like,
4358,Pfam-A,PF13012,MitMem_reg,
4359,Pfam-A,PF13015,PRKCSH_1,
4360,Pfam-A,PF13088,BNR_2,
4361,Pfam-A,PF13091,PLDc_2,
4363,Pfam-A,PF13176,TPR_7,
4364,Pfam-A,PF13181,TPR_8,
4365,Pfam-A,PF13193,AMP-binding_C,
4366,Pfam-A,PF13202,EF-hand_5,
4368,Pfam-A,PF13249,SQHop_cyclase_N,
4369,Pfam-A,PF13281,DUF4071,
4370,Pfam-A,PF13288,DXPR_C,
4371,Pfam-A,PF13291,ACT_4,
4372,Pfam-A,PF13292,DXP_synthase_N,
4373,Pfam-A,PF13306,LRR_5,
4374,Pfam-A,PF13328,HD_4,
4376,Pfam-A,PF13350,Y_phosphatase3,
4377,Pfam-A,PF13354,Beta-lactamase2,
4378,Pfam-A,PF13361,UvrD_C,
4379,Pfam-A,PF13363,BetaGal_dom3,
4380,Pfam-A,PF13364,BetaGal_dom4_5,
4381,Pfam-A,PF13365,Trypsin_2,
4382,Pfam-A,PF13385,Laminin_G_3,
4383,Pfam-A,PF13393,tRNA-synt_His,
4384,Pfam-A,PF13405,EF-hand_6,
4385,Pfam-A,PF13406,SLT_2,
4386,Pfam-A,PF13407,Peripla_BP_4,
4387,Pfam-A,PF13414,TPR_11,
4388,Pfam-A,PF13417,GST_N_3,
4389,Pfam-A,PF13419,HAD_2,
4390,Pfam-A,PF13426,PAS_9,
4392,Pfam-A,PF13450,NAD_binding_8,
4393,Pfam-A,PF13452,MaoC_dehydrat_N,
4394,Pfam-A,PF13460,NAD_binding_10,
4396,Pfam-A,PF13469,Sulfotransfer_3,
4397,Pfam-A,PF13472,Lipase_GDSL_2,
4398,Pfam-A,PF13489,Methyltransf_23,
4399,Pfam-A,PF13499,EF-hand_7,
4401,Pfam-A,PF13506,Glyco_transf_21,
4403,Pfam-A,PF13516,LRR_6,
4405,Pfam-A,PF13520,AA_permease_2,
4406,Pfam-A,PF13537,GATase_7,
4407,Pfam-A,PF13538,UvrD_C_2,
4408,Pfam-A,PF13543,KSR1-SAM,
4409,Pfam-A,PF13553,FIIND,
4410,Pfam-A,PF13561,adh_short_C2,
4411,Pfam-A,PF13574,Reprolysin_2,
4413,Pfam-A,PF13599,Pentapeptide_4,
4414,Pfam-A,PF13604,AAA_30,
4415,Pfam-A,PF13616,Rotamase_3,
4416,Pfam-A,PF13620,CarboxypepD_reg,
4417,Pfam-A,PF13621,Cupin_8,
4419,Pfam-A,PF13637,Ank_4,
4420,Pfam-A,PF13640,2OG-FeII_Oxy_3,
4421,Pfam-A,PF13641,Glyco_tranf_2_3,
4422,Pfam-A,PF13646,HEAT_2,
4425,Pfam-A,PF13671,AAA_33,
4426,Pfam-A,PF13688,Reprolysin_5,
4427,Pfam-A,PF13733,Glyco_transf_7N,
4428,Pfam-A,PF13734,Inhibitor_I69,
