site_id,site_name,tid
8163,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8164,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8165,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8166,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8167,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8168,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8169,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8170,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8171,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8172,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8173,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8174,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8175,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8176,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117027
8177,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117027
8178,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117027
8179,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117027
8180,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117027
8181,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117027
8182,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117027
8183,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8184,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8185,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8186,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8187,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8188,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8189,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8190,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8191,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8192,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8193,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8194,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8195,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8196,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8197,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8198,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8199,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8200,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8201,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8202,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8203,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117154
8204,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8205,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8206,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8207,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117155
8208,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117027
8209,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117027
8210,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117027
8211,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117027
8212,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117027
8213,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117027
8214,"Neuronal acetylcholine receptor subunit alpha-4/beta-2, Neur_chan_LBD domain",117027
8215,"Voltage-gated potassium channel KCNQ3/KCNQ5, Ion_trans domain",117024
8216,"Sodium/hydrogen exchanger 2, Na_H_Exchanger domain",117214
8217,"Sodium/hydrogen exchanger 2, Na_H_Exchanger domain",117214
8218,"Sodium/hydrogen exchanger 2, Na_H_Exchanger domain",117214
8219,"Sodium/hydrogen exchanger 2, Na_H_Exchanger domain",117214
8220,"Free fatty acid receptor 3, 7tm_1 domain",117217
8221,"Free fatty acid receptor 3, 7tm_1 domain",117217
8222,"Free fatty acid receptor 3, 7tm_1 domain",117217
8223,"Free fatty acid receptor 3, 7tm_1 domain",117217
8224,"Free fatty acid receptor 3, 7tm_1 domain",117217
8225,"Free fatty acid receptor 3, 7tm_1 domain",117217
8226,"Free fatty acid receptor 3, 7tm_1 domain",117217
8227,"Free fatty acid receptor 3, 7tm_1 domain",117217
8228,"Free fatty acid receptor 3, 7tm_1 domain",117217
8229,"Free fatty acid receptor 3, 7tm_1 domain",117217
8230,"Free fatty acid receptor 3, 7tm_1 domain",117217
8231,"Free fatty acid receptor 3, 7tm_1 domain",117217
8232,"Free fatty acid receptor 3, 7tm_1 domain",117217
8233,"Free fatty acid receptor 3, 7tm_1 domain",117217
8234,"Free fatty acid receptor 3, 7tm_1 domain",117217
8235,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8236,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8237,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8238,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8239,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8240,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8241,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8242,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8243,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8244,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8245,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8246,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8247,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8248,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8249,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8250,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8251,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8252,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8253,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8254,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8255,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8256,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8257,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8258,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8259,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8260,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8261,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8262,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8263,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8264,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8265,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8266,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8267,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8268,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8269,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8270,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8271,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8272,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8273,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8274,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8275,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8276,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8277,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8278,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8279,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8280,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8281,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8282,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8283,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8284,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8285,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8286,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8287,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8288,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8289,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8290,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8291,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8292,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8293,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8294,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8295,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8296,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8297,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8298,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8299,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8300,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8301,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8302,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8303,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8304,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8305,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8306,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8307,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8308,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8309,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8310,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8311,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8312,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8313,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8314,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8315,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8316,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8317,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8318,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8319,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8320,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8321,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8322,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8323,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8324,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8325,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8326,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117197
8327,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8328,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8329,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8330,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8331,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8332,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8333,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8334,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8335,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8336,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8337,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8338,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8339,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8340,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8341,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8342,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8343,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8344,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8345,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8346,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8347,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8348,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8349,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8350,"Voltage-dependent N-type calcium channel alpha1B/alpha2b/beta1b, Ion_trans domain",117293
8351,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8352,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8353,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8354,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8355,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8356,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8357,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8358,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8359,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8360,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8361,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8362,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8363,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8364,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8365,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8366,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8367,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8368,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8369,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8370,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8371,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8372,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8373,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8374,"Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b, Ion_trans domain",117294
8375,"Voltage-gated sodium channel, Ion_trans domain",11733
8376,"Voltage-gated sodium channel, Ion_trans domain",11733
8377,"Voltage-gated sodium channel, Ion_trans domain",11733
8378,"Voltage-gated sodium channel, Ion_trans domain",11733
8379,"C-C chemokine receptor type 10, 7tm_1 domain",116946
8380,"C-C chemokine receptor type 10, 7tm_1 domain",116946
8381,"C-C chemokine receptor type 10, 7tm_1 domain",116946
8382,"C-C chemokine receptor type 10, 7tm_1 domain",116946
8383,"C-C chemokine receptor type 10, 7tm_1 domain",116946
8384,"C-C chemokine receptor type 10, 7tm_1 domain",116946
8385,"C-C chemokine receptor type 10, 7tm_1 domain",116946
8386,"C-C chemokine receptor type 10, 7tm_1 domain",116946
8387,"C-C chemokine receptor type 10, 7tm_1 domain",116946
8388,"Enoyl-[acyl-carrier-protein] reductase [NADH], adh_short_C2 domain",116948
8389,"G protein-coupled receptor kinase 5, Pkinase domain",116955
8390,"G protein-coupled receptor kinase 5, Pkinase domain",116955
8391,"G protein-coupled receptor kinase 5, Pkinase domain",116955
8392,"G protein-coupled receptor kinase 5, Pkinase domain",116955
8393,"G protein-coupled receptor kinase 5, Pkinase domain",116955
8394,"G protein-coupled receptor kinase 5, Pkinase domain",116955
8395,"G protein-coupled receptor kinase 5, Pkinase domain",116955
8396,"G protein-coupled receptor kinase 5, Pkinase domain",116955
8397,"G protein-coupled receptor kinase 5, Pkinase domain",116955
8398,"Dipeptidyl peptidase 1, Peptidase_C1 domain",116958
8399,"Probable G-protein coupled receptor 88, 7tm_1 domain",116960
8400,"Transient receptor potential cation channel subfamily V member 3, Ion_trans domain",116963
8401,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8402,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8403,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8404,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8405,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8406,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8407,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8408,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8409,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8410,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8411,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8412,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8413,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8414,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8415,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8416,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8417,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8418,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8419,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8420,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8421,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8422,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8423,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8424,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8425,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8426,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8427,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8428,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8429,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8430,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8431,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8432,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8433,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8434,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8435,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8436,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8437,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8438,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8439,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8440,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8441,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8442,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8443,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8444,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8445,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8446,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8447,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8448,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8449,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8450,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8451,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8452,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8453,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8454,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8455,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8456,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8457,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8458,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8459,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8460,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8461,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8462,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8463,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8464,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8465,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8466,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8467,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8468,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8469,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8470,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8471,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8472,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8473,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8474,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8475,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8476,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8477,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8478,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8479,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8480,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8481,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8482,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
8483,"Sodium/hydrogen exchanger 3, Na_H_Exchanger domain",116967
