text,parent_key
4.99.1.1,BE0003999
BG37,BE0005788
G-protein coupled receptor GPCR19,BE0005788
hBG37,BE0005788
hGPCR19,BE0005788
M-BAR,BE0005788
Membrane-type receptor for bile acids,BE0005788
TGR5,BE0005788
ATPSK1,BE0003094
PAPS synthase 1,BE0003094
PAPSS,BE0003094
SK 1,BE0003094
SK1,BE0003094
Sulfurylase kinase 1,BE0003094
6.3.1.2,BE0001881
Glutamate--ammonia ligase,BE0001881
EC 2.1.1.13,BE0002812
2.7.13.3,BE0001604
3.2.1.78,BE0001911
man26A,BE0001911
ManA,BE0001911
Mannanase 26A,BE0001911
Mannanase A,BE0001911
CV-N,BE0001890
2.4.2.36,BE0001869
ETA,BE0001869
NAD(+)--diphthamide ADP-ribosyltransferase,BE0001869
PE,BE0001869
EF-G,BE0001796
fus,BE0001796
2.3.1.28,BE0001800
CAT,BE0001800
2.3.1.28,BE0001542
CAT-III,BE0001542
Chloramphenicol acetyltransferase III,BE0001542
1.13.11.33,BE0000309
12-LOX,BE0000309
12/15-lipoxygenase,BE0000309
15-LOX,BE0000309
"Arachidonate 12-lipoxygenase, leukocyte-type",BE0000309
Arachidonate omega-6 lipoxygenase,BE0000309
LOG15,BE0000309
2.7.1.67,BE0008985
Phosphatidylinositol 4-kinase type II-beta,BE0008985
PI4KII-BETA,BE0008985
CD49 antigen-like family member E,BE0008988
Fibronectin receptor subunit alpha,BE0008988
FNRA,BE0008988
Integrin alpha-F,BE0008988
VLA-5,BE0008988
NACP,BE0000878
Non-A beta component of AD amyloid,BE0000878
Non-A4 component of amyloid precursor,BE0000878
PARK1,BE0000878
3.5.1.-,BE0002461
hSIR2,BE0002461
hSIRT1,BE0002461
Regulatory protein SIR2 homolog 1,BE0002461
SIR2-like protein 1,BE0002461
SIR2L1,BE0002461
C14orf27,BE0005467
EGFR-5,BE0005467
EGFR5,BE0005467
Epidermal growth factor receptor 5,BE0005467
"Glucose transporter type 1, erythrocyte/brain",BE0001057
GLUT-1,BE0001057
GLUT1,BE0001057
HepG2 glucose transporter,BE0001057
FUBP2,BE0009095
FUSE-binding protein 2,BE0009095
KH type-splicing regulatory protein,BE0009095
KSRP,BE0009095
p75,BE0009095
1.4.3.19,BE0001590
GO,BE0001590
goxB,BE0001590
yjbR,BE0001590
3.2.1.-,BE0002818
1.14.21.9,BE0001873
Cytochrome P450 121,BE0001873
Cytochrome P450 MT2,BE0001873
3.2.1.131,BE0002819
3.5.99.6,BE0001752
GlcN6P deaminase 1,BE0001752
Glucosamine-6-phosphate isomerase 1,BE0001752
GNPDA 1,BE0001752
2.7.1.11,BE0001818
ATP-PFK,BE0001818
pfk,BE0001818
Phosphohexokinase,BE0001818
5.3.1.1,BE0001877
TIM,BE0001877
tpi,BE0001877
Triose-phosphate isomerase,BE0001877
2-phospho-D-glycerate hydro-lyase,BE0004550
4.2.1.11,BE0004550
Enolase 2,BE0004550
Neural enolase,BE0004550
Neuron-specific enolase,BE0004550
NSE,BE0004550
5.3.1.1,BE0001889
tim,BE0001889
tpi,BE0001889
Triose-phosphate isomerase,BE0001889
3.1.3.68,BE0001596
2.8.3.5,BE0002256
3-oxoacid CoA-transferase 1,BE0002256
OXCT,BE0002256
SCOT,BE0002256
SCOT-s,BE0002256
Somatic-type succinyl-CoA:3-oxoacid CoA-transferase,BE0002256
2.7.11.22,BE0002216
Cell division protein kinase 4,BE0002216
PSK-J3,BE0002216
3.6.1.61,BE0002822
Ap6A hydrolase,BE0002822
ATP-generating (di)nucleotide polyphosphate hydrolase,BE0002822
ATP-generating Ap6A hydrolase,BE0002822
Nudix protein,BE0002822
Beta-2-microglobulin form pI 5.3,BE0003777
TCRA,BE0003778
HLAA,BE0003482
MHC class I antigen A*3,BE0003482
3.2.1.113,BE0001789
Man(9)-alpha-mannosidase,BE0001789
nupA,BE0002061
4.2.1.2,BE0001914
Fumarase C,BE0001914
Iron-independent fumarase,BE0001914
EFL1,BE0004053
Elongation factor-like 1,BE0004053
FAM42A,BE0004053
Protein FAM42A,BE0004053
Mercaptopyruvate sulfurtransferase,BE0002377
2.8.1.2,BE0002824
MST,BE0002824
Rhodanese-like protein,BE0002824
1.7.99.1,BE0002825
HCP,BE0002825
Hybrid-cluster protein,BE0002825
Prismane protein,BE0002825
2.8.1.1,BE0004455
Rhodanese,BE0004455
2.8.1.1,BE0001760
1.7.99.1,BE0001799
HCP,BE0001799
Hybrid-cluster protein,BE0001799
Prismane protein,BE0001799
Arsenate reductase,BE0001876
Arsenical pump modifier,BE0001876
Low molecular weight protein-tyrosine-phosphatase,BE0001876
CLMF p40,BE0000981
Cytotoxic lymphocyte maturation factor 40 kDa subunit,BE0000981
IL-12 subunit p40,BE0000981
IL-12B,BE0000981
NK cell stimulatory factor chain 2,BE0000981
NKSF2,BE0000981
3.4.22.10,BE0002024
Exotoxin type B,BE0002024
SPE B,BE0002024
SPP,BE0002024
Streptococcal cysteine proteinase,BE0002024
Streptococcus peptidase A,BE0002024
exbA,BE0004021
3.2.1.21,BE0002829
3.5.2.6,BE0002718
blaCTX-M-9,BE0002718
blaCTX-M-9b,BE0002718
3.5.2.6,BE0002831
1.14.14.18,BE0002832
6.5.1.3,BE0004442
C22orf28,BE0004442
OCP,BE0002834
Sucrose porin precursor,BE0002835
2.4.1.10,BE0002788
Beta-D-fructofuranosyl transferase,BE0002788
Sucrose 6-fructosyl transferase,BE0002788
3.1.1.3,BE0001696
3.1.3.48,BE0001071
Protein-tyrosine phosphatase 1D,BE0001071
Protein-tyrosine phosphatase 2C,BE0001071
PTP-1D,BE0001071
PTP-2C,BE0001071
PTP2C,BE0001071
SH-PTP2,BE0001071
SH-PTP3,BE0001071
SHP-2,BE0001071
Shp2,BE0001071
SHPTP2,BE0001071
Env polyprotein,BE0002838
3-dehydroquinase,BE0001769
4.2.1.10,BE0001769
Type II DHQase,BE0001769
2.7.6.1,BE0001675
5-phospho-D-ribosyl alpha-1-diphosphate,BE0001675
P-Rib-PP synthase,BE0001675
Phosphoribosyl diphosphate synthase,BE0001675
Phosphoribosyl pyrophosphate synthase,BE0001675
PPRibP synthase,BE0001675
PRPP synthase,BE0001675
PRPPase,BE0001675
RPPK,BE0001675
PBP,BE0002022
phoS,BE0002022
"5,10-methenyl-tetrahydrofolate synthetase",BE0001906
6.3.3.2,BE0001906
Methenyl-THF synthetase,BE0001906
MTHFS,BE0001906
3-dehydroquinase,BE0001857
4.2.1.10,BE0001857
aroD,BE0001857
Type II DHQase,BE0001857
1.5.1.3,BE0001614
dhfR,BE0001614
2.3.1.122,BE0001688
85C,BE0001688
Acyl-CoA:diacylglycerol acyltransferase,BE0001688
Ag85C,BE0001688
Antigen 85 complex C,BE0001688
DGAT,BE0001688
Fbps C,BE0001688
Fibronectin-binding protein C,BE0001688
mpt45,BE0001688
3.1.3.1,BE0001896
APase,BE0001896
Low-specificity L-threonine aldolase,BE0002839
2.1.2.1,BE0001838
SHMT,BE0001838
1.1.1.10,BE0000869
Carbonyl reductase II,BE0000869
Dicarbonyl/L-xylulose reductase,BE0000869
kiDCR,BE0000869
Kidney dicarbonyl reductase,BE0000869
SDR20C1,BE0000869
Short chain dehydrogenase/reductase family 20C member 1,BE0000869
Sperm surface protein P34H,BE0000869
XR,BE0000869
1.8.1.2,BE0001900
SiR-HP,BE0001900
5.4.2.2,BE0004461
Glucose phosphomutase 1,BE0004461
PGM 1,BE0004461
rel,BE0001706
1.4.3.3,BE0004141
DAAO,BE0004141
DAMOX,BE0004141
1.14.13.2,BE0001543
4-hydroxybenzoate 3-monooxygenase,BE0001543
PHBH,BE0001543
3.1.3.10,BE0001703
G1Pase,BE0001703
PAPT,BE0001674
Putrescine aminopropyltransferase,BE0001674
SPDS,BE0001674
SPDSY,BE0001674
Spermidine synthase,BE0001674
3.1.1.-,BE0001897
1.1.1.62,BE0002840
17-beta-HSD 11,BE0002840
17-beta-HSD XI,BE0002840
17-beta-hydroxysteroid dehydrogenase 11,BE0002840
17-beta-hydroxysteroid dehydrogenase XI,BE0002840
17betaHSD11,BE0002840
17betaHSDXI,BE0002840
17bHSD11,BE0002840
CTCL-associated antigen HD-CL-03,BE0002840
Cutaneous T-cell lymphoma-associated antigen HD-CL-03,BE0002840
Dehydrogenase/reductase SDR family member 8,BE0002840
DHRS8,BE0002840
PAN1B,BE0002840
Retinal short-chain dehydrogenase/reductase 2,BE0002840
retSDR2,BE0002840
SDR16C2,BE0002840
Short chain dehydrogenase/reductase family 16C member 2,BE0002840
1.1.1.53,BE0001679
3.4.22.43,BE0001909
Cathepsin U,BE0001909
Cathepsin V,BE0001909
CATL2,BE0001909
CTSL2,BE0001909
CTSU,BE0001909
47 kDa membrane antigen precursor,BE0001895
UMP synthase,BE0004473
4.1.1.23,BE0001677
OMP decarboxylase,BE0001677
OMPDCase,BE0001677
OMPdecase,BE0001677
1.4.1.16,BE0001593
DAPDH,BE0001593
1.1.1.271,BE0001903
"GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase",BE0001903
wcaG,BE0001903
yefB,BE0001903
2.3.1.8,BE0001908
Phosphotransacetylase,BE0001908
VEG43,BE0001908
Vegetative protein 43,BE0001908
ywfJ,BE0001908
3.5.1.5,BE0004008
Urea amidohydrolase subunit alpha,BE0004008
3.5.1.5,BE0004009
Urea amidohydrolase subunit beta,BE0004009
3.5.1.5,BE0004010
Urea amidohydrolase subunit gamma,BE0004010
Antenna pigment protein alpha chain,BE0003925
Antenna pigment protein beta chain,BE0003926
2.1.1.-,BE0004011
rRNA (cytosine-C(5)-)-methyltransferase RsmF,BE0004011
3.7.1.18,BE0002845
Beta-diketone hydrolase,BE0002845
OCH,BE0002845
3.4.11.18,BE0004075
MAP 2,BE0004075
mapB,BE0004075
Peptidase M,BE0004075
"3,2-trans-enoyl-CoA isomerase",BE0001764
5.3.3.8,BE0001764
"D3,D2-enoyl-CoA isomerase",BE0001764
DCI,BE0001764
"Delta(3),Delta(2)-enoyl-CoA isomerase",BE0001764
Dodecenoyl-CoA isomerase,BE0001764
1.3.8.7,BE0001745
MCAD,BE0001745
1.13.11.39,BE0001672
"2,3-dihydroxybiphenyl dioxygenase",BE0001672
23OHBP oxygenase,BE0001672
DHBD,BE0001672
"1,2-DHN dioxygenase",BE0003955
"1,2-dihydroxynaphthalene oxygenase",BE0003955
1.13.11.56,BE0003955
Brain protein 4.1,BE0004488
Synapsin I,BE0004488
2.7.11.4,BE0004571
BCKD-kinase,BE0004571
BCKDHKIN,BE0004571
Branched-chain alpha-ketoacid dehydrogenase kinase,BE0004571
3.1.-.-,BE0002851
DNA mismatch repair protein PMS2,BE0002851
PMS1 protein homolog 2,BE0002851
PMSL2,BE0002851
Recombinase A,BE0001269
Recombinase A,BE0001257
Recombinase A,BE0001235
3.6.4.12,BE0001592
2.7.7.7,BE0002852
DNA polymerase III subunit gamma,BE0002852
dnaZ,BE0002852
dnaZX,BE0002852
2.7.11.1,BE0001580
Cag pathogenicity island protein,BE0002850
Cag-alfa,BE0002850
cag-alpha,BE0002850
cagAlpha,BE0002850
CagAlpha protein,BE0002850
Uncharacterized protein,BE0002850
virB11,BE0002850
VirB11-like protein,BE0002850
6.3.1.5,BE0001332
efg,BE0001332
NADS,BE0001332
Nicotinamide adenine dinucleotide synthetase,BE0001332
Nitrogen regulatory protein,BE0001332
ntrL,BE0001332
2.7.1.30,BE0001609
ATP:glycerol 3-phosphotransferase,BE0001609
GK,BE0001609
Glycerokinase,BE0001609
Endosome-associated protein p162,BE0001815
ZFYVE2,BE0001815
Zinc finger FYVE domain-containing protein 2,BE0001815
Cytochrome c552,BE0001805
4.1.3.3,BE0001650
N-acetylneuraminate pyruvate-lyase,BE0001650
N-acetylneuraminic acid aldolase,BE0001650
NAL,BE0001650
NALase,BE0001650
Sialate lyase,BE0001650
Sialic acid aldolase,BE0001650
Sialic acid lyase,BE0001650
6.3.4.4,BE0001828
AMPSase,BE0001828
IMP--aspartate ligase,BE0001828
Sulfide dehydrogenase precursor,BE0002870
6.1.1.2,BE0001830
TrpRS 2,BE0001830
TrpRS II,BE0001830
trpSII,BE0001830
Tryptophanyl-tRNA synthetase 2,BE0001830
Tryptophanyl-tRNA synthetase II,BE0001830
2.1.3.3,BE0001875
OTCase-1,BE0001875
Charcot-Leyden crystal protein,BE0001886
CLC,BE0001886
Eosinophil lysophospholipase,BE0001886
Gal-10,BE0001886
LGALS10,BE0001886
LGALS10A,BE0001886
Lysolecithin acylhydrolase,BE0001886
2.7.1.50,BE0001879
4-methyl-5-beta-hydroxyethylthiazole kinase,BE0001879
TH kinase,BE0001879
thiK,BE0001879
Thz kinase,BE0001879
ywbJ,BE0001879
"1,4-cineole 2-exo-monooxygenase",BE0003549
1.14.13.-,BE0003549
CYPIIB6,BE0003549
Cytochrome P450 IIB1,BE0003549
EF-Tu,BE0001864
3.1.30.1,BE0001587
Deoxyribonuclease P1,BE0001587
Endonuclease P1,BE0001587
2.4.2.1,BE0001623
Inosine phosphorylase,BE0001623
Inosine-guanosine phosphorylase,BE0001623
PNP,BE0001623
(2-5')oligo(A) synthase 1,BE0004585
2.7.7.84,BE0004585
E18/E16,BE0004585
OIAS,BE0004585
p46/p42 OAS,BE0004585
GNATR,BE0003945
Transducin alpha-1 chain,BE0003945
2.5.1.18,BE0002062
gst,BE0002062
GST B1-1,BE0002062
3.2.1.52,BE0001605
Beta-N-acetylhexosaminidase,BE0001605
N-acetyl-beta-glucosaminidase,BE0001605
2.3.1.180,BE0001723
3-oxoacyl-[acyl-carrier-protein] synthase III,BE0001723
Beta-ketoacyl-ACP synthase III,BE0001723
KAS III,BE0001723
MtFabH,BE0001723
3.4.22.29,BE0004017
P2A,BE0004017
P1A,BE0004018
P1B,BE0004018
P1C,BE0004018
Protein VP0,BE0004018
Protein VP1,BE0004018
Protein VP2,BE0004018
Protein VP3,BE0004018
Protein VP4,BE0004018
Virion protein 1,BE0004018
Virion protein 2,BE0004018
Virion protein 3,BE0004018
Virion protein 4,BE0004018
VP4-VP2,BE0004018
HNF-4-alpha,BE0004019
HNF4,BE0004019
NR2A1,BE0004019
Nuclear receptor subfamily 2 group A member 1,BE0004019
TCF-14,BE0004019
TCF14,BE0004019
Transcription factor 14,BE0004019
Transcription factor HNF-4,BE0004019
VLDL receptor,BE0004020
GLTP,BE0001854
3.1.1.4,BE0004022
GIID sPLA2,BE0004022
Phosphatidylcholine 2-acylhydrolase 2D,BE0004022
PLA2IID,BE0004022
"Secretory-type PLA, stroma-associated homolog",BE0004022
SPLASH,BE0004022
3.5.1.97,BE0004023
AHL acylase PvdQ,BE0004023
qsc112,BE0004023
4.1.2.19,BE0001878
rhuA,BE0001878
4.1.2.17,BE0002033
fucC,BE0002033
L-fuculose-1-phosphate aldolase,BE0002033
prd,BE0002033
4.1.2.40,BE0002054
agaY,BE0002054
D-tagatose-bisphosphate aldolase class II,BE0002054
kba,BE0002054
"Ketose 1,6-bisphosphate aldolase class II",BE0002054
Tagatose-bisphosphate aldolase,BE0002054
TBPA,BE0002054
yraC,BE0002054
4.1.2.13,BE0002021
fba,BE0002021
FBP aldolase,BE0002021
fda,BE0002021
"Fructose-1,6-bisphosphate aldolase",BE0002021
Fructose-bisphosphate aldolase class II,BE0002021
2.4.1.135,BE0001872
"Beta-1,3-glucuronyltransferase 3",BE0001872
GlcAT-I,BE0001872
GlcUAT-I,BE0001872
Glucuronosyltransferase I,BE0001872
"UDP-GlcUA:Gal beta-1,3-Gal-R glucuronyltransferase",BE0001872
1.1.9.1,BE0001870
Alcohol dehydrogenase (azurin),BE0001870
QH-EDH1,BE0001870
Quinohemoprotein ethanol dehydrogenase type I,BE0001870
poaA,BE0001787
3.4.21.46,BE0001840
Adipsin,BE0001840
C3 convertase activator,BE0001840
DF,BE0001840
PFD,BE0001840
Properdin factor D,BE0001840
1.3.8.1,BE0002938
BCAD,BE0002938
Butyryl-CoA dehydrogenase,BE0002938
SCAD,BE0002938
2.3.1.97,BE0004329
Myristoyl-CoA:protein N-myristoyltransferase 1,BE0004329
NMT,BE0004329
NMT 1,BE0004329
Peptide N-myristoyltransferase 1,BE0004329
Type I N-myristoyltransferase,BE0004329
2-haloalkanoic acid dehalogenase,BE0001647
3.8.1.2,BE0001647
Halocarboxylic acid halidohydrolase,BE0001647
L-2-haloacid dehalogenase,BE0001647
L-DEX,BE0001647
3.5.4.5,BE0002035
CDA,BE0002035
Cytidine aminohydrolase,BE0002035
2.5.1.6,BE0001499
AdoMet synthase,BE0001499
MAT,BE0001499
Methionine adenosyltransferase,BE0001499
Cholera enterotoxin subunit B,BE0004186
Cholera toxin B protein (CTB),BE0004186
Cholera toxin B subunit,BE0004186
Cholera toxin beta subunit,BE0004186
Cholera toxin subunit B,BE0004186
Cholerae toxin B subunit,BE0004186
CtxB,BE0004186
2.7.11.1,BE0003334
CK1G2,BE0003334
CKI-gamma 2,BE0003334
1.1.1.49,BE0001089
G6PD,BE0001089
SML1,BE0004464
SP,BE0004464
Spasmolysin,BE0004464
Spasmolytic polypeptide,BE0004464
Cytochrome c2 precursor,BE0002913
3.2.1.8,BE0002940
Dissimilatory copper-containing nitrite reductase,BE0002802
nirK,BE0002802
Nitrite Reductase (NiR),BE0002802
Hcrt,BE0004439
Hypocretin,BE0004439
OX,BE0004439
PPORX,BE0004439
PPOX,BE0004439
HC14,BE0002941
MCP-2,BE0002941
MCP2,BE0002941
Monocyte chemoattractant protein 2,BE0002941
Monocyte chemotactic protein 2,BE0002941
SCYA10,BE0002941
SCYA8,BE0002941
Small-inducible cytokine A8,BE0002941
3.4.23.24,BE0004793
ACP 2,BE0004793
Aspartate protease 2,BE0004793
PEP11,BE0004793
PRA11,BE0004793
PRA2,BE0004793
Secreted aspartic protease 2,BE0004793
ATP synthase F(0) sector subunit b,BE0002030
ATPase subunit I,BE0002030
F-ATPase subunit b,BE0002030
F-type ATPase subunit b,BE0002030
papF,BE0002030
uncF,BE0002030
4.6.1.13,BE0001955
Phosphatidylinositol diacylglycerol-lyase,BE0001955
Phosphatidylinositol-specific phospholipase C,BE0001955
PI-PLC,BE0001955
3.2.1.45,BE0000978
Acid beta-glucosidase,BE0000978
Alglucerase,BE0000978
Beta-GC,BE0000978
Beta-glucocerebrosidase,BE0000978
D-glucosyl-N-acylsphingosine glucohydrolase,BE0000978
GC,BE0000978
GLUC,BE0000978
Imiglucerase,BE0000978
4.6.1.13,BE0002943
Phosphatidylinositol diacylglycerol-lyase,BE0002943
Phosphatidylinositol-specific phospholipase C,BE0002943
PI-PLC,BE0002943
pic,BE0002943
2.7.8.11,BE0002199
Phosphatidylinositol synthase,BE0002199
PI synthase,BE0002199
PIS,BE0002199
PIS1,BE0002199
PtdIns synthase,BE0002199
5.3.1.6,BE0002944
Phosphoriboisomerase B,BE0002944
3.2.1.14,BE0001649
3.2.1.14,BE0001058
Chitinase-1,BE0001058
4.1.1.41,BE0001595
mmcD,BE0001595
Transcarboxylase,BE0001595
ygfG,BE0001595
3.4.21.-,BE0001586
Neurosin,BE0001586
Protease M,BE0001586
PRSS18,BE0001586
PRSS9,BE0001586
Serine protease 18,BE0001586
Serine protease 9,BE0001586
SP59,BE0001586
Zyme,BE0001586
3.4.21.4,BE0001624
SGT,BE0001624
5.3.1.1,BE0001603
TIM,BE0001603
ABP,BE0001678
ATP synthase F(0) sector subunit c,BE0001846
F-ATPase subunit c,BE0001846
F-type ATPase subunit c,BE0001846
Lipid-binding protein,BE0001846
uncE,BE0001846
5.4.99.9,BE0001720
UDP-GALP mutase,BE0001720
UGM,BE0001720
Uridine 5-diphosphate galactopyranose mutase,BE0001720
yefE,BE0001720
fhp,BE0001704
Flavohemoglobin,BE0001704
Hemoglobin-like protein,BE0001704
Nitric oxide dioxygenase,BE0001704
NO oxygenase,BE0001704
NOD,BE0001704
1.6.2.4,BE0002364
CPR,BE0002364
CYPOR,BE0002364
1.3.8.6,BE0001921
GCD,BE0001921
4.1.99.3,BE0001969
DNA photolyase,BE0001969
Photoreactivating enzyme,BE0001969
1.4.3.2,BE0004566
FIG1,BE0004566
hFIG1,BE0004566
IL4-induced protein 1,BE0004566
Interleukin-4-induced protein 1,BE0004566
LAAO,BE0004566
Protein Fig-1,BE0004566
1.3.1.34,BE0001961
"2,4-dienoyl coenzyme A reductase",BE0001961
ygjL,BE0001961
1.8.1.5,BE0001784
2-KPCC,BE0001784
Aliphatic epoxide carboxylation component II,BE0001784
NADPH:2-ketopropyl-CoM carboxylase/oxidoreductase,BE0001784
1.2.3.3,BE0001354
POX,BE0001354
Pyruvic oxidase,BE0001354
1.8.1.9,BE0002067
TRXR,BE0002067
1.5.1.20,BE0002064
1.3.8.4,BE0000397
IVD,BE0000397
1.1.3.6,BE0001230
CHOD,BE0001230
Cholesterol isomerase,BE0001230
1.5.3.10,BE0002961
DMGO,BE0002961
1.11.1.1,BE0002597
NPXase,BE0002597
1.18.1.2,BE0002962
FNR,BE0002962
1.8.1.2,BE0002963
SiR-FP,BE0002963
1.18.1.2,BE0002964
FNR,BE0002964
1.1.1.-,BE0000965
AIF,BE0000965
PDCD8,BE0000965
Programmed cell death protein 8,BE0000965
1.8.1.4,BE0002965
Dihydrolipoamide dehydrogenase,BE0002965
E3 component of pyruvate complex,BE0002965
4.1.99.3,BE0002967
DNA photolyase,BE0002967
Photoreactivating enzyme,BE0002967
phr,BE0002967
4.1.99.3,BE0002968
DNA photolyase,BE0002968
Photoreactivating enzyme,BE0002968
phrA,BE0002968
1.4.3.16,BE0002969
LASPO,BE0002969
nicB,BE0002969
Quinolinate synthase B,BE0002969
phr,BE0002970
phrB,BE0002970
1.3.5.4,BE0002881
Fe(3+)-induced flavocytochrome C3,BE0002881
Ifc3,BE0002881
Iron(III)-induced flavocytochrome C3,BE0002881
1.6.2.2,BE0004507
b5R.1,BE0004507
Humb5R2,BE0004507
NAD(P)H:quinone oxidoreductase type 3 polypeptide A2,BE0004507
NQO3A2,BE0004507
1.18.1.6,BE0004480
ADXR,BE0004480
AR,BE0004480
Ferredoxin reductase,BE0004480
Ferredoxin--NADP(+) reductase,BE0004480
1.3.3.6,BE0004135
ACOX,BE0004135
AOX,BE0004135
Palmitoyl-CoA oxidase,BE0004135
SCOX,BE0004135
Straight-chain acyl-CoA oxidase,BE0004135
1.3.1.98,BE0002971
UDP-N-acetylmuramate dehydrogenase,BE0002971
yijB,BE0002971
1.8.3.2,BE0004580
ALR,BE0004580
Augmenter of liver regeneration,BE0004580
Hepatopoietin,BE0004580
HERV1,BE0004580
HPO,BE0004580
1.3.1.98,BE0002972
UDP-N-acetylmuramate dehydrogenase,BE0002972
Flavohemoglobin,BE0002917
fsrB,BE0002917
Hemoglobin-like protein,BE0002917
HMP,BE0002917
hmpA,BE0002917
Nitric oxide dioxygenase,BE0002917
NO oxygenase,BE0002917
NOD,BE0002917
1.5.1.20,BE0002973
1.18.1.5,BE0002974
Putidaredoxin--NAD+ reductase,BE0002974
1.6.5.2,BE0002975
lpdA-2,BE0002975
NAD(P)H quinone reductase,BE0002975
NAD(P)H: menadione oxidoreductase,BE0002975
NADH-menadione reductase,BE0002975
5.4.99.9,BE0002976
UDP-GALP mutase,BE0002976
UGM,BE0002976
Uridine 5-diphosphate galactopyranose mutase,BE0002976
4-BUDH,BE0002977
4.2.1.120,BE0002977
Gamma-aminobutyrate metabolism dehydratase/isomerase,BE0002977
1.17.99.1,BE0002978
P-cresol methylhydroxylase,BE0002978
PCMH,BE0002978
1.8.1.-,BE0002979
Alkyl hydroperoxide reductase F52A protein,BE0002979
1.8.1.4,BE0002980
1.8.1.7,BE0002981
GR,BE0002981
1.14.13.92,BE0002982
Baeyer-Villiger monooxygenase,BE0002982
BVMO,BE0002982
PAMO,BE0002982
1.18.1.3,BE0002983
EC 1.3.99.-,BE0002984
1.8.1.4,BE0002616
Dihydrolipoamide dehydrogenase,BE0002616
E3 component of branched-chain alpha-keto acid dehydrogenase complex,BE0002616
LPD-Val,BE0002616
1.8.1.4,BE0002986
Dihydrolipoamide dehydrogenase,BE0002986
E3 component of 2-oxoglutarate dehydrogenase complex,BE0002986
1.8.1.-,BE0002987
Alkyl hydroperoxide reductase F52A protein,BE0002987
1.18.1.2,BE0002988
FNR,BE0002988
1.18.1.2,BE0002989
DA1,BE0002989
Flavodoxin reductase,BE0002989
FLDR,BE0002989
FLXR,BE0002989
FNR,BE0002989
Methyl viologen resistance protein A,BE0002989
mvrA,BE0002989
4.1.1.-,BE0002990
Mersacidin-modifying enzyme MrsD,BE0002990
3.6.1.45,BE0002991
5'-NT,BE0002991
1.7.2.4,BE0002993
N(2)OR,BE0002993
N2O reductase,BE0002993
2.7.7.7,BE0001665
pol1,BE0001665
Taq polymerase 1,BE0001665
bniP,BE0001682
Bacterial nodulin-like intrinsic protein,BE0003818
bniP,BE0003818
fbcB,BE0003884
1.10.2.2,BE0003885
fbcF,BE0003885
Rieske iron-sulfur protein,BE0003885
RISP,BE0003885
fbcC,BE0003886
3.1.3.36,BE0004437
5PTase,BE0004437
75 kDa inositol polyphosphate-5-phosphatase,BE0004437
OCRL2,BE0004437
Phosphoinositide 5-phosphatase,BE0004437
2.3.1.47,BE0001794
7-KAP synthase,BE0001794
7-keto-8-amino-pelargonic acid synthase,BE0001794
8-amino-7-ketopelargonate synthase,BE0001794
AONS,BE0001794
KAPA synthase,BE0001794
4.2.1.46,BE0002627
EC 5.1.3.13,BE0002995
4.2.1.20,BE0001719
4.2.1.20,BE0004065
4.2.1.20,BE0004066
3.11.1.1,BE0003136
Phosphonatase,BE0003136
Phosphonoacetaldehyde phosphonohydrolase,BE0003136
3.5.4.5,BE0002443
CDD,BE0002443
Cytidine aminohydrolase,BE0002443
Lipoic acid-containing protein,BE0002302
PBP-2X,BE0001868
3.2.1.55,BE0001766
ABF,BE0001766
Arabinosidase,BE0001766
Intracellular arabinan exo-alpha-(1->5)-L-arabinosidase,BE0001766
3.4.22.29,BE0001612
P2A,BE0001612
3.4.22.29,BE0003372
P2A,BE0003372
3.4.22.29,BE0004236
P2A,BE0004236
3.4.22.29,BE0004148
P2A,BE0004148
NECL-5,BE0004247
Nectin-like protein 5,BE0004247
PVS,BE0004247
1.1.9.1,BE0002909
ADH IIB,BE0002909
Alcohol dehydrogenase (azurin),BE0002909
1.3.3.11,BE0003016
Coenzyme PQQ synthesis protein C,BE0003016
Pyrroloquinoline quinone biosynthesis protein C,BE0003016
1.1.2.8,BE0003017
QEDH,BE0003017
3.2.1.21,BE0001810
Beta-D-glucoside glucohydrolase,BE0001810
Cellobiase,BE0001810
Gentiobiase,BE0001810
4.2.1.40,BE0002036
GDH,BE0002036
ygcX,BE0002036
ACC synthase-like protein 1,BE0003515
PHACS,BE0003515
3.3.1.1,BE0001684
AdoHcyase,BE0001684
S-adenosyl-L-homocysteine hydrolase,BE0001684
SAHH,BE0001684
1.1.1.1,BE0001853
ADH-HT,BE0001853
2.7.7.1,BE0001809
NaMN adenylyltransferase 1,BE0001809
Nicotinamide-nucleotide adenylyltransferase 1,BE0001809
Nicotinate-nucleotide adenylyltransferase 1,BE0001809
NMN adenylyltransferase 1,BE0001809
NMN/NaMN adenylyltransferase 1,BE0001809
NMNAT,BE0001809
6.5.1.2,BE0002622
Polydeoxyribonucleotide synthase [NAD(+)],BE0002622
1.-.-.-,BE0001616
Dihydropteridine reductase,BE0001616
dprA,BE0001616
FMN-dependent nitroreductase,BE0001616
nfnB,BE0001616
nfsI,BE0001616
ntr,BE0001616
1.14.20.1,BE0001833
DAOCS,BE0001833
Expandase,BE0001833
1.1.1.-,BE0001866
D-HICDH,BE0001866
Protein yceI precursor,BE0001599
1.5.8.2,BE0003033
TMADh,BE0003033
1.-.-.-,BE0003034
ROO,BE0003034
2.7.1.26,BE0002551
1.6.99.-,BE0002629
