resource,identifier,parent_key
UniProt Accession,3BHS2_HUMAN,BE0000059
UniProtKB,P04800,BE0004760
UniProt Accession,CP3A1_RAT,BE0004760
HUGO Gene Nomenclature Committee (HGNC),HGNC:17450,BE0003550
GenBank Gene Database,AF319634,BE0003550
GenBank Protein Database,12642642,BE0003550
UniProtKB,Q9HB55,BE0003550
UniProt Accession,CP343_HUMAN,BE0003550
HUGO Gene Nomenclature Committee (HGNC),HGNC:11003,BE0001204
GenAtlas,SLC29A1,BE0001204
GenBank Gene Database,U81375,BE0001204
GenBank Protein Database,1845345,BE0001204
Guide to Pharmacology,1117,BE0001204
UniProtKB,Q99808,BE0001204
UniProt Accession,S29A1_HUMAN,BE0001204
HUGO Gene Nomenclature Committee (HGNC),HGNC:6833,BE0004909
GenAtlas,MAOA,BE0004909
GenBank Gene Database,M68840,BE0004909
GenBank Protein Database,187353,BE0004909
Guide to Pharmacology,2489,BE0004909
UniProtKB,P21397,BE0004909
UniProt Accession,AOFA_HUMAN,BE0004909
HUGO Gene Nomenclature Committee (HGNC),HGNC:11458,BE0000886
GenAtlas,SULT2A1,BE0000886
GenBank Gene Database,L20000,BE0000886
GenBank Protein Database,306702,BE0000886
UniProtKB,Q06520,BE0000886
UniProt Accession,ST2A1_HUMAN,BE0000886
HUGO Gene Nomenclature Committee (HGNC),HGNC:12547,BE0003680
GenBank Gene Database,U59209,BE0003680
GenBank Protein Database,3287473,BE0003680
UniProtKB,O75795,BE0003680
UniProt Accession,UDB17_HUMAN,BE0003680
HUGO Gene Nomenclature Committee (HGNC),HGNC:11377,BE0000951
GenAtlas,SULT1E1,BE0000951
GenBank Gene Database,U08098,BE0000951
GenBank Protein Database,488283,BE0000951
UniProtKB,P49888,BE0000951
UniProt Accession,ST1E1_HUMAN,BE0000951
UniProtKB,P9WQG9,BE0002566
UniProt Accession,AAC2_MYCTU,BE0002566
HUGO Gene Nomenclature Committee (HGNC),HGNC:5209,BE0000131
GenAtlas,HSD11B2,BE0000131
GenBank Gene Database,U14631,BE0000131
GenBank Protein Database,565082,BE0000131
UniProtKB,P80365,BE0000131
UniProt Accession,DHI2_HUMAN,BE0000131
UniProtKB,Q6IPK9,BE0009693
UniProt Accession,Q6IPK9_HUMAN,BE0009693
HUGO Gene Nomenclature Committee (HGNC),HGNC:18170,BE0000637
GenAtlas,CMPK,BE0000637
GenBank Gene Database,AF070416,BE0000637
GenBank Protein Database,6578133,BE0000637
UniProtKB,P30085,BE0000637
UniProt Accession,KCY_HUMAN,BE0000637
HUGO Gene Nomenclature Committee (HGNC),HGNC:8896,BE0004454
UniProtKB,P00558,BE0004454
UniProt Accession,PGK1_HUMAN,BE0004454
HUGO Gene Nomenclature Committee (HGNC),HGNC:7849,BE0003106
GenAtlas,NME1,BE0003106
GenBank Gene Database,X75598,BE0003106
UniProtKB,P15531,BE0003106
UniProt Accession,NDKA_HUMAN,BE0003106
HUGO Gene Nomenclature Committee (HGNC),HGNC:7850,BE0003281
GenAtlas,NME2,BE0003281
GenBank Gene Database,X58965,BE0003281
UniProtKB,P22392,BE0003281
UniProt Accession,NDKB_HUMAN,BE0003281
HUGO Gene Nomenclature Committee (HGNC),HGNC:8754,BE0000615
GenAtlas,PCYT1A,BE0000615
GenBank Gene Database,L28957,BE0000615
GenBank Protein Database,575486,BE0000615
UniProtKB,P49585,BE0000615
UniProt Accession,PCY1A_HUMAN,BE0000615
HUGO Gene Nomenclature Committee (HGNC),HGNC:8756,BE0004773
UniProtKB,Q99447,BE0004773
UniProt Accession,PCY2_HUMAN,BE0004773
HUGO Gene Nomenclature Committee (HGNC),HGNC:17144,BE0004774
UniProtKB,Q8TCD5,BE0004774
UniProt Accession,NT5C_HUMAN,BE0004774
HUGO Gene Nomenclature Committee (HGNC),HGNC:11454,BE0009673
UniProtKB,P50226,BE0009673
UniProt Accession,ST1A2_HUMAN,BE0009673
HUGO Gene Nomenclature Committee (HGNC),HGNC:17845,BE0002561
GenAtlas,SULT1B1,BE0002561
GenBank Gene Database,D89479,BE0002561
UniProtKB,O43704,BE0002561
UniProt Accession,ST1B1_HUMAN,BE0002561
HUGO Gene Nomenclature Committee (HGNC),HGNC:11284,BE0004887
GenAtlas,SRD5A1,BE0004887
GenBank Gene Database,M32313,BE0004887
GenBank Protein Database,177767,BE0004887
UniProtKB,P18405,BE0004887
UniProt Accession,S5A1_HUMAN,BE0004887
HUGO Gene Nomenclature Committee (HGNC),HGNC:388,BE0003610
GenBank Gene Database,Z28339,BE0003610
GenBank Protein Database,431857,BE0003610
UniProtKB,P51857,BE0003610
UniProt Accession,AK1D1_HUMAN,BE0003610
HUGO Gene Nomenclature Committee (HGNC),HGNC:11285,BE0000585
GenAtlas,SRD5A2,BE0000585
GenBank Gene Database,M74047,BE0000585
GenBank Protein Database,338469,BE0000585
Guide to Pharmacology,2633,BE0000585
UniProtKB,P31213,BE0000585
UniProt Accession,S5A2_HUMAN,BE0000585
GenBank Gene Database,AF007800,BE0002615
UniProtKB,O08355,BE0002615
UniProt Accession,O08355_PSEFL,BE0002615
HUGO Gene Nomenclature Committee (HGNC),HGNC:7455,BE0000503
GenAtlas,MT-ND1,BE0000503
GenBank Gene Database,V00662,BE0000503
GenBank Protein Database,13004,BE0000503
UniProtKB,P03886,BE0000503
UniProt Accession,NU1M_HUMAN,BE0000503
GenBank Gene Database,U37105,BE0001274
GenBank Protein Database,1019897,BE0001274
UniProtKB,P14489,BE0001274
UniProt Accession,BLO10_PSEAI,BE0001274
HUGO Gene Nomenclature Committee (HGNC),HGNC:1864,BE0004712
UniProtKB,O00748,BE0004712
UniProt Accession,EST2_HUMAN,BE0004712
HUGO Gene Nomenclature Committee (HGNC),HGNC:386,BE0000592
GenAtlas,AKR1C3,BE0000592
GenBank Gene Database,S68288,BE0000592
GenBank Protein Database,4261711,BE0000592
Guide to Pharmacology,1382,BE0000592
UniProtKB,P42330,BE0000592
UniProt Accession,AK1C3_HUMAN,BE0000592
HUGO Gene Nomenclature Committee (HGNC),HGNC:1549,BE0004771
UniProtKB,O75828,BE0004771
UniProt Accession,CBR3_HUMAN,BE0004771
GenBank Gene Database,AF243477,BE0000458
GenBank Protein Database,8100965,BE0000458
UniProtKB,Q9QNF7,BE0000458
UniProt Accession,KITH_HHV1,BE0000458
HUGO Gene Nomenclature Committee (HGNC),HGNC:9020,BE0009686
GenAtlas,PKLR,BE0009686
GenBank Gene Database,AB015983,BE0009686
GenBank Protein Database,3327365,BE0009686
UniProtKB,P30613,BE0009686
UniProt Accession,KPYR_HUMAN,BE0009686
HUGO Gene Nomenclature Committee (HGNC),HGNC:8896,BE0009688
UniProtKB,P00558,BE0009688
UniProt Accession,PGK1_HUMAN,BE0009688
HUGO Gene Nomenclature Committee (HGNC),HGNC:11448,BE0009689
GenAtlas,SUCLA2,BE0009689
GenBank Gene Database,AB035863,BE0009689
GenBank Protein Database,7328935,BE0009689
UniProtKB,Q9P2R7,BE0009689
UniProt Accession,SUCB1_HUMAN,BE0009689
HUGO Gene Nomenclature Committee (HGNC),HGNC:8725,BE0009690
UniProtKB,Q16822,BE0009690
UniProt Accession,PCKGM_HUMAN,BE0009690
HUGO Gene Nomenclature Committee (HGNC),HGNC:20093,BE0009692
GenAtlas,ADSSL1,BE0009692
GenBank Gene Database,AY037159,BE0009692
GenBank Protein Database,21303413,BE0009692
UniProtKB,Q8N142,BE0009692
UniProt Accession,PURA1_HUMAN,BE0009692
HUGO Gene Nomenclature Committee (HGNC),HGNC:8022,BE0000261
GenAtlas,NT5C2,BE0000261
GenBank Gene Database,D38524,BE0000261
GenBank Protein Database,633071,BE0000261
UniProtKB,P49902,BE0000261
UniProt Accession,5NTC_HUMAN,BE0000261
UniProtKB,P00176,BE0004764
UniProt Accession,CP2B1_RAT,BE0004764
UniProtKB,P05183,BE0004761
UniProt Accession,CP3A2_RAT,BE0004761
HUGO Gene Nomenclature Committee (HGNC),HGNC:9204,BE0000930
GenAtlas,PON1,BE0000930
GenBank Gene Database,M63012,BE0000930
GenBank Protein Database,190192,BE0000930
UniProtKB,P27169,BE0000930
UniProt Accession,PON1_HUMAN,BE0000930
HUGO Gene Nomenclature Committee (HGNC),HGNC:251,BE0000465
GenAtlas,ADH1C,BE0000465
GenBank Gene Database,X04299,BE0000465
GenBank Protein Database,28404,BE0000465
UniProtKB,P00326,BE0000465
UniProt Accession,ADH1G_HUMAN,BE0000465
HUGO Gene Nomenclature Committee (HGNC),HGNC:384,BE0009795
GenAtlas,AKR1C1,BE0009795
GenBank Gene Database,M86609,BE0009795
GenBank Protein Database,181549,BE0009795
UniProtKB,Q04828,BE0009795
UniProt Accession,AK1C1_HUMAN,BE0009795
HUGO Gene Nomenclature Committee (HGNC),HGNC:5208,BE0009796
GenAtlas,HSD11B1,BE0009796
GenBank Gene Database,M76665,BE0009796
GenBank Protein Database,179475,BE0009796
Guide to Pharmacology,2763,BE0009796
UniProtKB,P28845,BE0009796
UniProt Accession,DHI1_HUMAN,BE0009796
HUGO Gene Nomenclature Committee (HGNC),HGNC:8021,BE0001096
GenAtlas,NT5E,BE0001096
GenBank Gene Database,X55740,BE0001096
GenBank Protein Database,23897,BE0001096
Guide to Pharmacology,1232,BE0001096
UniProtKB,P21589,BE0001096
UniProt Accession,5NTD_HUMAN,BE0001096
HUGO Gene Nomenclature Committee (HGNC),HGNC:2710,BE0004700
UniProtKB,P32321,BE0004700
UniProt Accession,DCTD_HUMAN,BE0004700
HUGO Gene Nomenclature Committee (HGNC),HGNC:23063,BE0009809
UniProtKB,Q9NV35,BE0009809
UniProt Accession,NUD15_HUMAN,BE0009809
HUGO Gene Nomenclature Committee (HGNC),HGNC:6052,BE0000761
GenAtlas,IMPDH1,BE0000761
GenBank Gene Database,J05272,BE0000761
GenBank Protein Database,307067,BE0000761
Guide to Pharmacology,2624,BE0000761
UniProtKB,P20839,BE0000761
UniProt Accession,IMDH1_HUMAN,BE0000761
HUGO Gene Nomenclature Committee (HGNC),HGNC:6053,BE0000722
GenAtlas,IMPDH2,BE0000722
GenBank Gene Database,J04208,BE0000722
GenBank Protein Database,307066,BE0000722
Guide to Pharmacology,2625,BE0000722
UniProtKB,P12268,BE0000722
UniProt Accession,IMDH2_HUMAN,BE0000722
HUGO Gene Nomenclature Committee (HGNC),HGNC:6176,BE0004443
UniProtKB,Q9BY32,BE0004443
UniProt Accession,ITPA_HUMAN,BE0004443
HUGO Gene Nomenclature Committee (HGNC),HGNC:7872,BE0000067
GenAtlas,NOS1,BE0000067
GenBank Gene Database,U17327,BE0000067
GenBank Protein Database,642526,BE0000067
Guide to Pharmacology,1251,BE0000067
UniProtKB,P29475,BE0000067
UniProt Accession,NOS1_HUMAN,BE0000067
HUGO Gene Nomenclature Committee (HGNC),HGNC:7873,BE0000005
GenAtlas,NOS2A,BE0000005
GenBank Gene Database,L09210,BE0000005
GenBank Protein Database,292242,BE0000005
Guide to Pharmacology,1250,BE0000005
UniProtKB,P35228,BE0000005
UniProt Accession,NOS2_HUMAN,BE0000005
HUGO Gene Nomenclature Committee (HGNC),HGNC:7876,BE0000263
GenAtlas,NOS3,BE0000263
GenBank Gene Database,M93718,BE0000263
GenBank Protein Database,189212,BE0000263
Guide to Pharmacology,1249,BE0000263
UniProtKB,P29474,BE0000263
UniProt Accession,NOS3_HUMAN,BE0000263
HUGO Gene Nomenclature Committee (HGNC),HGNC:7708,BE0000729
GenAtlas,NDUFS2,BE0000729
GenBank Gene Database,AF013160,BE0000729
GenBank Protein Database,3540239,BE0000729
UniProtKB,O75306,BE0000729
UniProt Accession,NDUS2_HUMAN,BE0000729
HUGO Gene Nomenclature Committee (HGNC),HGNC:7710,BE0000191
GenAtlas,NDUFS3,BE0000191
GenBank Gene Database,AF067139,BE0000191
GenBank Protein Database,3337441,BE0000191
UniProtKB,O75489,BE0000191
UniProt Accession,NDUS3_HUMAN,BE0000191
HUGO Gene Nomenclature Committee (HGNC),HGNC:7714,BE0000307
GenAtlas,NDUFS7,BE0000307
GenBank Gene Database,AC005329,BE0000307
GenBank Protein Database,3342734,BE0000307
UniProtKB,O75251,BE0000307
UniProt Accession,NDUS7_HUMAN,BE0000307
HUGO Gene Nomenclature Committee (HGNC),HGNC:7063,BE0002290
GenAtlas,MGST2,BE0002290
GenBank Gene Database,U77604,BE0002290
GenBank Protein Database,1747521,BE0002290
UniProtKB,Q99735,BE0002290
UniProt Accession,MGST2_HUMAN,BE0002290
GenBank Gene Database,AB032601,BE0000638
GenBank Protein Database,10281002,BE0000638
UniProtKB,Q9FAW5,BE0000638
UniProt Accession,AZRB_BACOY,BE0000638
HUGO Gene Nomenclature Committee (HGNC),HGNC:18857,BE0004729
UniProtKB,Q9HCS2,BE0004729
UniProt Accession,CP4FC_HUMAN,BE0004729
HUGO Gene Nomenclature Committee (HGNC),HGNC:2645,BE0004727
Guide to Pharmacology,1344,BE0004727
UniProtKB,P78329,BE0004727
UniProt Accession,CP4F2_HUMAN,BE0004727
HUGO Gene Nomenclature Committee (HGNC),HGNC:381,BE0000747
GenAtlas,AKR1B1,BE0000747
GenBank Gene Database,J04795,BE0000747
GenBank Protein Database,178487,BE0000747
Guide to Pharmacology,2768,BE0000747
UniProtKB,P15121,BE0000747
UniProt Accession,ALDR_HUMAN,BE0000747
HUGO Gene Nomenclature Committee (HGNC),HGNC:451,BE0009569
UniProtKB,D6RB81,BE0009569
UniProt Accession,D6RB81_HUMAN,BE0009569
GenBank Gene Database,J01749,BE0003894
GenBank Protein Database,208959,BE0003894
UniProtKB,P62593,BE0003894
UniProt Accession,BLAT_ECOLX,BE0003894
GenBank Gene Database,M11189,BE0001426
GenBank Protein Database,142604,BE0001426
UniProtKB,P04190,BE0001426
UniProt Accession,BLA2_BACCE,BE0001426
HUGO Gene Nomenclature Committee (HGNC),HGNC:750,BE0003553
GenBank Gene Database,U11090,BE0003553
GenBank Protein Database,607840,BE0003553
UniProtKB,P46597,BE0003553
UniProt Accession,ASMT_HUMAN,BE0003553
HUGO Gene Nomenclature Committee (HGNC),HGNC:5028,BE0002436
GenAtlas,HNMT,BE0002436
GenBank Gene Database,D16224,BE0002436
UniProtKB,P50135,BE0002436
UniProt Accession,HNMT_HUMAN,BE0002436
HUGO Gene Nomenclature Committee (HGNC),HGNC:5164,BE0001064
GenAtlas,HPSE,BE0001064
GenBank Gene Database,AF152376,BE0001064
GenBank Protein Database,5616197,BE0001064
UniProtKB,Q9Y251,BE0001064
UniProt Accession,HPSE_HUMAN,BE0001064
HUGO Gene Nomenclature Committee (HGNC),HGNC:2649,BE0000875
GenAtlas,CYP51A1,BE0000875
GenBank Gene Database,U23942,BE0000875
GenBank Protein Database,1698396,BE0000875
Guide to Pharmacology,1374,BE0000875
UniProtKB,Q16850,BE0000875
UniProt Accession,CP51A_HUMAN,BE0000875
HUGO Gene Nomenclature Committee (HGNC),HGNC:713,BE0003195
GenAtlas,ARSA,BE0003195
GenBank Gene Database,X52151,BE0003195
UniProtKB,P15289,BE0003195
UniProt Accession,ARSA_HUMAN,BE0003195
GenBank Gene Database,X03408,BE0003547
GenBank Protein Database,46496,BE0003547
UniProtKB,P05057,BE0003547
UniProt Accession,KANU_STAAU,BE0003547
GenBank Gene Database,V00359,BE0003548
GenBank Protein Database,43026,BE0003548
UniProtKB,P00551,BE0003548
UniProt Accession,KKA1_ECOLX,BE0003548
HUGO Gene Nomenclature Committee (HGNC),HGNC:3009,BE0000854
GenAtlas,DPP4,BE0000854
GenBank Gene Database,U13735,BE0000854
GenBank Protein Database,535388,BE0000854
Guide to Pharmacology,1612,BE0000854
UniProtKB,P27487,BE0000854
UniProt Accession,DPP4_HUMAN,BE0000854
HUGO Gene Nomenclature Committee (HGNC),HGNC:2858,BE0003589
GenBank Gene Database,U41668,BE0003589
GenBank Protein Database,1477482,BE0003589
UniProtKB,Q16854,BE0003589
UniProt Accession,DGUOK_HUMAN,BE0003589
GenBank Gene Database,V00093,BE0001482
GenBank Protein Database,39575,BE0001482
UniProtKB,P00808,BE0001482
UniProt Accession,BLAC_BACLI,BE0001482
GenBank Gene Database,D23670,BE0001222
GenBank Protein Database,809499,BE0001222
UniProtKB,P46883,BE0001222
UniProt Accession,AMO_ECOLI,BE0001222
HUGO Gene Nomenclature Committee (HGNC),HGNC:1368,BE0000267
GenAtlas,CA1,BE0000267
GenBank Gene Database,X05014,BE0000267
GenBank Protein Database,29600,BE0000267
Guide to Pharmacology,2597,BE0000267
UniProtKB,P00915,BE0000267
UniProt Accession,CAH1_HUMAN,BE0000267
HUGO Gene Nomenclature Committee (HGNC),HGNC:3002,BE0001148
GenAtlas,DPEP1,BE0001148
GenBank Gene Database,D13137,BE0001148
GenBank Protein Database,219600,BE0001148
UniProtKB,P16444,BE0001148
UniProt Accession,DPEP1_HUMAN,BE0001148
GenBank Gene Database,AF148850,BE0002015
GenBank Protein Database,5002312,BE0002015
UniProtKB,P0AD63,BE0002015
UniProt Accession,BLA1_ECOLX,BE0002015
UniProtKB,Q939N4,BE0002831
UniProt Accession,Q939N4_ECOLX,BE0002831
UniProtKB,Q93LQ9,BE0009747
UniProt Accession,Q93LQ9_KLEPN,BE0009747
UniProtKB,P00185,BE0009369
UniProt Accession,CP1A1_RAT,BE0009369
HUGO Gene Nomenclature Committee (HGNC),HGNC:5210,BE0000194
GenAtlas,HSD17B1,BE0000194
GenBank Gene Database,X13440,BE0000194
GenBank Protein Database,23365,BE0000194
UniProtKB,P14061,BE0000194
UniProt Accession,DHB1_HUMAN,BE0000194
HUGO Gene Nomenclature Committee (HGNC),HGNC:11459,BE0001264
GenAtlas,SULT2B1,BE0001264
GenBank Gene Database,U92314,BE0001264
GenBank Protein Database,1923291,BE0001264
UniProtKB,O00204,BE0001264
UniProt Accession,ST2B1_HUMAN,BE0001264
HUGO Gene Nomenclature Committee (HGNC),HGNC:5217,BE0000051
GenAtlas,HSD3B1,BE0000051
GenBank Gene Database,M27137,BE0000051
GenBank Protein Database,306889,BE0000051
UniProtKB,P14060,BE0000051
UniProt Accession,3BHS1_HUMAN,BE0000051
GenBank Gene Database,D00712,BE0001230
GenBank Protein Database,216385,BE0001230
UniProtKB,P22637,BE0001230
UniProt Accession,CHOD_BREST,BE0001230
HUGO Gene Nomenclature Committee (HGNC),HGNC:4922,BE0001108
GenAtlas,HK1,BE0001108
GenBank Gene Database,M75126,BE0001108
GenBank Protein Database,184021,BE0001108
UniProtKB,P19367,BE0001108
UniProt Accession,HXK1_HUMAN,BE0001108
HUGO Gene Nomenclature Committee (HGNC),HGNC:4195,BE0001056
GenAtlas,GCK,BE0001056
GenBank Gene Database,M88011,BE0001056
GenBank Protein Database,179427,BE0001056
Guide to Pharmacology,2798,BE0001056
UniProtKB,P35557,BE0001056
UniProt Accession,HXK4_HUMAN,BE0001056
HUGO Gene Nomenclature Committee (HGNC),HGNC:932,BE0002303
GenAtlas,BAAT,BE0002303
GenBank Gene Database,L34081,BE0002303
GenBank Protein Database,532505,BE0002303
UniProtKB,Q14032,BE0002303
UniProt Accession,BAAT_HUMAN,BE0002303
GenBank Gene Database,AY143338,BE0001286
GenBank Protein Database,3093419,BE0001286
UniProtKB,P20906,BE0001286
UniProt Accession,MDLC_PSEPU,BE0001286
GenBank Gene Database,AL935262,BE0001354
GenBank Protein Database,28272737,BE0001354
UniProtKB,P37063,BE0001354
UniProt Accession,POXB_LACPL,BE0001354
HUGO Gene Nomenclature Committee (HGNC),HGNC:30260,BE0000181
GenAtlas,PNPO,BE0000181
GenBank Gene Database,AF468030,BE0000181
GenBank Protein Database,21728336,BE0000181
UniProtKB,Q9NVS9,BE0000181
UniProt Accession,PNPO_HUMAN,BE0000181
UniProtKB,A7BK78,BE0004713
UniProt Accession,A7BK78_RHIML,BE0004713
GenBank Gene Database,M15328,BE0001332
GenBank Protein Database,146974,BE0001332
UniProtKB,P18843,BE0001332
UniProt Accession,NADE_ECOLI,BE0001332
HUGO Gene Nomenclature Committee (HGNC),HGNC:12536,BE0008629
GenBank Gene Database,M57951,BE0008629
GenBank Protein Database,184475,BE0008629
UniProtKB,P22310,BE0008629
UniProt Accession,UD14_HUMAN,BE0008629
HUGO Gene Nomenclature Committee (HGNC),HGNC:10970,BE0001066
GenAtlas,hROAT1,BE0001066
GenBank Gene Database,AF057039,BE0001066
GenBank Protein Database,3831566,BE0001066
Guide to Pharmacology,1025,BE0001066
UniProtKB,Q4U2R8,BE0001066
UniProt Accession,S22A6_HUMAN,BE0001066
HUGO Gene Nomenclature Committee (HGNC),HGNC:10972,BE0003645
GenBank Gene Database,AF097491,BE0003645
GenBank Protein Database,4378059,BE0003645
Guide to Pharmacology,1027,BE0003645
UniProtKB,Q8TCC7,BE0003645
UniProt Accession,S22A8_HUMAN,BE0003645
HUGO Gene Nomenclature Committee (HGNC),HGNC:10961,BE0003659
GenBank Gene Database,AJ251506,BE0003659
GenBank Protein Database,9187497,BE0003659
Guide to Pharmacology,1221,BE0003659
UniProtKB,Q9NPD5,BE0003659
UniProt Accession,SO1B3_HUMAN,BE0003659
UniProtKB,P9WP15,BE0009325
UniProt Accession,DDN_MYCTU,BE0009325
HUGO Gene Nomenclature Committee (HGNC),HGNC:12015,BE0000507
GenAtlas,TPO,BE0000507
GenBank Gene Database,J02969,BE0000507
GenBank Protein Database,339867,BE0000507
UniProtKB,P07202,BE0000507
UniProt Accession,PERT_HUMAN,BE0000507
HUGO Gene Nomenclature Committee (HGNC),HGNC:23437,BE0009802
UniProtKB,Q96JD6,BE0009802
UniProt Accession,AKCL2_HUMAN,BE0009802
HUGO Gene Nomenclature Committee (HGNC),HGNC:382,BE0004353
GenBank Gene Database,U37100,BE0004353
GenBank Protein Database,3150035,BE0004353
UniProtKB,O60218,BE0004353
UniProt Accession,AK1BA_HUMAN,BE0004353
HUGO Gene Nomenclature Committee (HGNC),HGNC:4684,BE0003578
GenBank Gene Database,X63282,BE0003578
GenBank Protein Database,31671,BE0003578
UniProtKB,P33402,BE0003578
UniProt Accession,GCYA2_HUMAN,BE0003578
HUGO Gene Nomenclature Committee (HGNC),HGNC:11284,BE0000539
GenAtlas,SRD5A1,BE0000539
GenBank Gene Database,M32313,BE0000539
GenBank Protein Database,177767,BE0000539
UniProtKB,P18405,BE0000539
UniProt Accession,S5A1_HUMAN,BE0000539
UniProtKB,C6KT68,BE0009560
UniProt Accession,FENR_PLAF7,BE0009560
HUGO Gene Nomenclature Committee (HGNC),HGNC:7154,BE0000266
GenAtlas,MME,BE0000266
GenBank Gene Database,X07166,BE0000266
GenBank Protein Database,34758,BE0000266
Guide to Pharmacology,1611,BE0000266
UniProtKB,P08473,BE0000266
UniProt Accession,NEP_HUMAN,BE0000266
HUGO Gene Nomenclature Committee (HGNC),HGNC:7856,BE0000220
GenAtlas,NQO2,BE0000220
GenBank Gene Database,J02888,BE0000220
GenBank Protein Database,190818,BE0000220
UniProtKB,P16083,BE0000220
UniProt Accession,NQO2_HUMAN,BE0000220
UniProtKB,Q7SIA5,BE0004387
UniProt Accession,Q7SIA5_ALCSP,BE0004387
HUGO Gene Nomenclature Committee (HGNC),HGNC:11425,BE0001197
GenAtlas,STS,BE0001197
GenBank Gene Database,J04964,BE0001197
GenBank Protein Database,338565,BE0001197
UniProtKB,P08842,BE0001197
UniProt Accession,STS_HUMAN,BE0001197
HUGO Gene Nomenclature Committee (HGNC),HGNC:13815,BE0009340
UniProtKB,Q9HAY6,BE0009340
UniProt Accession,BCDO1_HUMAN,BE0009340
HUGO Gene Nomenclature Committee (HGNC),HGNC:117,BE0005210
UniProtKB,P21399,BE0005210
UniProt Accession,ACOC_HUMAN,BE0005210
HUGO Gene Nomenclature Committee (HGNC),HGNC:7632,BE0000391
GenAtlas,NAGLU,BE0000391
GenBank Gene Database,U43572,BE0000391
GenBank Protein Database,1171229,BE0000391
UniProtKB,P54802,BE0000391
UniProt Accession,ANAG_HUMAN,BE0000391
HUGO Gene Nomenclature Committee (HGNC),HGNC:500,BE0001078
GenAtlas,ANPEP,BE0001078
GenBank Gene Database,X13276,BE0001078
GenBank Protein Database,28678,BE0001078
Guide to Pharmacology,1560,BE0001078
UniProtKB,P15144,BE0001078
UniProt Accession,AMPN_HUMAN,BE0001078
HUGO Gene Nomenclature Committee (HGNC),HGNC:8905,BE0004461
UniProtKB,P36871,BE0004461
UniProt Accession,PGM1_HUMAN,BE0004461
HUGO Gene Nomenclature Committee (HGNC),HGNC:8582,BE0000753
GenAtlas,PAH,BE0000753
GenBank Gene Database,K03020,BE0000753
GenBank Protein Database,189937,BE0000753
Guide to Pharmacology,1240,BE0000753
UniProtKB,P00439,BE0000753
UniProt Accession,PH4H_HUMAN,BE0000753
HUGO Gene Nomenclature Committee (HGNC),HGNC:6664,BE0008684
UniProtKB,P28300,BE0008684
UniProt Accession,LYOX_HUMAN,BE0008684
HUGO Gene Nomenclature Committee (HGNC),HGNC:7419,BE0000335
GenAtlas,MT-CO1,BE0000335
GenBank Gene Database,V00662,BE0000335
GenBank Protein Database,13006,BE0000335
UniProtKB,P00395,BE0000335
UniProt Accession,COX1_HUMAN,BE0000335
HUGO Gene Nomenclature Committee (HGNC),HGNC:11180,BE0004453
UniProtKB,P04179,BE0004453
UniProt Accession,SODM_HUMAN,BE0004453
HUGO Gene Nomenclature Committee (HGNC),HGNC:220,BE0004687
Guide to Pharmacology,1677,BE0004687
UniProtKB,O75173,BE0004687
UniProt Accession,ATS4_HUMAN,BE0004687
UniProtKB,P11711,BE0004762
UniProt Accession,CP2A1_RAT,BE0004762
UniProtKB,P15149,BE0004763
UniProt Accession,CP2A2_RAT,BE0004763
UniProtKB,P04167,BE0004765
UniProt Accession,CP2B2_RAT,BE0004765
UniProtKB,P12790,BE0004766
UniProt Accession,CP2B9_MOUSE,BE0004766
HUGO Gene Nomenclature Committee (HGNC),HGNC:11240,BE0004728
Guide to Pharmacology,2204,BE0004728
UniProtKB,Q9NYA1,BE0004728
UniProt Accession,SPHK1_HUMAN,BE0004728
HUGO Gene Nomenclature Committee (HGNC),HGNC:9155,BE0000683
GenAtlas,PNLIP,BE0000683
GenBank Gene Database,J05125,BE0000683
GenBank Protein Database,339597,BE0000683
Guide to Pharmacology,2590,BE0000683
UniProtKB,P16233,BE0000683
UniProt Accession,LIPP_HUMAN,BE0000683
HUGO Gene Nomenclature Committee (HGNC),HGNC:9251,BE0008657
Guide to Pharmacology,1581,BE0008657
UniProtKB,P10619,BE0008657
UniProt Accession,PPGB_HUMAN,BE0008657
HUGO Gene Nomenclature Committee (HGNC),HGNC:4912,BE0001473
GenAtlas,HINT1,BE0001473
GenBank Gene Database,U27143,BE0001473
GenBank Protein Database,862933,BE0001473
UniProtKB,P49773,BE0001473
UniProt Accession,HINT1_HUMAN,BE0001473
HUGO Gene Nomenclature Committee (HGNC),HGNC:830,BE0003841
GenBank Gene Database,X03559,BE0003841
GenBank Protein Database,28940,BE0003841
UniProtKB,P06576,BE0003841
UniProt Accession,ATPB_HUMAN,BE0003841
HUGO Gene Nomenclature Committee (HGNC),HGNC:16940,BE0008719
UniProtKB,Q96PD7,BE0008719
UniProt Accession,DGAT2_HUMAN,BE0008719
HUGO Gene Nomenclature Committee (HGNC),HGNC:9067,BE0002181
GenAtlas,PLD1,BE0002181
GenBank Gene Database,U38545,BE0002181
GenBank Protein Database,1185463,BE0002181
Guide to Pharmacology,1433,BE0002181
UniProtKB,Q13393,BE0002181
UniProt Accession,PLD1_HUMAN,BE0002181
UniProtKB,F1T0I5,BE0009154
UniProt Accession,F1T0I5_HUMAN,BE0009154
HUGO Gene Nomenclature Committee (HGNC),HGNC:433,BE0000309
GenAtlas,ALOX15,BE0000309
GenBank Gene Database,M23892,BE0000309
GenBank Protein Database,307135,BE0000309
Guide to Pharmacology,1388,BE0000309
UniProtKB,P16050,BE0000309
