resource,identifier,parent_key
GenBank Protein Database,1004271,BE0000024
UniProtKB,P51168,BE0000024
UniProt Accession,SCNNB_HUMAN,BE0000024
HUGO Gene Nomenclature Committee (HGNC),HGNC:10602,BE0000497
GenAtlas,SCNN1G,BE0000497
GenBank Gene Database,X87160,BE0000497
GenBank Protein Database,1004273,BE0000497
UniProtKB,P51170,BE0000497
UniProt Accession,SCNNG_HUMAN,BE0000497
HUGO Gene Nomenclature Committee (HGNC),HGNC:2037,BE0009861
UniProtKB,Q9Y5I7,BE0009861
UniProt Accession,CLD16_HUMAN,BE0009861
HUGO Gene Nomenclature Committee (HGNC),HGNC:19429,BE0009863
UniProtKB,Q8IVJ1,BE0009863
UniProt Accession,S41A1_HUMAN,BE0009863
HUGO Gene Nomenclature Committee (HGNC),HGNC:13785,BE0009864
UniProtKB,Q9HD23,BE0009864
UniProt Accession,MRS2_HUMAN,BE0009864
HUGO Gene Nomenclature Committee (HGNC),HGNC:11012,BE0009891
UniProtKB,Q9Y6M5,BE0009891
UniProt Accession,ZNT1_HUMAN,BE0009891
HUGO Gene Nomenclature Committee (HGNC),HGNC:11013,BE0009892
UniProtKB,Q9BRI3,BE0009892
UniProt Accession,ZNT2_HUMAN,BE0009892
HUGO Gene Nomenclature Committee (HGNC),HGNC:11014,BE0009895
UniProtKB,Q99726,BE0009895
UniProt Accession,ZNT3_HUMAN,BE0009895
HUGO Gene Nomenclature Committee (HGNC),HGNC:11015,BE0009886
UniProtKB,O14863,BE0009886
UniProt Accession,ZNT4_HUMAN,BE0009886
HUGO Gene Nomenclature Committee (HGNC),HGNC:19305,BE0009907
UniProtKB,Q6NXT4,BE0009907
UniProt Accession,ZNT6_HUMAN,BE0009907
HUGO Gene Nomenclature Committee (HGNC),HGNC:19089,BE0009898
UniProtKB,Q8TAD4,BE0009898
UniProt Accession,ZNT5_HUMAN,BE0009898
HUGO Gene Nomenclature Committee (HGNC),HGNC:19306,BE0009885
UniProtKB,Q8NEW0,BE0009885
UniProt Accession,ZNT7_HUMAN,BE0009885
HUGO Gene Nomenclature Committee (HGNC),HGNC:20303,BE0009896
UniProtKB,Q8IWU4,BE0009896
UniProt Accession,ZNT8_HUMAN,BE0009896
HUGO Gene Nomenclature Committee (HGNC),HGNC:1329,BE0009890
UniProtKB,Q6PML9,BE0009890
UniProt Accession,ZNT9_HUMAN,BE0009890
HUGO Gene Nomenclature Committee (HGNC),HGNC:25355,BE0009899
UniProtKB,Q6XR72,BE0009899
UniProt Accession,ZNT10_HUMAN,BE0009899
HUGO Gene Nomenclature Committee (HGNC),HGNC:12876,BE0009902
UniProtKB,Q9NY26,BE0009902
UniProt Accession,S39A1_HUMAN,BE0009902
HUGO Gene Nomenclature Committee (HGNC),HGNC:17127,BE0009889
UniProtKB,Q9NP94,BE0009889
UniProt Accession,S39A2_HUMAN,BE0009889
HUGO Gene Nomenclature Committee (HGNC),HGNC:17128,BE0009904
UniProtKB,Q9BRY0,BE0009904
UniProt Accession,S39A3_HUMAN,BE0009904
HUGO Gene Nomenclature Committee (HGNC),HGNC:17129,BE0009894
UniProtKB,Q6P5W5,BE0009894
UniProt Accession,S39A4_HUMAN,BE0009894
HUGO Gene Nomenclature Committee (HGNC),HGNC:20502,BE0009888
UniProtKB,Q6ZMH5,BE0009888
UniProt Accession,S39A5_HUMAN,BE0009888
HUGO Gene Nomenclature Committee (HGNC),HGNC:18607,BE0009887
UniProtKB,Q13433,BE0009887
UniProt Accession,S39A6_HUMAN,BE0009887
HUGO Gene Nomenclature Committee (HGNC),HGNC:4927,BE0009893
UniProtKB,Q92504,BE0009893
UniProt Accession,S39A7_HUMAN,BE0009893
HUGO Gene Nomenclature Committee (HGNC),HGNC:20862,BE0009901
UniProtKB,Q9C0K1,BE0009901
UniProt Accession,S39A8_HUMAN,BE0009901
HUGO Gene Nomenclature Committee (HGNC),HGNC:20182,BE0009905
UniProtKB,Q9NUM3,BE0009905
UniProt Accession,S39A9_HUMAN,BE0009905
HUGO Gene Nomenclature Committee (HGNC),HGNC:20861,BE0009884
UniProtKB,Q9ULF5,BE0009884
UniProt Accession,S39AA_HUMAN,BE0009884
HUGO Gene Nomenclature Committee (HGNC),HGNC:14463,BE0009906
UniProtKB,Q8N1S5,BE0009906
UniProt Accession,S39AB_HUMAN,BE0009906
HUGO Gene Nomenclature Committee (HGNC),HGNC:20860,BE0009897
UniProtKB,Q504Y0,BE0009897
UniProt Accession,S39AC_HUMAN,BE0009897
HUGO Gene Nomenclature Committee (HGNC),HGNC:20859,BE0009900
UniProtKB,Q96H72,BE0009900
UniProt Accession,S39AD_HUMAN,BE0009900
HUGO Gene Nomenclature Committee (HGNC),HGNC:20858,BE0009903
UniProtKB,Q15043,BE0009903
UniProt Accession,S39AE_HUMAN,BE0009903
GenBank Gene Database,L11616,BE0009805
GenBank Protein Database,438853,BE0009805
UniProtKB,P52477,BE0009805
UniProt Accession,MEXA_PSEAE,BE0009805
UniProtKB,P75780,BE0009806
UniProt Accession,FIU_ECOLI,BE0009806
GenBank Gene Database,J04229,BE0004172
GenBank Protein Database,145544,BE0004172
UniProtKB,P17315,BE0004172
UniProt Accession,CIRA_ECOLI,BE0004172
UniProtKB,A0A0H2ZGX7,BE0009807
UniProt Accession,A0A0H2ZGX7_PSEAB,BE0009807
HUGO Gene Nomenclature Committee (HGNC),HGNC:6156,BE0001155
GenAtlas,ITGB3,BE0001155
GenBank Gene Database,J02703,BE0001155
GenBank Protein Database,306786,BE0001155
UniProtKB,P05106,BE0001155
UniProt Accession,ITB3_HUMAN,BE0001155
