category,description,parent_key
function,cellulase activity,BE0002818
function,cellulose binding,BE0002818
function,metal ion binding,BE0002818
process,polysaccharide catabolic process,BE0002818
component,cytoplasm,BE0001873
function,carbon monoxide binding,BE0001873
function,cyclase activity,BE0001873
function,heme binding,BE0001873
function,iron ion binding,BE0001873
function,monooxygenase activity,BE0001873
function,oxidoreductase activity,BE0001873
function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",BE0001873
process,growth,BE0001873
process,oxidation-reduction process,BE0001873
process,sterol metabolic process,BE0001873
component,extracellular region,BE0002819
function,alpha-glucuronidase activity,BE0002819
function,"xylan alpha-1,2-glucuronosidase activity",BE0002819
process,xylan catabolic process,BE0002819
function,glucosamine-6-phosphate deaminase activity,BE0001752
function,hydrolase activity,BE0001752
process,carbohydrate metabolic process,BE0001752
process,N-acetylglucosamine metabolic process,BE0001752
process,N-acetylneuraminate catabolic process,BE0001752
component,cytoplasm,BE0001818
function,6-phosphofructokinase activity,BE0001818
function,ATP binding,BE0001818
function,metal ion binding,BE0001818
process,fructose 6-phosphate metabolic process,BE0001818
component,cytoplasm,BE0001877
function,triose-phosphate isomerase activity,BE0001877
process,gluconeogenesis,BE0001877
process,glycolytic process,BE0001877
process,pentose-phosphate shunt,BE0001877
component,cytosol,BE0004550
component,extracellular exosome,BE0004550
component,extracellular space,BE0004550
component,myelin sheath,BE0004550
component,perikaryon,BE0004550
component,phosphopyruvate hydratase complex,BE0004550
component,photoreceptor inner segment,BE0004550
component,plasma membrane,BE0004550
function,magnesium ion binding,BE0004550
function,phosphopyruvate hydratase activity,BE0004550
process,canonical glycolysis,BE0004550
process,carbohydrate metabolic process,BE0004550
process,gluconeogenesis,BE0004550
process,glucose metabolic process,BE0004550
process,small molecule metabolic process,BE0004550
component,cytoplasm,BE0001889
function,triose-phosphate isomerase activity,BE0001889
process,gluconeogenesis,BE0001889
process,glycolytic process,BE0001889
process,pentose-phosphate shunt,BE0001889
function,2-deoxyglucose-6-phosphatase activity,BE0001596
function,glucose-6-phosphatase activity,BE0001596
function,magnesium ion binding,BE0001596
function,metal ion binding,BE0001596
function,sugar-phosphatase activity,BE0001596
process,dephosphorylation,BE0001596
component,mitochondrial matrix,BE0002256
component,mitochondrion,BE0002256
function,3-oxoacid CoA-transferase activity,BE0002256
function,protein homodimerization activity,BE0002256
process,adipose tissue development,BE0002256
process,brain development,BE0002256
process,cellular ketone body metabolic process,BE0002256
process,cellular lipid metabolic process,BE0002256
process,heart development,BE0002256
process,ketone body catabolic process,BE0002256
process,ketone catabolic process,BE0002256
process,positive regulation of insulin secretion involved in cellular response to glucose stimulus,BE0002256
process,response to activity,BE0002256
process,response to drug,BE0002256
process,response to ethanol,BE0002256
process,response to hormone,BE0002256
process,response to nutrient,BE0002256
process,response to starvation,BE0002256
process,small molecule metabolic process,BE0002256
component,intracellular,BE0004060
function,nucleotide binding,BE0004060
function,phosphorelay sensor kinase activity,BE0004060
process,"regulation of transcription, DNA-templated",BE0004060
component,bicellular tight junction,BE0002216
component,chromatin,BE0002216
component,cyclin-dependent protein kinase holoenzyme complex,BE0002216
component,cytosol,BE0002216
component,nuclear membrane,BE0002216
component,nucleolus,BE0002216
component,nucleoplasm,BE0002216
component,nucleus,BE0002216
component,perinuclear region of cytoplasm,BE0002216
component,transcription factor complex,BE0002216
function,ATP binding,BE0002216
function,cyclin binding,BE0002216
function,cyclin-dependent protein serine/threonine kinase activity,BE0002216
function,cyclin-dependent protein serine/threonine kinase regulator activity,BE0002216
process,cell division,BE0002216
process,chromatin organization,BE0002216
process,circadian rhythm,BE0002216
process,G1/S transition of mitotic cell cycle,BE0002216
process,lens development in camera-type eye,BE0002216
process,mitotic cell cycle,BE0002216
process,negative regulation of cell cycle arrest,BE0002216
process,organ regeneration,BE0002216
process,positive regulation of apoptotic process,BE0002216
process,positive regulation of cell proliferation,BE0002216
process,positive regulation of cell size,BE0002216
process,positive regulation of fibroblast proliferation,BE0002216
process,positive regulation of G2/M transition of mitotic cell cycle,BE0002216
process,positive regulation of translation,BE0002216
process,protein phosphorylation,BE0002216
process,regulation of gene expression,BE0002216
process,regulation of protein kinase activity,BE0002216
process,response to drug,BE0002216
process,response to hyperoxia,BE0002216
process,response to lead ion,BE0002216
process,response to testosterone,BE0002216
process,response to toxic substance,BE0002216
process,signal transduction,BE0002216
function,ATP binding,BE0002822
function,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",BE0002822
function,metal ion binding,BE0002822
component,cytoplasm,BE0003777
component,early endosome lumen,BE0003777
component,early endosome membrane,BE0003777
component,endoplasmic reticulum lumen,BE0003777
component,ER to Golgi transport vesicle membrane,BE0003777
component,external side of plasma membrane,BE0003777
component,extracellular exosome,BE0003777
component,extracellular region,BE0003777
component,extracellular space,BE0003777
component,focal adhesion,BE0003777
component,Golgi apparatus,BE0003777
component,Golgi membrane,BE0003777
component,HFE-transferrin receptor complex,BE0003777
component,membrane,BE0003777
component,MHC class I protein complex,BE0003777
component,phagocytic vesicle membrane,BE0003777
component,plasma membrane,BE0003777
function,glycoprotein binding,BE0003777
function,identical protein binding,BE0003777
process,antibacterial humoral response,BE0003777
process,antigen processing and presentation of endogenous peptide antigen via MHC class I,BE0003777
process,antigen processing and presentation of exogenous peptide antigen via MHC class I,BE0003777
process,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",BE0003777
process,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent",BE0003777
process,"antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent",BE0003777
process,antigen processing and presentation of peptide antigen via MHC class I,BE0003777
process,cellular protein metabolic process,BE0003777
process,cellular response to iron ion,BE0003777
process,cellular response to lipopolysaccharide,BE0003777
process,cytokine-mediated signaling pathway,BE0003777
process,defense response to Gram-negative bacterium,BE0003777
process,defense response to Gram-positive bacterium,BE0003777
process,innate immune response,BE0003777
process,interferon-gamma-mediated signaling pathway,BE0003777
process,iron ion homeostasis,BE0003777
process,negative regulation of receptor binding,BE0003777
process,positive regulation of ferrous iron binding,BE0003777
process,positive regulation of ferrous iron import into cell,BE0003777
process,positive regulation of protein binding,BE0003777
process,positive regulation of receptor binding,BE0003777
process,positive regulation of receptor-mediated endocytosis,BE0003777
process,positive regulation of T cell cytokine production,BE0003777
process,positive regulation of T cell mediated cytotoxicity,BE0003777
process,positive regulation of transferrin receptor binding,BE0003777
process,protein refolding,BE0003777
process,regulation of defense response to virus by virus,BE0003777
process,regulation of immune response,BE0003777
process,regulation of membrane depolarization,BE0003777
process,response to cadmium ion,BE0003777
process,response to drug,BE0003777
process,retina homeostasis,BE0003777
process,T cell differentiation in thymus,BE0003777
process,viral process,BE0003777
component,integral component of membrane,BE0003778
component,plasma membrane,BE0003778
process,regulation of immune response,BE0003778
process,T cell costimulation,BE0003778
process,T cell receptor signaling pathway,BE0003778
component,integral component of membrane,BE0003779
component,membrane,BE0003779
component,plasma membrane,BE0003779
process,immune response,BE0003779
process,regulation of immune response,BE0003779
process,T cell costimulation,BE0003779
process,T cell receptor signaling pathway,BE0003779
component,cell surface,BE0003482
component,early endosome membrane,BE0003482
component,endoplasmic reticulum,BE0003482
component,ER to Golgi transport vesicle membrane,BE0003482
component,Golgi apparatus,BE0003482
component,Golgi membrane,BE0003482
component,integral component of lumenal side of endoplasmic reticulum membrane,BE0003482
component,integral component of plasma membrane,BE0003482
component,membrane,BE0003482
component,MHC class I protein complex,BE0003482
component,phagocytic vesicle membrane,BE0003482
component,plasma membrane,BE0003482
function,beta-2-microglobulin binding,BE0003482
function,peptide antigen binding,BE0003482
function,TAP binding,BE0003482
process,antigen processing and presentation of exogenous peptide antigen via MHC class I,BE0003482
process,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",BE0003482
process,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent",BE0003482
process,antigen processing and presentation of peptide antigen via MHC class I,BE0003482
process,cytokine-mediated signaling pathway,BE0003482
process,immune response,BE0003482
process,interferon-gamma-mediated signaling pathway,BE0003482
process,regulation of immune response,BE0003482
process,type I interferon signaling pathway,BE0003482
process,viral process,BE0003482
component,extracellular region,BE0001789
component,membrane,BE0001789
function,calcium ion binding,BE0001789
function,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",BE0001789
process,protein glycosylation,BE0001789
component,cytoplasmic mRNA processing body,BE0004434
component,cytosol,BE0004434
component,extracellular exosome,BE0004434
component,nucleolus,BE0004434
component,small nuclear ribonucleoprotein complex,BE0004434
component,small nucleolar ribonucleoprotein complex,BE0004434
component,spliceosomal complex,BE0004434
component,U4/U6 x U5 tri-snRNP complex,BE0004434
component,U6 snRNP,BE0004434
function,poly(A) RNA binding,BE0004434
process,exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay,BE0004434
process,gene expression,BE0004434
process,maturation of SSU-rRNA,BE0004434
process,"mRNA splicing, via spliceosome",BE0004434
process,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",BE0004434
process,RNA splicing,BE0004434
process,tRNA processing,BE0004434
component,cell outer membrane,BE0002061
component,pore complex,BE0002061
function,nucleoside-specific channel forming porin activity,BE0002061
process,ion transport,BE0002061
process,nucleoside transmembrane transport,BE0002061
process,nucleoside transport,BE0002061
process,viral entry into host cell,BE0002061
component,cytosol,BE0001914
component,tricarboxylic acid cycle enzyme complex,BE0001914
function,fumarate hydratase activity,BE0001914
process,fumarate metabolic process,BE0001914
process,malate metabolic process,BE0001914
process,protein tetramerization,BE0001914
process,response to oxidative stress,BE0001914
process,tricarboxylic acid cycle,BE0001914
component,intracellular,BE0004053
function,GTP binding,BE0004053
function,GTPase activity,BE0004053
function,ribosome binding,BE0004053
process,mature ribosome assembly,BE0004053
process,translation,BE0004053
component,cytosol,BE0002377
function,3-mercaptopyruvate sulfurtransferase activity,BE0002377
process,cyanide metabolic process,BE0002377
process,cysteine biosynthetic process via cystathionine,BE0002377
function,lyase activity,BE0002823
component,cytosol,BE0002824
function,3-mercaptopyruvate sulfurtransferase activity,BE0002824
function,thiosulfate sulfurtransferase activity,BE0002824
process,response to antibiotic,BE0002824
component,cytoplasm,BE0002825
function,"4 iron, 4 sulfur cluster binding",BE0002825
function,hydroxylamine reductase activity,BE0002825
function,metal ion binding,BE0002825
component,extracellular exosome,BE0004455
component,extracellular space,BE0004455
component,mitochondrial inner membrane,BE0004455
component,mitochondrial matrix,BE0004455
component,mitochondrion,BE0004455
function,5S rRNA binding,BE0004455
function,thiosulfate sulfurtransferase activity,BE0004455
process,cellular nitrogen compound metabolic process,BE0004455
process,cyanate catabolic process,BE0004455
process,epithelial cell differentiation,BE0004455
process,rRNA import into mitochondrion,BE0004455
process,rRNA transport,BE0004455
process,small molecule metabolic process,BE0004455
process,"sulfide oxidation, using sulfide",BE0004455
process,sulfur amino acid catabolic process,BE0004455
process,sulfur amino acid metabolic process,BE0004455
function,thiosulfate sulfurtransferase activity,BE0002826
component,cytoplasm,BE0001760
function,thiosulfate sulfurtransferase activity,BE0001760
process,glycerol metabolic process,BE0001760
component,cytoplasm,BE0001799
function,"4 iron, 4 sulfur cluster binding",BE0001799
function,hydroxylamine reductase activity,BE0001799
function,metal ion binding,BE0001799
function,arsenate reductase (thioredoxin) activity,BE0001876
function,protein tyrosine phosphatase activity,BE0001876
process,response to arsenic-containing substance,BE0001876
component,cytoplasm,BE0000981
component,extracellular space,BE0000981
component,interleukin-12 complex,BE0000981
component,interleukin-23 complex,BE0000981
component,membrane,BE0000981
function,cytokine receptor activity,BE0000981
function,identical protein binding,BE0000981
function,interleukin-12 alpha subunit binding,BE0000981
function,interleukin-12 receptor binding,BE0000981
function,protein heterodimerization activity,BE0000981
process,cell cycle arrest,BE0000981
process,cell migration,BE0000981
process,cellular response to interferon-gamma,BE0000981
process,cellular response to lipopolysaccharide,BE0000981
process,defense response to Gram-negative bacterium,BE0000981
process,defense response to protozoan,BE0000981
process,defense response to virus,BE0000981
process,interferon-gamma biosynthetic process,BE0000981
process,natural killer cell activation,BE0000981
process,natural killer cell activation involved in immune response,BE0000981
process,negative regulation of growth of symbiont in host,BE0000981
process,negative regulation of inflammatory response to antigenic stimulus,BE0000981
process,negative regulation of interleukin-10 production,BE0000981
process,negative regulation of interleukin-17 production,BE0000981
process,negative regulation of smooth muscle cell proliferation,BE0000981
process,positive regulation of activated T cell proliferation,BE0000981
process,positive regulation of activation of JAK2 kinase activity,BE0000981
process,positive regulation of cell adhesion,BE0000981
process,positive regulation of defense response to virus by host,BE0000981
process,positive regulation of granulocyte macrophage colony-stimulating factor production,BE0000981
process,positive regulation of inflammatory response,BE0000981
process,positive regulation of interferon-gamma biosynthetic process,BE0000981
process,positive regulation of interferon-gamma production,BE0000981
process,positive regulation of interleukin-10 production,BE0000981
process,positive regulation of interleukin-12 production,BE0000981
process,positive regulation of interleukin-17 production,BE0000981
process,positive regulation of lymphocyte proliferation,BE0000981
process,positive regulation of memory T cell differentiation,BE0000981
process,positive regulation of mononuclear cell proliferation,BE0000981
process,positive regulation of natural killer cell activation,BE0000981
process,positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target,BE0000981
process,positive regulation of natural killer cell proliferation,BE0000981
process,positive regulation of NF-kappaB import into nucleus,BE0000981
process,positive regulation of NK T cell activation,BE0000981
process,positive regulation of NK T cell proliferation,BE0000981
process,positive regulation of osteoclast differentiation,BE0000981
process,positive regulation of smooth muscle cell apoptotic process,BE0000981
process,positive regulation of T cell mediated cytotoxicity,BE0000981
process,positive regulation of T cell proliferation,BE0000981
process,positive regulation of T-helper 1 type immune response,BE0000981
process,positive regulation of T-helper 17 cell lineage commitment,BE0000981
process,positive regulation of T-helper 17 type immune response,BE0000981
process,positive regulation of tissue remodeling,BE0000981
process,positive regulation of tumor necrosis factor production,BE0000981
process,positive regulation of tyrosine phosphorylation of Stat3 protein,BE0000981
process,positive regulation of tyrosine phosphorylation of Stat4 protein,BE0000981
process,positive regulation of tyrosine phosphorylation of Stat5 protein,BE0000981
process,regulation of cytokine biosynthetic process,BE0000981
process,regulation of tyrosine phosphorylation of Stat1 protein,BE0000981
process,response to UV-B,BE0000981
process,sensory perception of pain,BE0000981
process,sexual reproduction,BE0000981
process,T-helper 1 type immune response,BE0000981
process,T-helper cell differentiation,BE0000981
component,extracellular region,BE0002024
function,cysteine-type peptidase activity,BE0002024
process,pathogenesis,BE0002024
process,proteolysis in other organism,BE0002024
component,integral component of membrane,BE0004021
component,intrinsic component of external side of plasma membrane,BE0004021
component,outer membrane-bounded periplasmic space,BE0004021
component,plasma membrane,BE0004021
function,energy transducer activity,BE0004021
function,siderophore transmembrane transporter activity,BE0004021
process,cobalamin transport,BE0004021
process,colicin transport,BE0004021
process,protein transport,BE0004021
process,siderophore transport,BE0004021
function,beta-glucosidase activity,BE0002829
process,cellulose catabolic process,BE0002829
function,beta-lactamase activity,BE0002718
process,beta-lactam antibiotic catabolic process,BE0002718
process,response to antibiotic,BE0002718
function,beta-lactamase activity,BE0002831
process,beta-lactam antibiotic catabolic process,BE0002831
process,response to antibiotic,BE0002831
function,heme oxygenase (decyclizing) activity,BE0002832
function,metal ion binding,BE0002832
process,heme oxidation,BE0002832
component,cytoplasm,BE0004442
component,endoplasmic reticulum membrane,BE0004442
component,nuclear envelope,BE0004442
component,nucleoplasm,BE0004442
component,nucleus,BE0004442
component,tRNA-splicing ligase complex,BE0004442
function,ATP binding,BE0004442
function,metal ion binding,BE0004442
function,poly(A) RNA binding,BE0004442
function,RNA ligase (ATP) activity,BE0004442
function,vinculin binding,BE0004442
process,gene expression,BE0004442
process,in utero embryonic development,BE0004442
process,placenta development,BE0004442
process,tRNA processing,BE0004442
process,"tRNA splicing, via endonucleolytic cleavage and ligation",BE0004442
component,phycobilisome,BE0002834
function,chloride ion binding,BE0002834
function,photoreceptor activity,BE0002834
process,light absorption,BE0002834
process,protein-chromophore linkage,BE0002834
process,transport,BE0002834
component,cell outer membrane,BE0002835
component,pore complex,BE0002835
function,porin activity,BE0002835
process,carbohydrate transport,BE0002835
process,ion transport,BE0002835
component,extracellular region,BE0002788
function,levansucrase activity,BE0002788
process,carbohydrate utilization,BE0002788
component,cell leading edge,BE0003814
component,COPI-coated vesicle,BE0003814
component,cytosol,BE0003814
component,extracellular exosome,BE0003814
component,focal adhesion,BE0003814
component,Golgi membrane,BE0003814
component,late endosome,BE0003814
component,neuron projection,BE0003814
component,perinuclear region of cytoplasm,BE0003814
component,peroxisomal membrane,BE0003814
component,plasma membrane,BE0003814
component,postsynaptic density,BE0003814
component,postsynaptic membrane,BE0003814
component,sarcomere,BE0003814
component,trans-Golgi network,BE0003814
function,GDP binding,BE0003814
function,GTP binding,BE0003814
function,GTPase activity,BE0003814
function,magnesium ion binding,BE0003814
function,phospholipase D activator activity,BE0003814
function,poly(A) RNA binding,BE0003814
function,receptor signaling protein activity,BE0003814
process,actin filament organization,BE0003814
process,antigen processing and presentation of exogenous peptide antigen via MHC class II,BE0003814
process,cellular copper ion homeostasis,BE0003814
process,COPI coating of Golgi vesicle,BE0003814
process,dendritic spine organization,BE0003814
process,Golgi to transport vesicle transport,BE0003814
process,long term synaptic depression,BE0003814
process,lysosomal membrane organization,BE0003814
process,membrane organization,BE0003814
process,phosphatidylinositol biosynthetic process,BE0003814
process,phospholipid metabolic process,BE0003814
process,positive regulation of calcium ion-dependent exocytosis,BE0003814
process,positive regulation of dendritic spine development,BE0003814
process,positive regulation of endocytosis,BE0003814
process,positive regulation of ER to Golgi vesicle-mediated transport,BE0003814
process,positive regulation of late endosome to lysosome transport,BE0003814
process,positive regulation of protein secretion,BE0003814
process,positive regulation of sodium ion transmembrane transport,BE0003814
process,post-Golgi vesicle-mediated transport,BE0003814
process,protein transport,BE0003814
process,regulation of Arp2/3 complex-mediated actin nucleation,BE0003814
process,regulation of defense response to virus by virus,BE0003814
process,regulation of phospholipid metabolic process,BE0003814
process,regulation of receptor internalization,BE0003814
process,"retrograde vesicle-mediated transport, Golgi to ER",BE0003814
process,small GTPase mediated signal transduction,BE0003814
process,small molecule metabolic process,BE0003814
process,synaptic vesicle budding,BE0003814
process,very-low-density lipoprotein particle assembly,BE0003814
process,viral process,BE0003814
function,hydrolase activity,BE0002837
function,triglyceride lipase activity,BE0001696
process,lipid catabolic process,BE0001696
component,cytoplasm,BE0001071
component,cytosol,BE0001071
component,mitochondrion,BE0001071
component,nucleus,BE0001071
component,protein complex,BE0001071
function,insulin receptor binding,BE0001071
function,non-membrane spanning protein tyrosine phosphatase activity,BE0001071
function,phosphoprotein phosphatase activity,BE0001071
function,protein tyrosine phosphatase activity,BE0001071
function,SH3/SH2 adaptor activity,BE0001071
process,abortive mitotic cell cycle,BE0001071
process,activation of MAPK activity,BE0001071
process,atrioventricular canal development,BE0001071
process,axon guidance,BE0001071
process,blood coagulation,BE0001071
process,brain development,BE0001071
process,cytokine-mediated signaling pathway,BE0001071
process,DNA damage checkpoint,BE0001071
process,ephrin receptor signaling pathway,BE0001071
process,epidermal growth factor receptor signaling pathway,BE0001071
process,ERBB signaling pathway,BE0001071
process,face morphogenesis,BE0001071
process,Fc-epsilon receptor signaling pathway,BE0001071
process,fibroblast growth factor receptor signaling pathway,BE0001071
process,genitalia development,BE0001071
process,glucose homeostasis,BE0001071
process,heart development,BE0001071
process,homeostasis of number of cells within a tissue,BE0001071
process,hormone metabolic process,BE0001071
process,hormone-mediated signaling pathway,BE0001071
process,innate immune response,BE0001071
process,inner ear development,BE0001071
process,insulin receptor signaling pathway,BE0001071
process,integrin-mediated signaling pathway,BE0001071
process,interferon-gamma-mediated signaling pathway,BE0001071
process,intestinal epithelial cell migration,BE0001071
process,leukocyte migration,BE0001071
process,megakaryocyte development,BE0001071
process,microvillus organization,BE0001071
process,multicellular organism growth,BE0001071
process,multicellular organismal reproductive process,BE0001071
process,negative regulation of cell adhesion mediated by integrin,BE0001071
process,negative regulation of cortisol secretion,BE0001071
process,negative regulation of growth hormone secretion,BE0001071
process,negative regulation of insulin secretion,BE0001071
process,neurotrophin TRK receptor signaling pathway,BE0001071
process,organ growth,BE0001071
process,peptidyl-tyrosine dephosphorylation,BE0001071
process,phosphatidylinositol-mediated signaling,BE0001071
process,platelet formation,BE0001071
process,platelet-derived growth factor receptor signaling pathway,BE0001071
process,positive regulation of ERK1 and ERK2 cascade,BE0001071
process,positive regulation of glucose import in response to insulin stimulus,BE0001071
process,positive regulation of hormone secretion,BE0001071
process,positive regulation of mitotic cell cycle,BE0001071
process,regulation of cell adhesion mediated by integrin,BE0001071
process,regulation of interferon-gamma-mediated signaling pathway,BE0001071
process,regulation of multicellular organism growth,BE0001071
process,regulation of protein complex assembly,BE0001071
process,regulation of protein export from nucleus,BE0001071
process,regulation of type I interferon-mediated signaling pathway,BE0001071
process,T cell costimulation,BE0001071
process,triglyceride metabolic process,BE0001071
process,type I interferon signaling pathway,BE0001071
component,host cell endosome membrane,BE0002838
component,host cell plasma membrane,BE0002838
component,integral component of membrane,BE0002838
component,viral envelope,BE0002838
component,virion,BE0002838
component,virion membrane,BE0002838
function,structural molecule activity,BE0002838
process,apoptotic process,BE0002838
process,clathrin-mediated endocytosis of virus by host cell,BE0002838
process,evasion or tolerance by virus of host immune response,BE0002838
process,fusion of virus membrane with host endosome membrane,BE0002838
process,fusion of virus membrane with host plasma membrane,BE0002838
process,innate immune response,BE0002838
process,stimulatory C-type lectin receptor signaling pathway,BE0002838
process,viral protein processing,BE0002838
process,virion attachment to host cell,BE0002838
function,3-dehydroquinate dehydratase activity,BE0001769
process,aromatic amino acid family biosynthetic process,BE0001769
process,chorismate biosynthetic process,BE0001769
component,cytoplasm,BE0001675
function,ATP binding,BE0001675
function,kinase activity,BE0001675
function,magnesium ion binding,BE0001675
function,ribose phosphate diphosphokinase activity,BE0001675
process,5-phosphoribose 1-diphosphate biosynthetic process,BE0001675
process,nucleotide biosynthetic process,BE0001675
process,ribonucleoside monophosphate biosynthetic process,BE0001675
component,ATP-binding cassette (ABC) transporter complex,BE0002022
component,periplasmic space,BE0002022
component,plasma membrane,BE0002022
function,phosphate ion binding,BE0002022
function,phosphate ion transmembrane-transporting ATPase activity,BE0002022
process,cellular response to DNA damage stimulus,BE0002022
process,cellular response to phosphate starvation,BE0002022
process,phosphate ion transport,BE0002022
component,cytoplasm,BE0001906
function,5-formyltetrahydrofolate cyclo-ligase activity,BE0001906
function,ATP binding,BE0001906
function,metal ion binding,BE0001906
component,cytosol,BE0001857
function,3-dehydroquinate dehydratase activity,BE0001857
process,aromatic amino acid family biosynthetic process,BE0001857
process,chorismate biosynthetic process,BE0001857
process,growth,BE0001857
function,dihydrofolate reductase activity,BE0001614
function,NADP binding,BE0001614
process,glycine biosynthetic process,BE0001614
process,nucleotide biosynthetic process,BE0001614
process,one-carbon metabolic process,BE0001614
process,response to antibiotic,BE0001614
process,response to methotrexate,BE0001614
process,tetrahydrofolate biosynthetic process,BE0001614
component,cell wall,BE0001688
component,extracellular region,BE0001688
function,diacylglycerol O-acyltransferase activity,BE0001688
function,"transferase activity, transferring acyl groups other than amino-acyl groups",BE0001688
function,trehalose O-mycolyltransferase activity,BE0001688
function,zymogen binding,BE0001688
process,glycolipid biosynthetic process,BE0001688
process,lipid transport,BE0001688
process,mycolate cell wall layer assembly,BE0001688
process,response to antibiotic,BE0001688
component,outer membrane-bounded periplasmic space,BE0001896
component,periplasmic space,BE0001896
function,alkaline phosphatase activity,BE0001896
function,hydrogenase (acceptor) activity,BE0001896
function,magnesium ion binding,BE0001896
function,"oxidoreductase activity, acting on phosphorus or arsenic in donors",BE0001896
function,zinc ion binding,BE0001896
process,dephosphorylation,BE0001896
process,oxidation-reduction process,BE0001896
function,metal ion binding,BE0002839
function,threonine aldolase activity,BE0002839
process,cellular amino acid metabolic process,BE0002839
component,cytoplasm,BE0001838
function,glycine hydroxymethyltransferase activity,BE0001838
function,pyridoxal phosphate binding,BE0001838
process,glycine biosynthetic process from serine,BE0001838
process,tetrahydrofolate interconversion,BE0001838
component,brush border,BE0000869
component,cytoplasmic microtubule,BE0000869
component,extracellular exosome,BE0000869
component,microvillus,BE0000869
component,nucleus,BE0000869
component,plasma membrane,BE0000869
function,L-xylulose reductase (NADP+) activity,BE0000869
function,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",BE0000869
process,carbohydrate metabolic process,BE0000869
process,D-xylose metabolic process,BE0000869
process,glucose metabolic process,BE0000869
process,glucuronate catabolic process to xylulose 5-phosphate,BE0000869
process,NADP metabolic process,BE0000869
process,oxidation-reduction process,BE0000869
process,protein homotetramerization,BE0000869
process,small molecule metabolic process,BE0000869
process,xylulose metabolic process,BE0000869
component,sulfite reductase complex (NADPH),BE0001900
function,"4 iron, 4 sulfur cluster binding",BE0001900
function,heme binding,BE0001900
function,metal ion binding,BE0001900
function,NADP binding,BE0001900
function,sulfite reductase (NADPH) activity,BE0001900
process,cysteine biosynthetic process,BE0001900
process,hydrogen sulfide biosynthetic process,BE0001900
process,sulfate assimilation,BE0001900
component,actin cytoskeleton,BE0004461
component,cytoplasm,BE0004461
component,cytosol,BE0004461
component,extracellular exosome,BE0004461
function,magnesium ion binding,BE0004461
function,phosphoglucomutase activity,BE0004461
process,carbohydrate metabolic process,BE0004461
process,galactose catabolic process,BE0004461
process,gluconeogenesis,BE0004461
process,glucose metabolic process,BE0004461
process,glycogen biosynthetic process,BE0004461
process,glycogen catabolic process,BE0004461
process,glycolytic process,BE0004461
process,response to radiation,BE0004461
process,small molecule metabolic process,BE0004461
function,amino acid binding,BE0001706
function,ATP binding,BE0001706
function,GTP binding,BE0001706
function,GTP diphosphokinase activity,BE0001706
function,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity",BE0001706
function,kinase activity,BE0001706
function,metal ion binding,BE0001706
process,guanosine tetraphosphate biosynthetic process,BE0001706
component,cytosol,BE0004141
component,peroxisomal matrix,BE0004141
component,peroxisomal membrane,BE0004141
component,peroxisome,BE0004141
function,cofactor binding,BE0004141
function,D-amino-acid oxidase activity,BE0004141
function,FAD binding,BE0004141
function,protein dimerization activity,BE0004141
function,receptor binding,BE0004141
process,cellular nitrogen compound metabolic process,BE0004141
process,D-alanine catabolic process,BE0004141
process,D-serine catabolic process,BE0004141
process,D-serine metabolic process,BE0004141
process,dopamine biosynthetic process,BE0004141
process,glyoxylate metabolic process,BE0004141
process,proline catabolic process,BE0004141
process,small molecule metabolic process,BE0004141
function,4-hydroxybenzoate 3-monooxygenase activity,BE0001543
function,FAD binding,BE0001543
function,monooxygenase activity,BE0001543
process,benzoate catabolic process via hydroxylation,BE0001543
process,secondary metabolite biosynthetic process,BE0001543
component,outer membrane-bounded periplasmic space,BE0001703
function,3-phytase activity,BE0001703
function,acid phosphatase activity,BE0001703
function,glucose-1-phosphatase activity,BE0001703
process,dephosphorylation,BE0001703
process,glucose catabolic process,BE0001703
component,cytosol,BE0001674
function,agmatine aminopropyltransferase activity,BE0001674
function,cadaverine aminopropyltransferase activity,BE0001674
function,spermidine synthase activity,BE0001674
function,sym-norspermidine synthase activity,BE0001674
function,thermospermine synthase activity,BE0001674
process,spermidine biosynthetic process,BE0001674
component,extracellular region,BE0001897
function,carboxylic ester hydrolase activity,BE0001897
component,cytoplasm,BE0002840
component,cytosol,BE0002840
component,extracellular region,BE0002840
component,intracellular membrane-bounded organelle,BE0002840
component,lipid particle,BE0002840
function,estradiol 17-beta-dehydrogenase activity,BE0002840
function,steroid dehydrogenase activity,BE0002840
process,androgen catabolic process,BE0002840
process,estrogen biosynthetic process,BE0002840
process,small molecule metabolic process,BE0002840
process,steroid metabolic process,BE0002840
component,plasma membrane,BE0001679
function,"androstan-3-alpha,17-beta-diol dehydrogenase activity",BE0001679
