resource,identifier,parent_key
GenBank Gene Database,Z99121,BE0002676
UniProtKB,O32248,BE0002676
UniProt Accession,YVBK_BACSU,BE0002676
GenBank Gene Database,AF144881,BE0002677
UniProtKB,Q9R381,BE0002677
UniProt Accession,AAC6_SALEN,BE0002677
GenBank Gene Database,AE016877,BE0002678
UniProtKB,Q81EE4,BE0002678
UniProt Accession,Q81EE4_BACCR,BE0002678
GenBank Gene Database,L42023,BE0002679
UniProtKB,P44886,BE0002679
UniProt Accession,Y827_HAEIN,BE0002679
GenBank Gene Database,AF293442,BE0002680
UniProtKB,Q9F6D4,BE0002680
UniProt Accession,FABH_STRLI,BE0002680
UniProtKB,P9WJM7,BE0002681
UniProt Accession,MSHD_MYCTU,BE0002681
HUGO Gene Nomenclature Committee (HGNC),HGNC:4201,BE0004583
UniProtKB,Q92830,BE0004583
UniProt Accession,KAT2A_HUMAN,BE0004583
GenBank Gene Database,BA000004,BE0002682
UniProtKB,Q9KEQ1,BE0002682
UniProt Accession,Q9KEQ1_BACHD,BE0002682
HUGO Gene Nomenclature Committee (HGNC),HGNC:8638,BE0002683
GenAtlas,PCAF,BE0002683
GenBank Gene Database,U57317,BE0002683
Guide to Pharmacology,2737,BE0002683
UniProtKB,Q92831,BE0002683
UniProt Accession,KAT2B_HUMAN,BE0002683
UniProtKB,P9WNP5,BE0002684
UniProt Accession,MENB_MYCTU,BE0002684
GenBank Gene Database,AB040146,BE0002685
UniProtKB,Q9LCX9,BE0002685
UniProt Accession,Q9LCX9_THETH,BE0002685
GenBank Gene Database,L12710,BE0002686
UniProtKB,Q47764,BE0002686
UniProt Accession,Q47764_ENTFC,BE0002686
GenBank Gene Database,X63158,BE0002687
UniProtKB,P39135,BE0002687
UniProt Accession,SFP_BACSU,BE0002687
GenBank Gene Database,AE004091,BE0002688
UniProtKB,Q9HYX1,BE0002688
UniProt Accession,Q9HYX1_PSEAE,BE0002688
GenBank Gene Database,L42023,BE0002689
UniProtKB,P43886,BE0002689
UniProt Accession,CYSE_HAEIN,BE0002689
GenBank Gene Database,U85944,BE0002690
UniProtKB,O34002,BE0002690
UniProt Accession,PRPC_ABDS2,BE0002690
GenBank Gene Database,M93187,BE0002575
UniProtKB,Q04416,BE0002575
UniProt Accession,4HBT_ARTSP,BE0002575
GenBank Gene Database,X01631,BE0002025
UniProtKB,P0ACC7,BE0002025
UniProt Accession,GLMU_ECOLI,BE0002025
GenBank Gene Database,M19142,BE0001344
GenBank Protein Database,142467,BE0001344
UniProtKB,P10724,BE0001344
UniProt Accession,ALR_GEOSE,BE0001344
GenBank Gene Database,M95650,BE0001410
GenBank Protein Database,151717,BE0001410
UniProtKB,Q01468,BE0001410
UniProt Accession,4OT1_PSEPU,BE0001410
HUGO Gene Nomenclature Committee (HGNC),HGNC:4922,BE0001108
GenAtlas,HK1,BE0001108
GenBank Gene Database,M75126,BE0001108
GenBank Protein Database,184021,BE0001108
UniProtKB,P19367,BE0001108
UniProt Accession,HXK1_HUMAN,BE0001108
GenBank Gene Database,M60873,BE0001369
GenBank Protein Database,150994,BE0001369
UniProtKB,P26276,BE0001369
UniProt Accession,ALGC_PSEAE,BE0001369
GenBank Gene Database,D50543,BE0001309
GenBank Protein Database,1486241,BE0001309
UniProtKB,P54716,BE0001309
UniProt Accession,GLVA_BACSU,BE0001309
GenBank Gene Database,X01631,BE0001423
GenBank Protein Database,43268,BE0001423
UniProtKB,P17169,BE0001423
UniProt Accession,GLMS_ECOLI,BE0001423
GenBank Gene Database,AE000512,BE0001390
GenBank Protein Database,4981838,BE0001390
UniProtKB,Q9X108,BE0001390
UniProt Accession,BGLT_THEMA,BE0001390
HUGO Gene Nomenclature Committee (HGNC),HGNC:4458,BE0001199
GenAtlas,GPI,BE0001199
GenBank Gene Database,K03515,BE0001199
GenBank Protein Database,189238,BE0001199
UniProtKB,P06744,BE0001199
UniProt Accession,G6PI_HUMAN,BE0001199
HUGO Gene Nomenclature Committee (HGNC),HGNC:6171,BE0001341
GenAtlas,ITK,BE0001341
GenBank Gene Database,D13720,BE0001341
GenBank Protein Database,399658,BE0001341
Guide to Pharmacology,2046,BE0001341
UniProtKB,Q08881,BE0001341
UniProt Accession,ITK_HUMAN,BE0001341
HUGO Gene Nomenclature Committee (HGNC),HGNC:11491,BE0001316
GenAtlas,SYK,BE0001316
GenBank Gene Database,Z29630,BE0001316
GenBank Protein Database,496900,BE0001316
Guide to Pharmacology,2230,BE0001316
UniProtKB,P43405,BE0001316
UniProt Accession,KSYK_HUMAN,BE0001316
HUGO Gene Nomenclature Committee (HGNC),HGNC:6887,BE0001373
GenAtlas,MAPKAPK2,BE0001373
GenBank Gene Database,U12779,BE0001373
GenBank Protein Database,530090,BE0001373
Guide to Pharmacology,2094,BE0001373
UniProtKB,P49137,BE0001373
UniProt Accession,MAPK2_HUMAN,BE0001373
HUGO Gene Nomenclature Committee (HGNC),HGNC:8978,BE0001315
GenAtlas,PIK3CG,BE0001315
GenBank Gene Database,X83368,BE0001315
GenBank Protein Database,1507822,BE0001315
Guide to Pharmacology,2156,BE0001315
UniProtKB,P48736,BE0001315
UniProt Accession,PK3CG_HUMAN,BE0001315
HUGO Gene Nomenclature Committee (HGNC),HGNC:9410,BE0001385
GenAtlas,PRKCQ,BE0001385
GenBank Gene Database,L01087,BE0001385
GenBank Protein Database,558099,BE0001385
Guide to Pharmacology,1488,BE0001385
UniProtKB,Q04759,BE0001385
UniProt Accession,KPCT_HUMAN,BE0001385
HUGO Gene Nomenclature Committee (HGNC),HGNC:12858,BE0001312
GenAtlas,ZAP70,BE0001312
GenBank Gene Database,L05148,BE0001312
Guide to Pharmacology,2285,BE0001312
UniProtKB,P43403,BE0001312
UniProt Accession,ZAP70_HUMAN,BE0001312
GenBank Gene Database,AY162404,BE0002691
UniProtKB,Q8I814,BE0002691
UniProt Accession,Q8I814_TRYCR,BE0002691
HUGO Gene Nomenclature Committee (HGNC),HGNC:6708,BE0001466
GenAtlas,LSS,BE0001466
GenBank Gene Database,U22526,BE0001466
GenBank Protein Database,951314,BE0001466
Guide to Pharmacology,2434,BE0001466
UniProtKB,P48449,BE0001466
UniProt Accession,ERG7_HUMAN,BE0001466
HUGO Gene Nomenclature Committee (HGNC),HGNC:14120,BE0001474
GenAtlas,TPSB2,BE0001474
GenBank Gene Database,M37488,BE0001474
GenBank Protein Database,179584,BE0001474
UniProtKB,P20231,BE0001474
UniProt Accession,TRYB2_HUMAN,BE0001474
GenBank Gene Database,M73546,BE0001546
GenBank Protein Database,143729,BE0001546
UniProtKB,P25052,BE0001546
UniProt Accession,TENA_BACSU,BE0001546
GenBank Gene Database,U87940,BE0001455
GenBank Protein Database,1842117,BE0001455
UniProtKB,P55882,BE0001455
UniProt Accession,THID_SALTY,BE0001455
GenBank Gene Database,X04831,BE0001520
GenBank Protein Database,42071,BE0001520
UniProtKB,P08337,BE0001520
UniProt Accession,MUTT_ECOLI,BE0001520
GenBank Gene Database,Y08272,BE0001389
GenBank Protein Database,1806263,BE0001389
UniProtKB,P95468,BE0001389
UniProt Accession,TYRB_PARDE,BE0001389
GenBank Gene Database,AB121092,BE0002692
UniProtKB,Q75WK2,BE0002692
UniProt Accession,Q75WK2_THETH,BE0002692
GenBank Gene Database,M26495,BE0001555
GenBank Protein Database,169408,BE0001555
UniProtKB,P16184,BE0001555
UniProt Accession,DYR_PNECA,BE0001555
HUGO Gene Nomenclature Committee (HGNC),HGNC:12406,BE0004544
UniProtKB,P50607,BE0004544
UniProt Accession,TUB_HUMAN,BE0004544
HUGO Gene Nomenclature Committee (HGNC),HGNC:3402,BE0000950
GenAtlas,EPHX2,BE0000950
GenBank Gene Database,L05779,BE0000950
GenBank Protein Database,181395,BE0000950
UniProtKB,P34913,BE0000950
UniProt Accession,HYES_HUMAN,BE0000950
GenBank Gene Database,D86417,BE0001433
GenBank Protein Database,2443234,BE0001433
UniProtKB,O34453,BE0001433
UniProt Accession,NOSO_BACSU,BE0001433
GenBank Gene Database,J01710,BE0001438
GenBank Protein Database,147987,BE0001438
UniProtKB,P0A884,BE0001438
UniProt Accession,TYSY_ECOLI,BE0001438
GenBank Gene Database,Y17896,BE0002693
UniProtKB,Q9K578,BE0002693
UniProt Accession,Q9K578_9GAMM,BE0002693
GenBank Gene Database,X96858,BE0002694
UniProtKB,O08498,BE0002694
UniProt Accession,BLAB1_ELIME,BE0002694
GenBank Gene Database,X75074,BE0003355
UniProtKB,P52700,BE0003355
UniProt Accession,BLA1_STEMA,BE0003355
GenBank Gene Database,X57102,BE0004195
GenBank Protein Database,38824,BE0004195
UniProtKB,P26918,BE0004195
UniProt Accession,BLAB_AERHY,BE0004195
GenBank Gene Database,AE003853,BE0004196
GenBank Protein Database,9657379,BE0004196
UniProtKB,Q9KKU4,BE0004196
UniProt Accession,Q9KKU4_VIBCH,BE0004196
HUGO Gene Nomenclature Committee (HGNC),HGNC:6824,BE0003505
GenAtlas,MAN2A1,BE0003505
GenBank Gene Database,D63998,BE0003505
UniProtKB,Q16706,BE0003505
UniProt Accession,MA2A1_HUMAN,BE0003505
HUGO Gene Nomenclature Committee (HGNC),HGNC:9325,BE0004538
UniProtKB,P50897,BE0004538
UniProt Accession,PPT1_HUMAN,BE0004538
GenBank Gene Database,AE004091,BE0001486
GenBank Protein Database,9945838,BE0001486
UniProtKB,Q9I7A8,BE0001486
UniProt Accession,DEF_PSEAE,BE0001486
GenBank Gene Database,M93135,BE0003132
UniProtKB,P28305,BE0003132
UniProt Accession,PABC_ECOLI,BE0003132
GenBank Gene Database,AF036677,BE0001512
GenBank Protein Database,2921419,BE0001512
UniProtKB,Q8ZNF3,BE0001512
UniProt Accession,ARNB_SALTY,BE0001512
GenBank Gene Database,J05282,BE0001506
GenBank Protein Database,559963,BE0001506
UniProtKB,P16932,BE0001506
UniProt Accession,DGDA_BURCE,BE0001506
GenBank Gene Database,BA000033,BE0002695
UniProtKB,A0A0H3K1U2,BE0002695
UniProt Accession,A0A0H3K1U2_STAAW,BE0002695
GenBank Gene Database,AB001488,BE0002696
UniProtKB,P96622,BE0002696
UniProt Accession,ENDOA_BACSU,BE0002696
GenBank Gene Database,D16334,BE0001440
GenBank Protein Database,416405,BE0001440
UniProtKB,P43457,BE0001440
UniProt Accession,NTPK_ENTHA,BE0001440
HUGO Gene Nomenclature Committee (HGNC),HGNC:206,BE0003872
GenBank Gene Database,AF137334,BE0003872
GenBank Protein Database,4583505,BE0003872
UniProtKB,Q9UKQ2,BE0003872
UniProt Accession,ADA28_HUMAN,BE0003872
HUGO Gene Nomenclature Committee (HGNC),HGNC:1774,BE0000890
GenAtlas,CDK5,BE0000890
GenBank Gene Database,X66364,BE0000890
GenBank Protein Database,36621,BE0000890
Guide to Pharmacology,1977,BE0000890
UniProtKB,Q00535,BE0000890
UniProt Accession,CDK5_HUMAN,BE0000890
HUGO Gene Nomenclature Committee (HGNC),HGNC:1722,BE0001082
GenAtlas,CDC2,BE0001082
GenBank Gene Database,X05360,BE0001082
GenBank Protein Database,29839,BE0001082
Guide to Pharmacology,1961,BE0001082
UniProtKB,P06493,BE0001082
UniProt Accession,CDK1_HUMAN,BE0001082
HUGO Gene Nomenclature Committee (HGNC),HGNC:1775,BE0003819
GenBank Gene Database,X80343,BE0003819
GenBank Protein Database,558671,BE0003819
UniProtKB,Q15078,BE0003819
UniProt Accession,CD5R1_HUMAN,BE0003819
GenBank Gene Database,AP008226,BE0001557
GenBank Protein Database,55772681,BE0001557
UniProtKB,Q5SIR5,BE0001557
UniProt Accession,RPIA_THET8,BE0001557
GenBank Gene Database,AB107660,BE0002544
UniProtKB,Q84CU3,BE0002544
UniProt Accession,Q84CU3_THETH,BE0002544
GenBank Gene Database,X53695,BE0001561
GenBank Protein Database,581789,BE0001561
UniProtKB,P24630,BE0001561
UniProt Accession,GSA_SYNP6,BE0001561
GenBank Gene Database,X56793,BE0001707
GenBank Protein Database,47895,BE0001707
UniProtKB,P26397,BE0001707
UniProt Accession,RFBG_SALTY,BE0001707
HUGO Gene Nomenclature Committee (HGNC),HGNC:3214,BE0004281
GenBank Gene Database,X51466,BE0004281
GenBank Protein Database,31106,BE0004281
UniProtKB,P13639,BE0004281
UniProt Accession,EF2_HUMAN,BE0004281
GenBank Gene Database,M31059,BE0002052
UniProtKB,P0A9S1,BE0002052
UniProt Accession,FUCO_ECOLI,BE0002052
HUGO Gene Nomenclature Committee (HGNC),HGNC:14933,BE0003362
GenAtlas,SIRT5,BE0003362
GenBank Gene Database,AF083110,BE0003362
Guide to Pharmacology,2711,BE0003362
UniProtKB,Q9NXA8,BE0003362
UniProt Accession,SIR5_HUMAN,BE0003362
GenBank Gene Database,X68438,BE0001523
GenBank Protein Database,49145,BE0001523
UniProtKB,P00438,BE0001523
UniProt Accession,PHHY_PSEFL,BE0001523
GenBank Gene Database,U18997,BE0002697
UniProtKB,P45799,BE0002697
UniProt Accession,NUDE_ECOLI,BE0002697
HUGO Gene Nomenclature Committee (HGNC),HGNC:14931,BE0004547
Guide to Pharmacology,2709,BE0004547
UniProtKB,Q9NTG7,BE0004547
UniProt Accession,SIR3_HUMAN,BE0004547
GenBank Gene Database,M87018,BE0001539
GenBank Protein Database,551774,BE0001539
UniProtKB,P37700,BE0001539
UniProt Accession,GUNG_CLOCE,BE0001539
GenBank Gene Database,M27420,BE0001451
GenBank Protein Database,142665,BE0001451
UniProtKB,P19424,BE0001451
UniProt Accession,GUN_BACS6,BE0001451
GenBank Gene Database,U65788,BE0002699
UniProtKB,P96945,BE0002699
UniProt Accession,P96945_NEIME,BE0002699
GenBank Gene Database,M60917,BE0002011
GenBank Protein Database,147309,BE0002011
UniProtKB,P0ABP8,BE0002011
UniProt Accession,DEOD_ECOLI,BE0002011
GenBank Gene Database,X16279,BE0001516
GenBank Protein Database,9914,BE0001516
UniProtKB,P20035,BE0001516
UniProt Accession,HGXR_PLAFG,BE0001516
GenBank Gene Database,D84362,BE0001436
GenBank Protein Database,1304070,BE0001436
UniProtKB,P46859,BE0001436
UniProt Accession,GNTK_ECOLI,BE0001436
GenBank Gene Database,AE005674,BE0001484
UniProtKB,P61322,BE0001484
UniProt Accession,LOLB_SHIFL,BE0001484
HUGO Gene Nomenclature Committee (HGNC),HGNC:8882,BE0004295
GenBank Gene Database,L10678,BE0004295
GenBank Protein Database,190388,BE0004295
UniProtKB,P35080,BE0004295
UniProt Accession,PROF2_HUMAN,BE0004295
GenBank Gene Database,M77237,BE0004296
GenBank Protein Database,290462,BE0004296
UniProtKB,P61320,BE0004296
UniProt Accession,LOLB_ECOLI,BE0004296
GenBank Gene Database,AE007869,BE0004297
GenBank Protein Database,15154859,BE0004297
UniProtKB,A9CJ63,BE0004297
UniProt Accession,A9CJ63_AGRFC,BE0004297
GenBank Gene Database,AL590842,BE0004298
GenBank Protein Database,115345833,BE0004298
UniProtKB,A0A384KMH6,BE0004298
UniProt Accession,Q0WKM4_YERPE,BE0004298
GenBank Gene Database,AE017194,BE0004299
GenBank Protein Database,42734997,BE0004299
UniProtKB,Q734I1,BE0004299
UniProt Accession,Q734I1_BACC1,BE0004299
GenBank Gene Database,CP000031,BE0004300
GenBank Protein Database,56676666,BE0004300
UniProtKB,Q5LRQ9,BE0004300
UniProt Accession,Q5LRQ9_RUEPO,BE0004300
GenBank Gene Database,AE016879,BE0004301
GenBank Protein Database,30253517,BE0004301
UniProtKB,Q81Y15,BE0004301
UniProt Accession,Q81Y15_BACAN,BE0004301
HUGO Gene Nomenclature Committee (HGNC),HGNC:30273,BE0004478
UniProtKB,Q92930,BE0004478
UniProt Accession,RAB8B_HUMAN,BE0004478
GenBank Gene Database,M19921,BE0001210
GenBank Protein Database,328418,BE0001210
UniProtKB,P12497,BE0001210
UniProt Accession,POL_HV1N5,BE0001210
GenBank Gene Database,M15106,BE0002012
GenBank Protein Database,146727,BE0002012
UniProtKB,P0AE18,BE0002012
UniProt Accession,MAP1_ECOLI,BE0002012
HUGO Gene Nomenclature Committee (HGNC),HGNC:1578,BE0003734
GenBank Gene Database,X51688,BE0003734
GenBank Protein Database,30307,BE0003734
UniProtKB,P20248,BE0003734
UniProt Accession,CCNA2_HUMAN,BE0003734
GenBank Gene Database,X66006,BE0001503
GenBank Protein Database,1325989,BE0001503
UniProtKB,P32947,BE0001503
UniProt Accession,LIP3_CANRU,BE0001503
HUGO Gene Nomenclature Committee (HGNC),HGNC:12562,BE0001480
GenAtlas,UCK2,BE0001480
GenBank Gene Database,D78335,BE0001480
GenBank Protein Database,1655420,BE0001480
UniProtKB,Q9BZX2,BE0001480
UniProt Accession,UCK2_HUMAN,BE0001480
GenBank Gene Database,K03455,BE0001594
GenBank Protein Database,1906384,BE0001594
UniProtKB,P04585,BE0001594
UniProt Accession,POL_HV1H2,BE0001594
HUGO Gene Nomenclature Committee (HGNC),HGNC:29486,BE0004563
UniProtKB,Q6UWN8,BE0004563
UniProt Accession,ISK6_HUMAN,BE0004563
HUGO Gene Nomenclature Committee (HGNC),HGNC:2527,BE0000939
GenAtlas,CTSB,BE0000939
GenBank Gene Database,M14221,BE0000939
GenBank Protein Database,181192,BE0000939
Guide to Pharmacology,2343,BE0000939
UniProtKB,P07858,BE0000939
UniProt Accession,CATB_HUMAN,BE0000939
GenBank Gene Database,J04199,BE0001441
GenBank Protein Database,147406,BE0001441
UniProtKB,P0A7D4,BE0001441
UniProt Accession,PURA_ECOLI,BE0001441
HUGO Gene Nomenclature Committee (HGNC),HGNC:20093,BE0002231
GenAtlas,ADSSL1,BE0002231
GenBank Gene Database,AY037159,BE0002231
GenBank Protein Database,21303413,BE0002231
UniProtKB,Q8N142,BE0002231
UniProt Accession,PURA1_HUMAN,BE0002231
GenBank Gene Database,AF095282,BE0002700
UniProtKB,Q9U8D3,BE0002700
UniProt Accession,PURA_PLAFA,BE0002700
GenBank Gene Database,M93720,BE0001448
GenBank Protein Database,294165,BE0001448
UniProtKB,Q27743,BE0001448
UniProt Accession,LDH_PLAFD,BE0001448
GenBank Gene Database,L06495,BE0001450
GenBank Protein Database,146013,BE0001450
UniProtKB,P26281,BE0001450
UniProt Accession,HPPK_ECOLI,BE0001450
GenBank Gene Database,X13776,BE0001443
GenBank Protein Database,45271,BE0001443
UniProtKB,P27017,BE0001443
UniProt Accession,AMIC_PSEAE,BE0001443
GenBank Gene Database,X07274,BE0001430
GenBank Protein Database,42261,BE0001430
UniProtKB,P05364,BE0001430
UniProt Accession,AMPC_ENTCL,BE0001430
GenBank Gene Database,U37105,BE0001274
GenBank Protein Database,1019897,BE0001274
UniProtKB,P14489,BE0001274
UniProt Accession,BLO10_PSEAI,BE0001274
GenBank Gene Database,D10497,BE0001999
GenBank Protein Database,912437,BE0001999
UniProtKB,P0AET8,BE0001999
UniProt Accession,HDHA_ECOLI,BE0001999
GenBank Gene Database,L48616,BE0001548
GenBank Protein Database,1045018,BE0001548
UniProtKB,Q51792,BE0001548
UniProt Accession,PHZF_PSEFL,BE0001548
GenBank Gene Database,M29593,BE0001535
GenBank Protein Database,148713,BE0001535
UniProtKB,P0A433,BE0001535
UniProt Accession,OPD_SPHSA,BE0001535
GenBank Gene Database,M20392,BE0004036
GenBank Protein Database,151518,BE0004036
UniProtKB,P0A434,BE0004036
UniProt Accession,OPD_BREDI,BE0004036
GenBank Gene Database,X04469,BE0001452
GenBank Protein Database,42607,BE0001452
UniProtKB,P05020,BE0001452
UniProt Accession,PYRC_ECOLI,BE0001452
GenBank Gene Database,X66619,BE0001507
GenBank Protein Database,43231,BE0001507
UniProtKB,P26602,BE0001507
UniProt Accession,UBIC_ECOLI,BE0001507
GenBank Gene Database,M11189,BE0001426
GenBank Protein Database,142604,BE0001426
UniProtKB,P04190,BE0001426
UniProt Accession,BLA2_BACCE,BE0001426
GenBank Gene Database,X73828,BE0001556
GenBank Protein Database,929584,BE0001556
UniProtKB,P45563,BE0001556
UniProt Accession,XAPA_ECOLI,BE0001556
GenBank Gene Database,X77222,BE0001458
GenBank Protein Database,853817,BE0001458
UniProtKB,Q46509,BE0001458
UniProt Accession,MOP_DESGI,BE0001458
GenBank Gene Database,M73834,BE0001553
GenBank Protein Database,987617,BE0001553
UniProtKB,P33247,BE0001553
UniProt Accession,SQHC_ALIAD,BE0001553
HUGO Gene Nomenclature Committee (HGNC),HGNC:2535,BE0003970
GenBank Gene Database,X07549,BE0003970
GenBank Protein Database,29708,BE0003970
Guide to Pharmacology,2349,BE0003970
UniProtKB,P09668,BE0003970
UniProt Accession,CATH_HUMAN,BE0003970
GenBank Gene Database,AE000512,BE0001481
GenBank Protein Database,4981580,BE0001481
UniProtKB,Q9X0D0,BE0001481
UniProt Accession,HIS8_THEMA,BE0001481
GenBank Gene Database,J04460,BE0001509
GenBank Protein Database,142542,BE0001509
UniProtKB,P19938,BE0001509
UniProt Accession,DAAA_BACYM,BE0001509
GenBank Gene Database,D38459,BE0001465
GenBank Protein Database,1255699,BE0001465
UniProtKB,Q56232,BE0001465
UniProt Accession,AAT_THET8,BE0001465
GenBank Gene Database,M88334,BE0001510
GenBank Protein Database,147902,BE0001510
UniProtKB,P22256,BE0001510
UniProt Accession,GABT_ECOLI,BE0001510
HUGO Gene Nomenclature Committee (HGNC),HGNC:9001,BE0001505
GenAtlas,PITPNA,BE0001505
GenBank Gene Database,M73704,BE0001505
GenBank Protein Database,189939,BE0001505
UniProtKB,Q00169,BE0001505
UniProt Accession,PIPNA_HUMAN,BE0001505
GenBank Gene Database,X59040,BE0001472
GenBank Protein Database,505281,BE0001472
UniProtKB,P15879,BE0001472
UniProt Accession,ARC3_CBDP,BE0001472
GenBank Gene Database,K02671,BE0001537
GenBank Protein Database,146829,BE0001537
UniProtKB,P00959,BE0001537
UniProt Accession,SYM_ECOLI,BE0001537
HUGO Gene Nomenclature Committee (HGNC),HGNC:7029,BE0000915
GenAtlas,MET,BE0000915
GenBank Gene Database,J02958,BE0000915
GenBank Protein Database,307196,BE0000915
Guide to Pharmacology,1815,BE0000915
UniProtKB,P08581,BE0000915
UniProt Accession,MET_HUMAN,BE0000915
HUGO Gene Nomenclature Committee (HGNC),HGNC:6840,BE0000870
GenAtlas,MAP2K1,BE0000870
GenBank Gene Database,L05624,BE0000870
GenBank Protein Database,188569,BE0000870
Guide to Pharmacology,2062,BE0000870
UniProtKB,Q02750,BE0000870
UniProt Accession,MP2K1_HUMAN,BE0000870
GenBank Gene Database,U00096,BE0001464
GenBank Protein Database,1787924,BE0001464
UniProtKB,P77150,BE0001464
UniProt Accession,PDXY_ECOLI,BE0001464
GenBank Gene Database,M32278,BE0001491
GenBank Protein Database,142536,BE0001491
UniProtKB,P19080,BE0001491
UniProt Accession,AROH_BACSU,BE0001491
GenBank Gene Database,AE000513,BE0001462
GenBank Protein Database,6460202,BE0001462
UniProtKB,Q9RRU8,BE0001462
UniProt Accession,LUXS_DEIRA,BE0001462
GenBank Gene Database,L46851,BE0001485
GenBank Protein Database,1161236,BE0001485
UniProtKB,Q57366,BE0001485
UniProt Accession,DSTOR_RHOSH,BE0001485
HUGO Gene Nomenclature Committee (HGNC),HGNC:9353,BE0001972
GenAtlas,PRDX2,BE0001972
GenBank Gene Database,Z22548,BE0001972
GenBank Protein Database,438069,BE0001972
UniProtKB,P32119,BE0001972
UniProt Accession,PRDX2_HUMAN,BE0001972
GenBank Gene Database,BA000033,BE0001651
GenBank Protein Database,21204141,BE0001651
UniProtKB,Q8NX78,BE0001651
UniProt Accession,DEF_STAAW,BE0001651
GenBank Gene Database,AF012735,BE0002702
UniProtKB,Q9ZIV5,BE0002702
UniProt Accession,Q9ZIV5_BRAJP,BE0002702
GenBank Gene Database,AF290086,BE0002703
UniProtKB,Q9FD87,BE0002703
UniProt Accession,Q9FD87_STAAU,BE0002703
UniProtKB,P84124,BE0002704
UniProt Accession,P84124_THETH,BE0002704
GenBank Gene Database,S71932,BE0001559
GenBank Protein Database,560552,BE0001559
UniProtKB,P52699,BE0001559
UniProt Accession,BLAB_SERMA,BE0001559
GenBank Gene Database,AY168635,BE0003881
GenBank Protein Database,27368096,BE0003881
UniProtKB,Q79MP6,BE0003881
UniProt Accession,Q79MP6_PSEAI,BE0003881
GenBank Gene Database,U05257,BE0001524
GenBank Protein Database,487434,BE0001524
UniProtKB,P39126,BE0001524
UniProt Accession,IDH_BACSU,BE0001524
HUGO Gene Nomenclature Committee (HGNC),HGNC:4809,BE0003766
GenBank Gene Database,AF244134,BE0003766
GenBank Protein Database,7530485,BE0003766
UniProtKB,Q9UJM8,BE0003766
UniProt Accession,HAOX1_HUMAN,BE0003766
HUGO Gene Nomenclature Committee (HGNC),HGNC:9283,BE0001447
GenAtlas,PPP1CC,BE0001447
GenBank Gene Database,X74008,BE0001447
GenBank Protein Database,402778,BE0001447
UniProtKB,P36873,BE0001447
UniProt Accession,PP1G_HUMAN,BE0001447
GenBank Gene Database,X59466,BE0001220
GenBank Protein Database,39059,BE0001220
UniProtKB,P12070,BE0001220
UniProt Accession,XYLA_ARTS7,BE0001220
GenBank Gene Database,AF212972,BE0001461
GenBank Protein Database,6707573,BE0001461
UniProtKB,P56868,BE0001461
UniProt Accession,MURI_AQUPY,BE0001461
GenBank Gene Database,Z94043,BE0001917
GenBank Protein Database,1945717,BE0001917
UniProtKB,O07015,BE0001917
UniProt Accession,RSBQ_BACSU,BE0001917
GenBank Gene Database,AE005674,BE0001513
GenBank Protein Database,24050337,BE0001513
UniProtKB,P0A793,BE0001513
UniProt Accession,PAND_SHIFL,BE0001513
GenBank Gene Database,AL939108,BE0002707
UniProtKB,Q9FCA6,BE0002707
UniProt Accession,C1582_STRCO,BE0002707
HUGO Gene Nomenclature Committee (HGNC),HGNC:11151,BE0002708
GenAtlas,SNRPA,BE0002708
GenBank Gene Database,M60784,BE0002708
UniProtKB,P09012,BE0002708
UniProt Accession,SNRPA_HUMAN,BE0002708
GenBank Gene Database,M80544,BE0001502
GenBank Protein Database,170884,BE0001502
UniProtKB,P30418,BE0001502
UniProt Accession,NMT_CANAL,BE0001502
HUGO Gene Nomenclature Committee (HGNC),HGNC:7858,BE0003780
GenBank Gene Database,AF043325,BE0003780
GenBank Protein Database,3005065,BE0003780
UniProtKB,O60551,BE0003780
UniProt Accession,NMT2_HUMAN,BE0003780
GenBank Gene Database,Y00122,BE0001442
GenBank Protein Database,1177560,BE0001442
UniProtKB,P07071,BE0001442
UniProt Accession,NRDD_BPT4,BE0001442
GenBank Gene Database,S74736,BE0001998
GenBank Protein Database,241593,BE0001998
UniProtKB,P0ABE7,BE0001998
UniProt Accession,C562_ECOLX,BE0001998
HUGO Gene Nomenclature Committee (HGNC),HGNC:15583,BE0004111
GenBank Gene Database,AY358729,BE0004111
GenBank Protein Database,37182579,BE0004111
UniProtKB,Q6UWM7,BE0004111
UniProt Accession,LCTL_HUMAN,BE0004111
HUGO Gene Nomenclature Committee (HGNC),HGNC:2983,BE0004486
UniProtKB,P04053,BE0004486
UniProt Accession,TDT_HUMAN,BE0004486
HUGO Gene Nomenclature Committee (HGNC),HGNC:3516,BE0004629
UniProtKB,Q9UBQ6,BE0004629
UniProt Accession,EXTL2_HUMAN,BE0004629
HUGO Gene Nomenclature Committee (HGNC),HGNC:12457,BE0001429
GenAtlas,UAP1,BE0001429
GenBank Gene Database,S73498,BE0001429
GenBank Protein Database,7717462,BE0001429
UniProtKB,Q16222,BE0001429
UniProt Accession,UAP1_HUMAN,BE0001429
GenBank Gene Database,M87049,BE0001428
GenBank Protein Database,148189,BE0001428
UniProtKB,P27828,BE0001428
UniProt Accession,WECB_ECOLI,BE0001428
HUGO Gene Nomenclature Committee (HGNC),HGNC:79,BE0000214
GenAtlas,ABO,BE0000214
GenBank Gene Database,J05175,BE0000214
GenBank Protein Database,340078,BE0000214
UniProtKB,P16442,BE0000214
